,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Ordinary Shares Number,238000000.0,237200000.0,245800000.0,245800000.0,245400000.0,
Share Issued,238000000.0,237200000.0,245800000.0,245800000.0,245400000.0,
Net Debt,1246500000.0,1101000000.0,651800000.0,753300000.0,845600000.0,
Total Debt,1512400000.0,1391000000.0,1514000000.0,1912000000.0,1901400000.0,
Tangible Book Value,-574300000.0,-676200000.0,-241200000.0,-369800000.0,-679500000.0,
Invested Capital,7200500000.0,6810100000.0,7135900000.0,7665300000.0,7423100000.0,
Working Capital,-87500000.0,-238000000.0,482400000.0,324100000.0,-12800000.0,
Net Tangible Assets,-574300000.0,-676200000.0,-241200000.0,-369800000.0,-679500000.0,
Capital Lease Obligations,,,123400000.0,121800000.0,111700000.0,115400000.0
Common Stock Equity,5688100000.0,5419100000.0,5745300000.0,5875100000.0,5633400000.0,
Total Capitalization,7129500000.0,6810100000.0,7135900000.0,7265300000.0,7023100000.0,
Total Equity Gross Minority Interest,5688100000.0,5419100000.0,5745300000.0,5875100000.0,5633400000.0,
Stockholders Equity,5688100000.0,5419100000.0,5745300000.0,5875100000.0,5633400000.0,
Gains Losses Not Affecting Retained Earnings,29500000.0,-198400000.0,-381900000.0,-124300000.0,-270400000.0,
Other Equity Adjustments,29500000.0,-198400000.0,-381900000.0,-124300000.0,-270400000.0,
Retained Earnings,3293600000.0,3283500000.0,3757600000.0,3668300000.0,3628400000.0,
Additional Paid In Capital,2364800000.0,2333800000.0,2369400000.0,2330900000.0,2275200000.0,
Capital Stock,200000.0,200000.0,200000.0,200000.0,200000.0,
Common Stock,200000.0,200000.0,200000.0,200000.0,200000.0,
Preferred Stock,0.0,0.0,0.0,0.0,0.0,
Total Liabilities Net Minority Interest,3411100000.0,3479800000.0,3743000000.0,3991600000.0,3964400000.0,
Total Non Current Liabilities Net Minority Interest,2034000000.0,1959200000.0,1955000000.0,2005000000.0,1986500000.0,
Other Non Current Liabilities,279900000.0,267900000.0,145500000.0,161700000.0,159200000.0,
Non Current Deferred Liabilities,312700000.0,300300000.0,295500000.0,331300000.0,325900000.0,
Non Current Deferred Revenue,101000000.0,97800000.0,95600000.0,95400000.0,99000000.0,
Non Current Deferred Taxes Liabilities,211700000.0,202500000.0,199900000.0,235900000.0,226900000.0,
Long Term Debt And Capital Lease Obligation,1441400000.0,1391000000.0,1514000000.0,1512000000.0,1501400000.0,
Long Term Capital Lease Obligation,,,123400000.0,121800000.0,111700000.0,115400000.0
Long Term Debt,1441400000.0,1391000000.0,1390600000.0,1390200000.0,1389700000.0,
Current Liabilities,1377100000.0,1520600000.0,1788000000.0,1986600000.0,1977900000.0,
Other Current Liabilities,176500000.0,168200000.0,273800000.0,239000000.0,195100000.0,
Current Deferred Liabilities,781200000.0,795000000.0,800400000.0,661800000.0,714600000.0,
Current Deferred Revenue,781200000.0,795000000.0,800400000.0,661800000.0,714600000.0,
Current Debt And Capital Lease Obligation,71000000.0,,,400000000.0,400000000.0,543400000.0
Current Debt,71000000.0,,,400000000.0,400000000.0,543400000.0
Other Current Borrowings,71000000.0,,,,,
Pensionand Other Post Retirement Benefit Plans Current,169200000.0,110800000.0,227200000.0,194700000.0,165200000.0,
Payables And Accrued Expenses,179200000.0,446600000.0,486600000.0,491100000.0,503000000.0,
Payables,179200000.0,446600000.0,486600000.0,491100000.0,503000000.0,
Total Tax Payable,18800000.0,275700000.0,325000000.0,313800000.0,327900000.0,
Income Tax Payable,18800000.0,275700000.0,325000000.0,313800000.0,327900000.0,
Accounts Payable,160400000.0,170900000.0,161600000.0,177300000.0,175100000.0,
Total Assets,9099200000.0,8898900000.0,9488300000.0,9866700000.0,9597800000.0,
Total Non Current Assets,7809600000.0,7616300000.0,7217900000.0,7556000000.0,7632700000.0,
Other Non Current Assets,429400000.0,400800000.0,264100000.0,257600000.0,270600000.0,
Non Current Deferred Assets,300200000.0,314300000.0,294400000.0,311500000.0,308000000.0,
Non Current Deferred Taxes Assets,300200000.0,314300000.0,294400000.0,311500000.0,308000000.0,
Investments And Advances,630700000.0,619100000.0,361000000.0,424700000.0,426100000.0,
Long Term Equity Investment,630700000.0,619100000.0,361000000.0,424700000.0,426100000.0,
Goodwill And Other Intangible Assets,6262400000.0,6095300000.0,5986500000.0,6244900000.0,6312900000.0,
Other Intangible Assets,1014800000.0,988700000.0,998100000.0,1103100000.0,1114600000.0,
Goodwill,5247600000.0,5106600000.0,4988400000.0,5141800000.0,5198300000.0,
Net PPE,186900000.0,186800000.0,311900000.0,317300000.0,315100000.0,
Accumulated Depreciation,,,-339200000.0,,,
Gross PPE,,,651100000.0,317300000.0,315100000.0,314700000.0
Construction In Progress,,,13300000.0,,,
Other Properties,,,123500000.0,317300000.0,315100000.0,314700000.0
Machinery Furniture Equipment,,,275400000.0,,,
Properties,,,238900000.0,,,
Current Assets,1289600000.0,1282600000.0,2270400000.0,2310700000.0,1965100000.0,
Other Current Assets,194900000.0,159500000.0,196200000.0,149100000.0,126100000.0,
Assets Held For Sale Current,0.0,0.0,312000000.0,311700000.0,0.0,
Prepaid Assets,109600000.0,115500000.0,103300000.0,95300000.0,94800000.0,
Inventory,179700000.0,187200000.0,194300000.0,192100000.0,223100000.0,
Finished Goods,106800000.0,104300000.0,117400000.0,111200000.0,136500000.0,
Work In Process,5800000.0,4800000.0,5200000.0,5000000.0,5100000.0,
Raw Materials,67100000.0,78100000.0,71700000.0,75900000.0,81500000.0,
Receivables,539500000.0,530400000.0,725800000.0,525600000.0,577000000.0,
Accounts Receivable,539500000.0,530400000.0,725800000.0,525600000.0,577000000.0,
Cash Cash Equivalents And Short Term Investments,265900000.0,290000000.0,738800000.0,1036900000.0,944100000.0,
Cash And Cash Equivalents,265900000.0,290000000.0,738800000.0,1036900000.0,944100000.0,
