,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Free Cash Flow,1652000000.0,2566300000.0,-2861300000.0,402200000.0,2808000000.0
Repurchase Of Capital Stock,-339400000.0,-287200000.0,-253600000.0,-301400000.0,-250800000.0
Issuance Of Debt,,,0.0,,
Capital Expenditure,-217500000.0,-183500000.0,-226500000.0,-208900000.0,-182300000.0
Interest Paid Supplemental Data,1620200000.0,1524400000.0,1757900000.0,1962100000.0,2033300000.0
Income Tax Paid Supplemental Data,193400000.0,52300000.0,83300000.0,80300000.0,65700000.0
End Cash Position,6423400000.0,4368700000.0,4677200000.0,6871700000.0,6567000000.0
Beginning Cash Position,4368700000.0,4677200000.0,6871700000.0,6567000000.0,5308700000.0
Effect Of Exchange Rate Changes,290100000.0,402800000.0,-503900000.0,217100000.0,-44700000.0
Changes In Cash,1764600000.0,-711300000.0,-1690600000.0,87600000.0,1303000000.0
Financing Cash Flow,3516300000.0,6824300000.0,3151800000.0,-4010500000.0,-2637800000.0
Cash Flow From Continuing Financing Activities,3516300000.0,6824300000.0,3151800000.0,-4010500000.0,-2637800000.0
Net Other Financing Charges,-2700000.0,-2500000.0,-700000.0,-2900000.0,-2400000.0
Proceeds From Stock Option Exercised,0.0,4500000.0,5100000.0,0.0,200000.0
Cash Dividends Paid,-148700000.0,-162300000.0,-152300000.0,-165400000.0,-156600000.0
Preferred Stock Dividend Paid,-4700000.0,-16200000.0,-4700000.0,-16200000.0,-4700000.0
Common Stock Dividend Paid,-144000000.0,-146100000.0,-147600000.0,-149200000.0,-151900000.0
Net Common Stock Issuance,-339400000.0,-287200000.0,-253600000.0,-301400000.0,-250800000.0
Common Stock Payments,-339400000.0,-287200000.0,-253600000.0,-301400000.0,-250800000.0
Net Issuance Payments Of Debt,-64900000.0,8200000.0,-353900000.0,40700000.0,239900000.0
Net Short Term Debt Issuance,-64900000.0,8200000.0,-353900000.0,40700000.0,239900000.0
Net Long Term Debt Issuance,,,0.0,,
Long Term Debt Issuance,,,0.0,,
Investing Cash Flow,-3621200000.0,-10285400000.0,-2207600000.0,3487000000.0,950500000.0
Cash Flow From Continuing Investing Activities,-3621200000.0,-10285400000.0,-2207600000.0,3487000000.0,950500000.0
Net Other Investing Changes,302900000.0,-240100000.0,10600000.0,817300000.0,-779100000.0
Net Investment Purchase And Sale,-1584000000.0,550600000.0,-1389800000.0,-222400000.0,106100000.0
Sale Of Investment,9545700000.0,9173000000.0,8835400000.0,8878100000.0,8643200000.0
Purchase Of Investment,-11129700000.0,-8622400000.0,-10225200000.0,-9100500000.0,-8537100000.0
Net Intangibles Purchase And Sale,-205100000.0,-171100000.0,-185800000.0,-183200000.0,-161500000.0
Purchase Of Intangibles,-205100000.0,-171100000.0,-185800000.0,-183200000.0,-161500000.0
Net PPE Purchase And Sale,-12400000.0,-12400000.0,-40700000.0,-25700000.0,-20800000.0
Purchase Of PPE,-12400000.0,-12400000.0,-40700000.0,-25700000.0,-20800000.0
Operating Cash Flow,1869500000.0,2749800000.0,-2634800000.0,611100000.0,2990300000.0
Cash Flow From Continuing Operating Activities,1869500000.0,2749800000.0,-2634800000.0,611100000.0,2990300000.0
Change In Working Capital,924700000.0,2173000000.0,-2870300000.0,647500000.0,305600000.0
Change In Other Working Capital,751300000.0,2335000000.0,-3280300000.0,714600000.0,396000000.0
Change In Payables And Accrued Expense,-22200000.0,44000000.0,-46000000.0,1500000.0,-53800000.0
Change In Payable,-22200000.0,44000000.0,-46000000.0,1500000.0,-53800000.0
Change In Account Payable,-22200000.0,44000000.0,-46000000.0,1500000.0,-53800000.0
Change In Receivables,195600000.0,-206000000.0,456000000.0,-68600000.0,-36600000.0
Other Non Cash Items,331300000.0,144900000.0,-398500000.0,-684900000.0,1609600000.0
Amortization Of Securities,-20000000.0,-13900000.0,-10500000.0,-7500000.0,-9400000.0
Depreciation Amortization Depletion,195700000.0,190700000.0,182900000.0,183100000.0,180500000.0
Depreciation And Amortization,195700000.0,190700000.0,182900000.0,183100000.0,180500000.0
Operating Gains Losses,0.0,-137900000.0,-4000000.0,0.0,-100000.0
Pension And Employee Benefit Expense,0.0,-137900000.0,-4000000.0,0.0,0.0
Gain Loss On Investment Securities,0.0,0.0,0.0,0.0,-100000.0
Net Income From Continuing Operations,421300000.0,392000000.0,455400000.0,464900000.0,896100000.0
