,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Free Cash Flow,449000000.0,496000000.0,996000000.0,783000000.0,571000000.0,
Repurchase Of Capital Stock,-375000000.0,-375000000.0,-375000000.0,-375000000.0,-375000000.0,
Repayment Of Debt,0.0,0.0,-631000000.0,0.0,-595000000.0,
Issuance Of Debt,,,0.0,0.0,,
Issuance Of Capital Stock,3000000.0,44000000.0,9000000.0,2000000.0,0.0,
Capital Expenditure,-101000000.0,-96000000.0,-118000000.0,-108000000.0,-116000000.0,
Interest Paid Supplemental Data,128000000.0,53000000.0,32000000.0,57000000.0,83000000.0,
Income Tax Paid Supplemental Data,523000000.0,139000000.0,220000000.0,323000000.0,485000000.0,
End Cash Position,788000000.0,873000000.0,948000000.0,947000000.0,862000000.0,
Beginning Cash Position,873000000.0,948000000.0,947000000.0,862000000.0,959000000.0,
Effect Of Exchange Rate Changes,20000000.0,13000000.0,-53000000.0,21000000.0,-14000000.0,
Changes In Cash,-105000000.0,-88000000.0,54000000.0,64000000.0,-83000000.0,
Financing Cash Flow,-563000000.0,-588000000.0,-943000000.0,-1121000000.0,-601000000.0,
Cash Flow From Continuing Financing Activities,-563000000.0,-588000000.0,-943000000.0,-1121000000.0,-601000000.0,
Net Other Financing Charges,-14000000.0,-18000000.0,-14000000.0,0.0,-1000000.0,
Cash Dividends Paid,-439000000.0,-441000000.0,-443000000.0,-415000000.0,-418000000.0,
Common Stock Dividend Paid,-439000000.0,-441000000.0,-443000000.0,-415000000.0,-418000000.0,
Net Common Stock Issuance,-372000000.0,-331000000.0,-366000000.0,-373000000.0,-375000000.0,
Common Stock Payments,-375000000.0,-375000000.0,-375000000.0,-375000000.0,-375000000.0,
Common Stock Issuance,3000000.0,44000000.0,9000000.0,2000000.0,0.0,
Net Issuance Payments Of Debt,262000000.0,202000000.0,-120000000.0,-333000000.0,193000000.0,
Net Short Term Debt Issuance,262000000.0,202000000.0,511000000.0,-333000000.0,-818000000.0,
Net Long Term Debt Issuance,0.0,0.0,-631000000.0,0.0,1011000000.0,
Long Term Debt Payments,0.0,0.0,-631000000.0,0.0,-595000000.0,
Long Term Debt Issuance,,,0.0,0.0,,
Investing Cash Flow,-92000000.0,-92000000.0,-117000000.0,294000000.0,-169000000.0,
Cash Flow From Continuing Investing Activities,-92000000.0,-92000000.0,-117000000.0,294000000.0,-169000000.0,
Net Other Investing Changes,0.0,-1000000.0,-2000000.0,2000000.0,-2000000.0,
Net Investment Purchase And Sale,5000000.0,0.0,1000000.0,0.0,4000000.0,
Sale Of Investment,5000000.0,0.0,1000000.0,0.0,4000000.0,
Net Business Purchase And Sale,0.0,2000000.0,0.0,395000000.0,-58000000.0,
Sale Of Business,0.0,2000000.0,0.0,395000000.0,,
Purchase Of Business,,,0.0,0.0,-58000000.0,-57000000.0
Net PPE Purchase And Sale,-97000000.0,-93000000.0,-116000000.0,-103000000.0,-113000000.0,
Sale Of PPE,4000000.0,3000000.0,2000000.0,5000000.0,3000000.0,
Purchase Of PPE,-101000000.0,-96000000.0,-118000000.0,-108000000.0,-116000000.0,
Operating Cash Flow,550000000.0,592000000.0,1114000000.0,891000000.0,687000000.0,
Cash Flow From Continuing Operating Activities,550000000.0,592000000.0,1114000000.0,891000000.0,687000000.0,
Change In Working Capital,-312000000.0,-209000000.0,256000000.0,187000000.0,-185000000.0,
Change In Other Working Capital,-266000000.0,72000000.0,24000000.0,90000000.0,-241000000.0,
Change In Payables And Accrued Expense,15000000.0,-59000000.0,-37000000.0,-22000000.0,86000000.0,
Change In Accrued Expense,18000000.0,-123000000.0,-23000000.0,11000000.0,104000000.0,
Change In Payable,-3000000.0,64000000.0,-14000000.0,-33000000.0,-18000000.0,
Change In Account Payable,-3000000.0,64000000.0,-14000000.0,-33000000.0,-18000000.0,
Change In Prepaid Assets,2000000.0,-65000000.0,-12000000.0,13000000.0,-4000000.0,
Change In Inventory,7000000.0,-37000000.0,154000000.0,29000000.0,5000000.0,
Change In Receivables,-70000000.0,-120000000.0,127000000.0,77000000.0,-31000000.0,
Changes In Account Receivables,-70000000.0,-120000000.0,127000000.0,77000000.0,-31000000.0,
Other Non Cash Items,-1000000.0,5000000.0,1000000.0,2000000.0,-8000000.0,
Stock Based Compensation,19000000.0,16000000.0,13000000.0,14000000.0,19000000.0,
Provisionand Write Offof Assets,1000000.0,2000000.0,1000000.0,0.0,1000000.0,
Deferred Tax,-13000000.0,-17000000.0,-10000000.0,-212000000.0,2000000.0,
Deferred Income Tax,-13000000.0,-17000000.0,-10000000.0,-212000000.0,2000000.0,
Depreciation Amortization Depletion,99000000.0,95000000.0,102000000.0,104000000.0,99000000.0,
Depreciation And Amortization,99000000.0,95000000.0,102000000.0,104000000.0,99000000.0,
Amortization Cash Flow,21000000.0,21000000.0,25000000.0,26000000.0,25000000.0,
Amortization Of Intangibles,21000000.0,21000000.0,25000000.0,26000000.0,25000000.0,
Depreciation,78000000.0,74000000.0,77000000.0,78000000.0,74000000.0,
Operating Gains Losses,,1000000.0,1000000.0,,,3000000.0
Gain Loss On Investment Securities,,1000000.0,,,,3000000.0
Gain Loss On Sale Of PPE,,,1000000.0,-1000000.0,0.0,0.0
Gain Loss On Sale Of Business,,,0.0,,,
Net Income From Continuing Operations,755000000.0,700000000.0,750000000.0,1160000000.0,759000000.0,
