,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Free Cash Flow,127495000.0,380726000.0,399188000.0,219411000.0,218164000.0,
Capital Expenditure,-45676000.0,-40062000.0,-84702000.0,-38544000.0,-37157000.0,
End Cash Position,2072906000.0,2176204000.0,2080154000.0,2010074000.0,1938171000.0,
Beginning Cash Position,2176204000.0,2080154000.0,2010074000.0,1938171000.0,1922474000.0,
Effect Of Exchange Rate Changes,47978000.0,12672000.0,-33819000.0,25297000.0,-3848000.0,
Changes In Cash,-151276000.0,83378000.0,103899000.0,46606000.0,19545000.0,
Financing Cash Flow,-210938000.0,-204808000.0,-177423000.0,-163741000.0,-129494000.0,
Cash Flow From Continuing Financing Activities,-210938000.0,-204808000.0,-177423000.0,-163741000.0,-129494000.0,
Proceeds From Stock Option Exercised,55876000.0,-60242000.0,28907000.0,-29327000.0,24253000.0,
Cash Dividends Paid,-173182000.0,-144566000.0,-143982000.0,-144127000.0,-144034000.0,
Common Stock Dividend Paid,-173182000.0,-144566000.0,-143982000.0,-144127000.0,-144034000.0,
Investing Cash Flow,-113509000.0,-132602000.0,-202568000.0,-47608000.0,-106282000.0,
Cash Flow From Continuing Investing Activities,-113509000.0,-132602000.0,-202568000.0,-47608000.0,-106282000.0,
Net Other Investing Changes,-96000.0,599000.0,15492000.0,-137000.0,-98000.0,
Net Investment Purchase And Sale,-67864000.0,-91039000.0,-111903000.0,-8927000.0,-69027000.0,
Sale Of Investment,217681000.0,88788000.0,31832000.0,73559000.0,126644000.0,
Purchase Of Investment,-285545000.0,-179827000.0,-143735000.0,-82486000.0,-195671000.0,
Net Business Purchase And Sale,127000.0,-2100000.0,-21455000.0,0.0,0.0,
Sale Of Business,,,,,,5011000.0
Purchase Of Business,,-2100000.0,,,,
Net PPE Purchase And Sale,-45676000.0,-40062000.0,-84702000.0,-38544000.0,-37157000.0,
Purchase Of PPE,-45676000.0,-40062000.0,-84702000.0,-38544000.0,-37157000.0,
Operating Cash Flow,173171000.0,420788000.0,483890000.0,257955000.0,255321000.0,
Cash Flow From Continuing Operating Activities,173171000.0,420788000.0,483890000.0,257955000.0,255321000.0,
Change In Working Capital,-304492000.0,54442000.0,-47837000.0,-173453000.0,-98878000.0,
Change In Other Working Capital,-20343000.0,-4058000.0,26664000.0,-5697000.0,25332000.0,
Change In Other Current Liabilities,59726000.0,-57318000.0,31533000.0,55112000.0,2600000.0,
Change In Other Current Assets,-19582000.0,-17510000.0,5283000.0,-7654000.0,-41876000.0,
Change In Payables And Accrued Expense,-25069000.0,22478000.0,-3678000.0,32250000.0,60032000.0,
Change In Payable,-25069000.0,22478000.0,-3678000.0,32250000.0,60032000.0,
Change In Account Payable,10038000.0,-12629000.0,-3678000.0,32250000.0,93346000.0,
Change In Tax Payable,,35107000.0,,,,33314000.0
Change In Income Tax Payable,,35107000.0,,,,33314000.0
Change In Inventory,-104037000.0,-102239000.0,-14950000.0,-152497000.0,-27913000.0,
Change In Receivables,-195187000.0,213089000.0,-92689000.0,-94967000.0,-117053000.0,
Changes In Account Receivables,-195187000.0,213089000.0,-92689000.0,-94967000.0,-117053000.0,
Stock Based Compensation,44507000.0,37772000.0,36123000.0,35056000.0,35264000.0,
Deferred Tax,-38161000.0,-11593000.0,-34171000.0,-18188000.0,-26167000.0,
Deferred Income Tax,-38161000.0,-11593000.0,-34171000.0,-18188000.0,-26167000.0,
Depreciation Amortization Depletion,47105000.0,46298000.0,46543000.0,44255000.0,44112000.0,
Depreciation And Amortization,47105000.0,46298000.0,46543000.0,44255000.0,44112000.0,
Amortization Cash Flow,8588000.0,8835000.0,8392000.0,9802000.0,10114000.0,
Amortization Of Intangibles,8588000.0,8835000.0,8392000.0,9802000.0,10114000.0,
Depreciation,38517000.0,37463000.0,38151000.0,34453000.0,33998000.0,
Operating Gains Losses,23390000.0,-38900000.0,47499000.0,-28827000.0,360000.0,
Gain Loss On Investment Securities,608000.0,98000.0,-21000.0,0.0,,
Net Foreign Currency Exchange Gain Loss,22417000.0,-38983000.0,52375000.0,-28651000.0,191000.0,
Gain Loss On Sale Of PPE,365000.0,-15000.0,-4855000.0,-176000.0,140000.0,
Net Income From Continuing Operations,400822000.0,332769000.0,435733000.0,399112000.0,300630000.0,
