,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Ordinary Shares Number,277964501.0,278517186.0,279071854.0,280000000.0,281000000.0,
Share Issued,277964501.0,278517186.0,279071854.0,280000000.0,281000000.0,
Net Debt,10712000000.0,10750000000.0,10650000000.0,10736000000.0,10760000000.0,
Total Debt,11389000000.0,11357000000.0,12286000000.0,11193000000.0,11164000000.0,
Tangible Book Value,-8926000000.0,-8968000000.0,-8800000000.0,-8825000000.0,-8765000000.0,
Invested Capital,3709000000.0,3553000000.0,3618000000.0,3519000000.0,3534000000.0,
Working Capital,-403000000.0,496000000.0,602000000.0,439000000.0,499000000.0,
Net Tangible Assets,-8926000000.0,-8968000000.0,-8800000000.0,-8825000000.0,-8765000000.0,
Capital Lease Obligations,,,1020000000.0,,,
Common Stock Equity,-7680000000.0,-7804000000.0,-7648000000.0,-7674000000.0,-7630000000.0,
Total Capitalization,2738000000.0,3523000000.0,3599000000.0,3495000000.0,3510000000.0,
Total Equity Gross Minority Interest,-7680000000.0,-7804000000.0,-7648000000.0,-7674000000.0,-7630000000.0,
Stockholders Equity,-7680000000.0,-7804000000.0,-7648000000.0,-7674000000.0,-7630000000.0,
Other Equity Interest,,1000000.0,,,,
Gains Losses Not Affecting Retained Earnings,-319000000.0,-371000000.0,-392000000.0,-285000000.0,-309000000.0,
Other Equity Adjustments,-319000000.0,-371000000.0,-392000000.0,-285000000.0,-309000000.0,
Retained Earnings,-7361000000.0,-7434000000.0,-7256000000.0,-7389000000.0,-7321000000.0,
Capital Stock,0.0,0.0,0.0,0.0,0.0,
Common Stock,0.0,0.0,0.0,0.0,0.0,
Total Liabilities Net Minority Interest,14597000000.0,14463000000.0,14375000000.0,14135000000.0,14025000000.0,
Total Non Current Liabilities Net Minority Interest,12368000000.0,13232000000.0,13106000000.0,12949000000.0,12889000000.0,
Other Non Current Liabilities,1950000000.0,1905000000.0,938000000.0,1780000000.0,1749000000.0,
Long Term Debt And Capital Lease Obligation,10418000000.0,11327000000.0,12168000000.0,11169000000.0,11140000000.0,
Long Term Capital Lease Obligation,,,921000000.0,,,
Long Term Debt,10418000000.0,11327000000.0,11247000000.0,11169000000.0,11140000000.0,
Current Liabilities,2229000000.0,1231000000.0,1269000000.0,1186000000.0,1136000000.0,
Other Current Liabilities,1000000.0,1000000.0,419000000.0,,,
Current Debt And Capital Lease Obligation,971000000.0,30000000.0,118000000.0,24000000.0,24000000.0,
Current Capital Lease Obligation,,,99000000.0,,,
Current Debt,971000000.0,30000000.0,19000000.0,24000000.0,24000000.0,
Other Current Borrowings,,,19000000.0,,,
Pensionand Other Post Retirement Benefit Plans Current,,,242000000.0,,,
Payables And Accrued Expenses,1257000000.0,1200000000.0,490000000.0,1162000000.0,1112000000.0,
Current Accrued Expenses,,,210000000.0,,,
Interest Payable,,,84000000.0,,,
Payables,1257000000.0,1200000000.0,280000000.0,1162000000.0,1112000000.0,
Total Tax Payable,34000000.0,21000000.0,31000000.0,24000000.0,14000000.0,
Income Tax Payable,34000000.0,21000000.0,31000000.0,24000000.0,14000000.0,
Accounts Payable,1223000000.0,1179000000.0,249000000.0,1138000000.0,1098000000.0,
Total Assets,6917000000.0,6659000000.0,6727000000.0,6461000000.0,6395000000.0,
Total Non Current Assets,5090000000.0,4933000000.0,4856000000.0,4836000000.0,4760000000.0,
Other Non Current Assets,454000000.0,477000000.0,448000000.0,462000000.0,470000000.0,
Non Current Deferred Assets,1061000000.0,1065000000.0,1071000000.0,1033000000.0,1018000000.0,
Non Current Deferred Taxes Assets,1061000000.0,1065000000.0,1071000000.0,1033000000.0,1018000000.0,
Investments And Advances,,,0.0,0.0,0.0,0.0
Long Term Equity Investment,,,0.0,0.0,0.0,0.0
