,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Ordinary Shares Number,47892000.0,47877000.0,47823000.0,48779000.0,48698000.0,
Share Issued,47892000.0,47877000.0,47823000.0,48779000.0,48698000.0,
Total Debt,15938000.0,14473000.0,12974000.0,13482000.0,13045000.0,
Tangible Book Value,3366760000.0,3231415000.0,3109885000.0,2315385000.0,2159266000.0,
Invested Capital,3402068000.0,3267010000.0,3145767000.0,2351690000.0,2195858000.0,
Working Capital,1535249000.0,1424985000.0,1270486000.0,1823862000.0,1702274000.0,
Net Tangible Assets,3366760000.0,3231415000.0,3109885000.0,2315385000.0,2159266000.0,
Capital Lease Obligations,15938000.0,14473000.0,12974000.0,13482000.0,13045000.0,
Common Stock Equity,3402068000.0,3267010000.0,3145767000.0,2351690000.0,2195858000.0,
Total Capitalization,3402068000.0,3267010000.0,3145767000.0,2351690000.0,2195858000.0,
Total Equity Gross Minority Interest,3402068000.0,3267010000.0,3145767000.0,2351690000.0,2195858000.0,
Stockholders Equity,3402068000.0,3267010000.0,3145767000.0,2351690000.0,2195858000.0,
Gains Losses Not Affecting Retained Earnings,-23691000.0,-43324000.0,-48511000.0,-21196000.0,-44494000.0,
Other Equity Adjustments,-23691000.0,-43324000.0,-48511000.0,-21196000.0,-44494000.0,
Retained Earnings,2603177000.0,2545375000.0,2487461000.0,1098759000.0,1016208000.0,
Capital Stock,822582000.0,764959000.0,706817000.0,1274127000.0,1224144000.0,
Common Stock,822582000.0,764959000.0,706817000.0,1274127000.0,1224144000.0,
Total Liabilities Net Minority Interest,570142000.0,538750000.0,471330000.0,503050000.0,452274000.0,
Total Non Current Liabilities Net Minority Interest,186634000.0,175349000.0,176763000.0,166462000.0,157115000.0,
Other Non Current Liabilities,2905000.0,2743000.0,4943000.0,4196000.0,3515000.0,
Tradeand Other Payables Non Current,73185000.0,69535000.0,65193000.0,64656000.0,60440000.0,
Non Current Deferred Liabilities,94606000.0,88598000.0,93653000.0,84128000.0,80115000.0,
Long Term Debt And Capital Lease Obligation,15938000.0,14473000.0,12974000.0,13482000.0,13045000.0,
Long Term Capital Lease Obligation,15938000.0,14473000.0,12974000.0,13482000.0,13045000.0,
Current Liabilities,383508000.0,363401000.0,294567000.0,336588000.0,295159000.0,
Current Deferred Liabilities,,,,6315000.0,5564000.0,
Current Deferred Revenue,,,,6315000.0,5564000.0,
Pensionand Other Post Retirement Benefit Plans Current,81296000.0,74785000.0,63918000.0,81292000.0,63917000.0,
Current Provisions,,,,24033000.0,21716000.0,30208000.0
Payables And Accrued Expenses,302212000.0,288616000.0,230649000.0,224948000.0,203962000.0,
Current Accrued Expenses,56167000.0,54843000.0,67501000.0,35112000.0,31903000.0,
Payables,246045000.0,233773000.0,163148000.0,189836000.0,172059000.0,
Dividends Payable,79387000.0,78692000.0,60622000.0,62564000.0,62524000.0,
Total Tax Payable,36739000.0,27771000.0,,11407000.0,9641000.0,8032000.0
Income Tax Payable,36739000.0,27771000.0,,11407000.0,9641000.0,8032000.0
Accounts Payable,129919000.0,127310000.0,102526000.0,115865000.0,99894000.0,
Total Assets,3972210000.0,3805760000.0,3617097000.0,2854740000.0,2648132000.0,
Total Non Current Assets,2053453000.0,2017374000.0,2052044000.0,694290000.0,650699000.0,
Other Non Current Assets,8743000.0,8307000.0,7593000.0,6673000.0,5210000.0,
Non Current Prepaid Assets,0.0,0.0,60000000.0,60000000.0,60000000.0,
Non Current Deferred Assets,1407812000.0,1410268000.0,1419426000.0,120021000.0,114682000.0,
Non Current Deferred Taxes Assets,1309981000.0,1318457000.0,1326840000.0,30697000.0,29707000.0,
Goodwill And Other Intangible Assets,35308000.0,35595000.0,35882000.0,36305000.0,36592000.0,
Other Intangible Assets,9364000.0,9651000.0,9938000.0,10225000.0,10512000.0,
Goodwill,25944000.0,25944000.0,25944000.0,26080000.0,26080000.0,
Net PPE,601590000.0,563204000.0,529143000.0,471291000.0,434215000.0,
Accumulated Depreciation,,,-252211000.0,,,
Gross PPE,601590000.0,563204000.0,781354000.0,471291000.0,434215000.0,
Leases,,,18301000.0,,,
Construction In Progress,,,27477000.0,,,
Other Properties,601590000.0,563204000.0,374889000.0,471291000.0,434215000.0,
Machinery Furniture Equipment,,,85516000.0,,,
Buildings And Improvements,,,224490000.0,,,
Land And Improvements,,,50681000.0,,,
Properties,,,0.0,,,
Current Assets,1918757000.0,1788386000.0,1565053000.0,2160450000.0,1997433000.0,
Other Current Assets,10302000.0,8025000.0,13885000.0,17021000.0,17906000.0,
Restricted Cash,,,0.0,0.0,0.0,0.0
Prepaid Assets,76915000.0,84038000.0,36083000.0,91379000.0,87570000.0,
Inventory,490642000.0,454793000.0,419611000.0,424942000.0,426751000.0,
Finished Goods,212555000.0,162528000.0,157778000.0,172063000.0,169200000.0,
Work In Process,198649000.0,206607000.0,169982000.0,182312000.0,164116000.0,
Raw Materials,79438000.0,85658000.0,91851000.0,70567000.0,93435000.0,
Receivables,194821000.0,214866000.0,232528000.0,164758000.0,157961000.0,
Other Receivables,,,60000000.0,,,
Taxes Receivable,,,10000.0,54000.0,71000.0,15000.0
Accounts Receivable,194821000.0,214866000.0,172518000.0,164704000.0,157890000.0,
Cash Cash Equivalents And Short Term Investments,1146077000.0,1026664000.0,862946000.0,1462350000.0,1307245000.0,
Other Short Term Investments,358695000.0,389310000.0,171130000.0,762003000.0,756770000.0,
Cash And Cash Equivalents,787382000.0,637354000.0,691816000.0,700347000.0,550475000.0,
Cash Equivalents,372582000.0,260303000.0,11867000.0,287337000.0,192732000.0,
Cash Financial,414800000.0,377051000.0,679949000.0,413010000.0,357743000.0,
