,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Free Cash Flow,405000000.0,470000000.0,318000000.0,156000000.0,262000000.0,
Repurchase Of Capital Stock,-134000000.0,0.0,0.0,0.0,-272000000.0,
Repayment Of Debt,-191000000.0,-1164000000.0,-59000000.0,0.0,-88000000.0,
Issuance Of Debt,741000000.0,,,,0.0,0.0
Capital Expenditure,-4000000.0,-3000000.0,-8000000.0,-2000000.0,-2000000.0,
Interest Paid Supplemental Data,183000000.0,,180000000.0,74000000.0,191000000.0,
Income Tax Paid Supplemental Data,,,66000000.0,321000000.0,7000000.0,
End Cash Position,828000000.0,1006000000.0,883000000.0,737000000.0,644000000.0,
Beginning Cash Position,1006000000.0,883000000.0,737000000.0,644000000.0,846000000.0,
Effect Of Exchange Rate Changes,-4000000.0,29000000.0,-37000000.0,15000000.0,2000000.0,
Changes In Cash,-174000000.0,94000000.0,183000000.0,78000000.0,-204000000.0,
Financing Cash Flow,290000000.0,-296000000.0,-136000000.0,-72000000.0,-466000000.0,
Cash Flow From Continuing Financing Activities,290000000.0,-296000000.0,-136000000.0,-72000000.0,-466000000.0,
Net Other Financing Charges,-44000000.0,-1000000.0,0.0,-1000000.0,-24000000.0,
Proceeds From Stock Option Exercised,,5000000.0,0.0,,,6000000.0
Cash Dividends Paid,-82000000.0,-77000000.0,-77000000.0,-77000000.0,-82000000.0,
Common Stock Dividend Paid,-82000000.0,-77000000.0,-77000000.0,-77000000.0,-82000000.0,
Net Common Stock Issuance,-134000000.0,0.0,0.0,0.0,-272000000.0,
Common Stock Payments,-134000000.0,0.0,0.0,0.0,-272000000.0,
Net Issuance Payments Of Debt,550000000.0,-223000000.0,-59000000.0,0.0,-88000000.0,
Net Long Term Debt Issuance,550000000.0,-223000000.0,-59000000.0,0.0,-88000000.0,
Long Term Debt Payments,-191000000.0,-1164000000.0,-59000000.0,0.0,-88000000.0,
Long Term Debt Issuance,741000000.0,,,,0.0,0.0
Investing Cash Flow,-873000000.0,-83000000.0,-7000000.0,-8000000.0,-2000000.0,
Cash Flow From Continuing Investing Activities,-873000000.0,-83000000.0,-7000000.0,-8000000.0,-2000000.0,
Net Other Investing Changes,-2000000.0,4000000.0,1000000.0,,,1000000.0
Net Investment Purchase And Sale,,0.0,,,,0.0
Sale Of Investment,,,,,,0.0
Purchase Of Investment,,0.0,,,,
Net Business Purchase And Sale,-876000000.0,,,-4000000.0,0.0,0.0
Purchase Of Business,-876000000.0,,,-4000000.0,0.0,0.0
Net PPE Purchase And Sale,5000000.0,-3000000.0,-8000000.0,-2000000.0,-2000000.0,
Sale Of PPE,9000000.0,0.0,0.0,0.0,0.0,
Purchase Of PPE,-4000000.0,-3000000.0,-8000000.0,-2000000.0,-2000000.0,
Operating Cash Flow,409000000.0,473000000.0,326000000.0,158000000.0,264000000.0,
Cash Flow From Continuing Operating Activities,409000000.0,473000000.0,326000000.0,158000000.0,264000000.0,
Change In Working Capital,-63000000.0,124000000.0,-20000000.0,-131000000.0,-45000000.0,
Change In Other Working Capital,-69000000.0,63000000.0,44000000.0,-15000000.0,-56000000.0,
Change In Other Current Liabilities,-7000000.0,11000000.0,-99000000.0,66000000.0,-92000000.0,
Change In Other Current Assets,11000000.0,11000000.0,11000000.0,47000000.0,17000000.0,
Change In Payables And Accrued Expense,-8000000.0,58000000.0,60000000.0,-222000000.0,77000000.0,
Change In Accrued Expense,-21000000.0,11000000.0,21000000.0,16000000.0,-21000000.0,
Change In Payable,13000000.0,47000000.0,39000000.0,-238000000.0,98000000.0,
Change In Account Payable,-48000000.0,-9000000.0,6000000.0,12000000.0,17000000.0,
Change In Tax Payable,61000000.0,56000000.0,33000000.0,-250000000.0,81000000.0,
Change In Income Tax Payable,61000000.0,56000000.0,33000000.0,-250000000.0,81000000.0,
Change In Receivables,10000000.0,-19000000.0,-36000000.0,-7000000.0,9000000.0,
Changes In Account Receivables,10000000.0,-19000000.0,-36000000.0,-7000000.0,9000000.0,
Other Non Cash Items,136000000.0,44000000.0,34000000.0,14000000.0,1000000.0,
Stock Based Compensation,66000000.0,36000000.0,33000000.0,33000000.0,31000000.0,
Asset Impairment Charge,,5000000.0,29000000.0,,,38000000.0
Deferred Tax,11000000.0,18000000.0,-13000000.0,-27000000.0,-10000000.0,
Deferred Income Tax,11000000.0,18000000.0,-13000000.0,-27000000.0,-10000000.0,
Depreciation Amortization Depletion,123000000.0,104000000.0,104000000.0,105000000.0,106000000.0,
Depreciation And Amortization,123000000.0,104000000.0,104000000.0,105000000.0,106000000.0,
Operating Gains Losses,1000000.0,,,,,0.0
Gain Loss On Sale Of PPE,1000000.0,0.0,0.0,0.0,0.0,
Net Income From Continuing Operations,135000000.0,142000000.0,159000000.0,161000000.0,181000000.0,
