,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Free Cash Flow,683214000.0,727616000.0,796080000.0,1227568000.0,857197000.0
Repurchase Of Capital Stock,0.0,-49202000.0,-67412000.0,-12480000.0,-223763000.0
Repayment Of Debt,,,240000.0,-240000.0,
Issuance Of Debt,,,3105000.0,-420000.0,
Capital Expenditure,-20593000.0,-16201000.0,-13953000.0,-13202000.0,-24133000.0
End Cash Position,1984529000.0,1720209000.0,1974747000.0,1573238000.0,1580270000.0
Beginning Cash Position,1720209000.0,1974747000.0,1573238000.0,1580270000.0,1169053000.0
Effect Of Exchange Rate Changes,26440000.0,7473000.0,-30914000.0,11138000.0,-4501000.0
Changes In Cash,237880000.0,-262011000.0,432423000.0,-18170000.0,415718000.0
Financing Cash Flow,-231714000.0,-81410000.0,-290546000.0,-153820000.0,-378416000.0
Cash Flow From Continuing Financing Activities,-231714000.0,-81410000.0,-290546000.0,-153820000.0,-378416000.0
Net Other Financing Charges,-6668000.0,-3508000.0,-6040000.0,-14887000.0,2448000.0
Cash Dividends Paid,-223837000.0,-30338000.0,-220439000.0,-125793000.0,-157501000.0
Common Stock Dividend Paid,-223837000.0,-30338000.0,-220439000.0,-125793000.0,-157501000.0
Net Common Stock Issuance,0.0,-49202000.0,-67412000.0,-12480000.0,-223763000.0
Common Stock Payments,0.0,-49202000.0,-67412000.0,-12480000.0,-223763000.0
Net Issuance Payments Of Debt,-1209000.0,1638000.0,3345000.0,-660000.0,400000.0
Net Long Term Debt Issuance,-1209000.0,1638000.0,3345000.0,-660000.0,400000.0
Long Term Debt Payments,,,240000.0,-240000.0,
Long Term Debt Issuance,,,3105000.0,-420000.0,
Investing Cash Flow,-234213000.0,-924418000.0,-87064000.0,-1105120000.0,-87196000.0
Cash Flow From Continuing Investing Activities,-234213000.0,-924418000.0,-87064000.0,-1105120000.0,-87196000.0
Net Other Investing Changes,-69056000.0,14705000.0,-15239000.0,-42911000.0,95310000.0
Dividends Received Cfi,23126000.0,16295000.0,119320000.0,-5478000.0,-10227000.0
Net Investment Purchase And Sale,-279498000.0,-920738000.0,-140105000.0,-996012000.0,-14149000.0
Sale Of Investment,1528010000.0,1621986000.0,2072294000.0,1983859000.0,1998055000.0
Purchase Of Investment,-1807508000.0,-2542724000.0,-2212399000.0,-2979871000.0,-2012204000.0
Net Investment Properties Purchase And Sale,-1165000.0,-14785000.0,181000.0,-22210000.0,-13906000.0
Purchase Of Investment Properties,,,,-22210000.0,
Net Business Purchase And Sale,,,0.0,0.0,
Sale Of Business,,,0.0,0.0,
Net PPE Purchase And Sale,-20593000.0,-16201000.0,-13953000.0,-13202000.0,-24133000.0
Purchase Of PPE,-20593000.0,-16201000.0,-13953000.0,-13202000.0,-24133000.0
Operating Cash Flow,703807000.0,743817000.0,810033000.0,1240770000.0,881330000.0
Cash Flow From Continuing Operating Activities,703807000.0,743817000.0,810033000.0,1240770000.0,881330000.0
Change In Working Capital,360244000.0,367209000.0,380440000.0,870580000.0,526809000.0
Change In Other Working Capital,-5143000.0,-162908000.0,27832000.0,180109000.0,-21876000.0
Change In Receivables,-318483000.0,-43844000.0,127396000.0,20813000.0,-264507000.0
Changes In Account Receivables,-318483000.0,-43844000.0,127396000.0,20813000.0,-264507000.0
Other Non Cash Items,-580000.0,-222000.0,-758000.0,-320000.0,-24000.0
Stock Based Compensation,15064000.0,12423000.0,14062000.0,13463000.0,13877000.0
Unrealized Gain Loss On Investment Securities,-63630000.0,-19947000.0,-163241000.0,1537000.0,66717000.0
Depreciation And Amortization,-13969000.0,-9786000.0,-13645000.0,-11931000.0,-64278000.0
Operating Gains Losses,5389000.0,-23431000.0,17074000.0,1807000.0,-33680000.0
Gain Loss On Investment Securities,5389000.0,-23431000.0,17074000.0,1807000.0,-33680000.0
Net Income From Continuing Operations,401289000.0,417571000.0,576101000.0,365634000.0,371909000.0
