,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Ordinary Shares Number,116331000.0,119409000.0,120646000.0,122091000.0,123368000.0,
Share Issued,116331000.0,119409000.0,120646000.0,122091000.0,123368000.0,
Net Debt,2222705000.0,2031006000.0,1987322000.0,1956966000.0,2625894000.0,
Total Debt,3374859000.0,3325365000.0,3325805000.0,3315143000.0,3997148000.0,
Tangible Book Value,-1573189000.0,-1445726000.0,-1437666000.0,-1400170000.0,-1452144000.0,
Invested Capital,10770722000.0,10805756000.0,10817592000.0,11108445000.0,11744328000.0,
Working Capital,1564369000.0,1669751000.0,1696508000.0,1760466000.0,1768676000.0,
Net Tangible Assets,-1573189000.0,-1445726000.0,-1437666000.0,-1400170000.0,-1452144000.0,
Capital Lease Obligations,160305000.0,156739000.0,175087000.0,128399000.0,123134000.0,
Common Stock Equity,7556168000.0,7637130000.0,7666874000.0,7921701000.0,7870314000.0,
Total Capitalization,10770492000.0,10805514000.0,10817350000.0,11107400000.0,11032914000.0,
Total Equity Gross Minority Interest,7556168000.0,7637130000.0,7666874000.0,7921701000.0,7870314000.0,
Stockholders Equity,7556168000.0,7637130000.0,7666874000.0,7921701000.0,7870314000.0,
Gains Losses Not Affecting Retained Earnings,-157477000.0,-316451000.0,-396105000.0,-231915000.0,-341934000.0,
Other Equity Adjustments,-157477000.0,-316451000.0,-396105000.0,-231915000.0,-341934000.0,
Retained Earnings,5925098000.0,5879217000.0,5845223000.0,5759120000.0,5673297000.0,
Additional Paid In Capital,1672216000.0,1954955000.0,2097110000.0,2272405000.0,2415583000.0,
Capital Stock,116331000.0,119409000.0,120646000.0,122091000.0,123368000.0,
Common Stock,116331000.0,119409000.0,120646000.0,122091000.0,123368000.0,
Preferred Stock,0.0,0.0,0.0,0.0,0.0,
Total Liabilities Net Minority Interest,4806621000.0,4723594000.0,4725604000.0,4848036000.0,5554535000.0,
Total Non Current Liabilities Net Minority Interest,4134807000.0,4075407000.0,4072504000.0,4160096000.0,4164522000.0,
Other Non Current Liabilities,760178000.0,750284000.0,770523000.0,845998000.0,878788000.0,
Long Term Debt And Capital Lease Obligation,3374629000.0,3325123000.0,3301981000.0,3314098000.0,3285734000.0,
Long Term Capital Lease Obligation,160305000.0,156739000.0,151505000.0,128399000.0,123134000.0,
Long Term Debt,3214324000.0,3168384000.0,3150476000.0,3185699000.0,3162600000.0,
Current Liabilities,671814000.0,648187000.0,653100000.0,687940000.0,1390013000.0,
Current Deferred Liabilities,,,140212000.0,,,
Current Deferred Revenue,,,140212000.0,,,
Current Debt And Capital Lease Obligation,230000.0,242000.0,23824000.0,1045000.0,711414000.0,
Current Capital Lease Obligation,,,23582000.0,,,
Current Debt,230000.0,242000.0,242000.0,1045000.0,711414000.0,
Other Current Borrowings,230000.0,242000.0,242000.0,1045000.0,711414000.0,
Pensionand Other Post Retirement Benefit Plans Current,,,44183000.0,,,
Payables And Accrued Expenses,671584000.0,647945000.0,444881000.0,686895000.0,678599000.0,
Current Accrued Expenses,493433000.0,469859000.0,203015000.0,510488000.0,503728000.0,
Payables,178151000.0,178086000.0,241866000.0,176407000.0,174871000.0,
Total Tax Payable,,,74403000.0,,,
Income Tax Payable,,,74403000.0,,,
Accounts Payable,178151000.0,178086000.0,167463000.0,176407000.0,174871000.0,
Total Assets,12362789000.0,12360724000.0,12392478000.0,12769737000.0,13424849000.0,
Total Non Current Assets,10126606000.0,10042786000.0,10042870000.0,10321331000.0,10266160000.0,
Other Non Current Assets,321055000.0,299552000.0,288397000.0,332223000.0,296794000.0,
Goodwill And Other Intangible Assets,9129357000.0,9082856000.0,9104540000.0,9321871000.0,9322458000.0,
Other Intangible Assets,2514368000.0,2571368000.0,2640921000.0,2763211000.0,2825487000.0,
Goodwill,6614989000.0,6511488000.0,6463619000.0,6558660000.0,6496971000.0,
Net PPE,676194000.0,660378000.0,649933000.0,667237000.0,646908000.0,
Accumulated Depreciation,,,-499667000.0,,,
Gross PPE,676194000.0,660378000.0,1149600000.0,667237000.0,646908000.0,
Other Properties,676194000.0,660378000.0,167716000.0,667237000.0,646908000.0,
Machinery Furniture Equipment,,,587807000.0,,,
Buildings And Improvements,,,364556000.0,,,
Land And Improvements,,,29521000.0,,,
Properties,,,0.0,,,
Current Assets,2236183000.0,2317938000.0,2349608000.0,2448406000.0,3158689000.0,
Other Current Assets,194729000.0,181592000.0,186225000.0,211917000.0,205631000.0,
Inventory,388467000.0,381308000.0,367587000.0,404570000.0,401432000.0,
Finished Goods,138065000.0,131773000.0,127894000.0,139983000.0,132447000.0,
Work In Process,69086000.0,68000000.0,65191000.0,70988000.0,71366000.0,
Raw Materials,181316000.0,181535000.0,174502000.0,193599000.0,197619000.0,
Receivables,661138000.0,617418000.0,632400000.0,602141000.0,597436000.0,
Accounts Receivable,661138000.0,617418000.0,632400000.0,602141000.0,597436000.0,
Cash Cash Equivalents And Short Term Investments,991849000.0,1137620000.0,1163396000.0,1229778000.0,1954190000.0,
Other Short Term Investments,,,0.0,0.0,706070000.0,697327000.0
Cash And Cash Equivalents,991849000.0,1137620000.0,1163396000.0,1229778000.0,1248120000.0,
