,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Ordinary Shares Number,679879000.0,683026000.0,685595000.0,689170000.0,693617000.0,
Share Issued,679879000.0,683026000.0,685595000.0,689170000.0,693617000.0,
Net Debt,1564000000.0,2075000000.0,,3294000000.0,2884000000.0,3133000000.0
Total Debt,3629000000.0,4083000000.0,2703000000.0,5716000000.0,4724000000.0,
Tangible Book Value,6808000000.0,5235000000.0,4505000000.0,5024000000.0,5451000000.0,
Invested Capital,29538000000.0,28368000000.0,26492000000.0,30452000000.0,29902000000.0,
Working Capital,6488000000.0,5106000000.0,4711000000.0,5225000000.0,6406000000.0,
Net Tangible Assets,6808000000.0,5235000000.0,4505000000.0,5024000000.0,5451000000.0,
Capital Lease Obligations,0.0,0.0,0.0,1000000.0,1000000.0,
Common Stock Equity,25909000000.0,24285000000.0,23789000000.0,24737000000.0,25179000000.0,
Total Capitalization,27596000000.0,26077000000.0,25742000000.0,26712000000.0,27650000000.0,
Total Equity Gross Minority Interest,26151000000.0,24527000000.0,24030000000.0,24979000000.0,25421000000.0,
Minority Interest,242000000.0,242000000.0,241000000.0,242000000.0,242000000.0,
Stockholders Equity,25909000000.0,24285000000.0,23789000000.0,24737000000.0,25179000000.0,
Gains Losses Not Affecting Retained Earnings,-2644000000.0,-3271000000.0,-3469000000.0,-2886000000.0,-3324000000.0,
Other Equity Adjustments,-2644000000.0,-3271000000.0,-3469000000.0,-2886000000.0,-3324000000.0,
Retained Earnings,1532000000.0,587000000.0,55000000.0,98000000.0,992000000.0,
Additional Paid In Capital,27014000000.0,26962000000.0,27196000000.0,27518000000.0,27504000000.0,
Capital Stock,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,
Common Stock,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,
Total Liabilities Net Minority Interest,15608000000.0,17596000000.0,16795000000.0,16929000000.0,16043000000.0,
Total Non Current Liabilities Net Minority Interest,6092000000.0,6115000000.0,6409000000.0,6505000000.0,7090000000.0,
Other Non Current Liabilities,1918000000.0,1715000000.0,1707000000.0,1561000000.0,1560000000.0,
Employee Benefits,2229000000.0,2239000000.0,2271000000.0,2473000000.0,2452000000.0,
Non Current Pension And Other Postretirement Benefit Plans,2229000000.0,2239000000.0,2271000000.0,2473000000.0,2452000000.0,
Non Current Deferred Liabilities,258000000.0,369000000.0,478000000.0,496000000.0,607000000.0,
Non Current Deferred Taxes Liabilities,258000000.0,369000000.0,478000000.0,496000000.0,607000000.0,
Long Term Debt And Capital Lease Obligation,1687000000.0,1792000000.0,1953000000.0,1975000000.0,2471000000.0,
Long Term Capital Lease Obligation,,0.0,0.0,,0.0,1000000.0
Long Term Debt,1687000000.0,1792000000.0,1953000000.0,1975000000.0,2471000000.0,
Current Liabilities,9516000000.0,11481000000.0,10386000000.0,10424000000.0,8953000000.0,
Current Deferred Liabilities,358000000.0,2631000000.0,3287000000.0,429000000.0,413000000.0,
Current Deferred Revenue,358000000.0,2631000000.0,3287000000.0,429000000.0,413000000.0,
Current Debt And Capital Lease Obligation,1942000000.0,2291000000.0,750000000.0,3741000000.0,2253000000.0,
Current Capital Lease Obligation,0.0,0.0,0.0,1000000.0,1000000.0,
Current Debt,1942000000.0,2291000000.0,750000000.0,3740000000.0,2252000000.0,
Other Current Borrowings,1482000000.0,934000000.0,750000000.0,771000000.0,175000000.0,
Line Of Credit,0.0,0.0,,0.0,0.0,0.0
Commercial Paper,460000000.0,1357000000.0,,2969000000.0,2077000000.0,1981000000.0
Payables And Accrued Expenses,7216000000.0,6559000000.0,6349000000.0,6254000000.0,6287000000.0,
Current Accrued Expenses,2903000000.0,2332000000.0,2103000000.0,2188000000.0,2499000000.0,
Payables,4313000000.0,4227000000.0,4246000000.0,4066000000.0,3788000000.0,
Total Tax Payable,485000000.0,322000000.0,207000000.0,313000000.0,488000000.0,
Income Tax Payable,485000000.0,322000000.0,207000000.0,313000000.0,488000000.0,
Accounts Payable,3828000000.0,3905000000.0,4039000000.0,3753000000.0,3300000000.0,
Total Assets,41759000000.0,42123000000.0,40825000000.0,41908000000.0,41464000000.0,
Total Non Current Assets,25755000000.0,25536000000.0,25728000000.0,26259000000.0,26105000000.0,
Other Non Current Assets,1918000000.0,1832000000.0,1810000000.0,1644000000.0,1571000000.0,
Non Current Deferred Assets,449000000.0,413000000.0,401000000.0,564000000.0,538000000.0,
Non Current Deferred Taxes Assets,449000000.0,413000000.0,401000000.0,564000000.0,538000000.0,
Investments And Advances,134000000.0,136000000.0,134000000.0,128000000.0,113000000.0,
Long Term Equity Investment,134000000.0,136000000.0,134000000.0,128000000.0,113000000.0,
Goodwill And Other Intangible Assets,19101000000.0,19050000000.0,19284000000.0,19713000000.0,19728000000.0,
Other Intangible Assets,8583000000.0,8718000000.0,8876000000.0,9084000000.0,9238000000.0,
Goodwill,10518000000.0,10332000000.0,10408000000.0,10629000000.0,10490000000.0,
Net PPE,4153000000.0,4105000000.0,4099000000.0,4210000000.0,4155000000.0,
Accumulated Depreciation,-5302000000.0,-5139000000.0,-4975000000.0,-5025000000.0,-4933000000.0,
Gross PPE,9455000000.0,9244000000.0,9074000000.0,9235000000.0,9088000000.0,
Construction In Progress,,,462000000.0,,,
Machinery Furniture Equipment,,,6472000000.0,,,
Buildings And Improvements,,,1715000000.0,,,
Land And Improvements,,,425000000.0,,,
Properties,,,0.0,,,
Current Assets,16004000000.0,16587000000.0,15097000000.0,15649000000.0,15359000000.0,
Other Current Assets,873000000.0,1152000000.0,820000000.0,831000000.0,892000000.0,
Inventory,4316000000.0,5132000000.0,5432000000.0,5674000000.0,4893000000.0,
Finished Goods,1934000000.0,2827000000.0,2649000000.0,2399000000.0,2190000000.0,
Work In Process,1961000000.0,1881000000.0,2297000000.0,2785000000.0,2110000000.0,
Raw Materials,421000000.0,424000000.0,486000000.0,490000000.0,593000000.0,
Receivables,8674000000.0,8294000000.0,5676000000.0,6651000000.0,7615000000.0,
Other Receivables,1209000000.0,1043000000.0,1061000000.0,1005000000.0,1075000000.0,
Duefrom Related Parties Current,107000000.0,,,145000000.0,152000000.0,125000000.0
Accounts Receivable,7358000000.0,7251000000.0,4615000000.0,5501000000.0,6388000000.0,
Allowance For Doubtful Accounts Receivable,-218000000.0,-190000000.0,-179000000.0,-188000000.0,-188000000.0,
Gross Accounts Receivable,7576000000.0,7441000000.0,4794000000.0,5689000000.0,6576000000.0,
Cash Cash Equivalents And Short Term Investments,2141000000.0,2009000000.0,3169000000.0,2493000000.0,1959000000.0,
Other Short Term Investments,76000000.0,1000000.0,63000000.0,72000000.0,120000000.0,
Cash And Cash Equivalents,2065000000.0,2008000000.0,3106000000.0,2421000000.0,1839000000.0,
