,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Free Cash Flow,829000000.0,-2203000000.0,5098000000.0,-1130000000.0,337000000.0,
Repurchase Of Capital Stock,-250000000.0,-270000000.0,,,-252000000.0,-252000000.0
Repayment Of Debt,-321000000.0,-14000000.0,-1356000000.0,-586000000.0,-753000000.0,
Issuance Of Debt,577000000.0,637000000.0,25000000.0,488000000.0,884000000.0,
Capital Expenditure,-118000000.0,-94000000.0,-181000000.0,-154000000.0,-114000000.0,
End Cash Position,2317000000.0,2295000000.0,3422000000.0,2756000000.0,2141000000.0,
Beginning Cash Position,2295000000.0,3422000000.0,2756000000.0,2141000000.0,2014000000.0,
Effect Of Exchange Rate Changes,47000000.0,21000000.0,-48000000.0,27000000.0,-41000000.0,
Changes In Cash,-25000000.0,-1148000000.0,714000000.0,588000000.0,168000000.0,
Financing Cash Flow,-808000000.0,995000000.0,-4442000000.0,1725000000.0,-248000000.0,
Cash Flow From Continuing Financing Activities,-808000000.0,995000000.0,-4442000000.0,1725000000.0,-248000000.0,
Net Other Financing Charges,-16000000.0,-22000000.0,-12000000.0,7000000.0,-8000000.0,
Proceeds From Stock Option Exercised,35000000.0,35000000.0,30000000.0,2000000.0,20000000.0,
Cash Dividends Paid,-116000000.0,-116000000.0,,,-111000000.0,-112000000.0
Common Stock Dividend Paid,,-116000000.0,,,,-112000000.0
Net Common Stock Issuance,-250000000.0,-270000000.0,,,-252000000.0,-252000000.0
Common Stock Payments,-250000000.0,-270000000.0,,,-252000000.0,-252000000.0
Net Issuance Payments Of Debt,-461000000.0,1368000000.0,-2993000000.0,989000000.0,103000000.0,
Net Short Term Debt Issuance,-717000000.0,745000000.0,-1662000000.0,1087000000.0,-28000000.0,
Net Long Term Debt Issuance,256000000.0,623000000.0,-1331000000.0,-98000000.0,131000000.0,
Long Term Debt Payments,-321000000.0,-14000000.0,-1356000000.0,-586000000.0,-753000000.0,
Long Term Debt Issuance,577000000.0,637000000.0,25000000.0,488000000.0,884000000.0,
Investing Cash Flow,-164000000.0,-34000000.0,-123000000.0,-161000000.0,-35000000.0,
Cash Flow From Continuing Investing Activities,-164000000.0,-34000000.0,-123000000.0,-161000000.0,-35000000.0,
Net Other Investing Changes,-7000000.0,-10000000.0,-1000000.0,-31000000.0,-5000000.0,
Net Investment Purchase And Sale,-56000000.0,62000000.0,56000000.0,49000000.0,69000000.0,
Sale Of Investment,0.0,62000000.0,63000000.0,50000000.0,73000000.0,
Purchase Of Investment,-56000000.0,0.0,-7000000.0,-1000000.0,-4000000.0,
Net Business Purchase And Sale,,,0.0,-7000000.0,0.0,0.0
Purchase Of Business,,,0.0,-7000000.0,0.0,0.0
Net PPE Purchase And Sale,17000000.0,8000000.0,3000000.0,-18000000.0,15000000.0,
Sale Of PPE,17000000.0,8000000.0,3000000.0,-18000000.0,15000000.0,
Capital Expenditure Reported,-118000000.0,-94000000.0,-181000000.0,-154000000.0,-114000000.0,
Operating Cash Flow,947000000.0,-2109000000.0,5279000000.0,-976000000.0,451000000.0,
Cash From Discontinued Operating Activities,-15000000.0,-8000000.0,6000000.0,2000000.0,-156000000.0,
Cash Flow From Continuing Operating Activities,962000000.0,-2101000000.0,5273000000.0,-978000000.0,607000000.0,
Change In Working Capital,-873000000.0,-2994000000.0,4887000000.0,-850000000.0,-793000000.0,
Change In Other Working Capital,-1599000000.0,-678000000.0,3689000000.0,-1499000000.0,-1779000000.0,
Change In Payables And Accrued Expense,-166000000.0,-190000000.0,403000000.0,395000000.0,-298000000.0,
Change In Payable,-166000000.0,-190000000.0,403000000.0,395000000.0,-298000000.0,
Change In Account Payable,-166000000.0,-190000000.0,403000000.0,395000000.0,-298000000.0,
Change In Inventory,931000000.0,379000000.0,50000000.0,-723000000.0,1165000000.0,
Change In Receivables,-39000000.0,-2505000000.0,745000000.0,977000000.0,119000000.0,
Other Non Cash Items,243000000.0,46000000.0,67000000.0,136000000.0,154000000.0,
Deferred Tax,-87000000.0,-122000000.0,57000000.0,-119000000.0,-151000000.0,
Deferred Income Tax,-87000000.0,-122000000.0,57000000.0,-119000000.0,-151000000.0,
Depreciation Amortization Depletion,301000000.0,296000000.0,302000000.0,306000000.0,312000000.0,
Depreciation And Amortization,301000000.0,296000000.0,302000000.0,306000000.0,312000000.0,
Operating Gains Losses,-4000000.0,6000000.0,39000000.0,39000000.0,29000000.0,
Pension And Employee Benefit Expense,9000000.0,10000000.0,39000000.0,39000000.0,41000000.0,
Gain Loss On Sale Of PPE,-13000000.0,-4000000.0,0.0,0.0,-12000000.0,
Net Income From Continuing Operations,1382000000.0,667000000.0,-79000000.0,-490000000.0,1056000000.0,
