,2025-05-31,2025-02-28,2024-11-30,2024-08-31,2024-05-31,2024-02-29
Free Cash Flow,336000000.0,-418000000.0,-424000000.0,1086000000.0,327000000.0,
Repurchase Of Capital Stock,0.0,0.0,-36000000.0,0.0,0.0,
Repayment Of Debt,-11151000000.0,-11367000000.0,-4679000000.0,-7346000000.0,-8180000000.0,
Issuance Of Debt,10413000000.0,11339000000.0,3229000000.0,8291000000.0,8073000000.0,
Capital Expenditure,-248000000.0,-219000000.0,-284000000.0,-246000000.0,-277000000.0,
End Cash Position,939000000.0,1241000000.0,1309000000.0,3218000000.0,740000000.0,
Beginning Cash Position,1241000000.0,1309000000.0,3218000000.0,740000000.0,715000000.0,
Effect Of Exchange Rate Changes,9000000.0,0.0,-8000000.0,1000000.0,1000000.0,
Changes In Cash,-311000000.0,-68000000.0,-1901000000.0,2477000000.0,24000000.0,
Financing Cash Flow,-812000000.0,-288000000.0,-1685000000.0,374000000.0,-785000000.0,
Cash Flow From Continuing Financing Activities,-813000000.0,-287000000.0,-1686000000.0,375000000.0,-786000000.0,
Net Other Financing Charges,-74000000.0,-32000000.0,5000000.0,-354000000.0,-35000000.0,
Cash Dividends Paid,0.0,-216000000.0,-216000000.0,-216000000.0,-216000000.0,
Common Stock Dividend Paid,0.0,,,,-216000000.0,-413000000.0
Net Common Stock Issuance,0.0,0.0,-36000000.0,0.0,0.0,
Common Stock Payments,0.0,0.0,-36000000.0,0.0,0.0,
Net Issuance Payments Of Debt,-738000000.0,-40000000.0,-1438000000.0,944000000.0,-534000000.0,
Net Short Term Debt Issuance,0.0,-12000000.0,12000000.0,-1000000.0,-427000000.0,
Net Long Term Debt Issuance,-738000000.0,-28000000.0,-1450000000.0,945000000.0,-107000000.0,
Long Term Debt Payments,-11151000000.0,-11367000000.0,-4679000000.0,-7346000000.0,-8180000000.0,
Long Term Debt Issuance,10413000000.0,11339000000.0,3229000000.0,8291000000.0,8073000000.0,
Investing Cash Flow,-82000000.0,418000000.0,-76000000.0,772000000.0,204000000.0,
Cash Flow From Continuing Investing Activities,-82000000.0,417000000.0,-76000000.0,773000000.0,203000000.0,
Net Other Investing Changes,177000000.0,643000000.0,226000000.0,1089000000.0,413000000.0,
Net Business Purchase And Sale,-11000000.0,-7000000.0,-18000000.0,-196000000.0,22000000.0,
Purchase Of Business,,,,-196000000.0,22000000.0,
Net PPE Purchase And Sale,-248000000.0,-218000000.0,-284000000.0,-121000000.0,-231000000.0,
Sale Of PPE,0.0,1000000.0,0.0,125000000.0,46000000.0,
Purchase Of PPE,-248000000.0,-219000000.0,-284000000.0,-246000000.0,-277000000.0,
Operating Cash Flow,584000000.0,-199000000.0,-140000000.0,1332000000.0,604000000.0,
Cash Flow From Continuing Operating Activities,587000000.0,-200000000.0,-141000000.0,1331000000.0,605000000.0,
Change In Working Capital,56000000.0,-678000000.0,-648000000.0,1102000000.0,-68000000.0,
Change In Other Working Capital,-50000000.0,-563000000.0,54000000.0,-232000000.0,-166000000.0,
Change In Other Current Assets,9000000.0,10000000.0,36000000.0,24000000.0,5000000.0,
Change In Payables And Accrued Expense,-43000000.0,-1622000000.0,580000000.0,898000000.0,-129000000.0,
Change In Accrued Expense,-194000000.0,-432000000.0,17000000.0,-65000000.0,-433000000.0,
Change In Payable,151000000.0,-1190000000.0,563000000.0,963000000.0,304000000.0,
Change In Account Payable,151000000.0,-1190000000.0,563000000.0,963000000.0,304000000.0,
Change In Inventory,663000000.0,1271000000.0,-904000000.0,284000000.0,-36000000.0,
Change In Receivables,-523000000.0,226000000.0,-414000000.0,128000000.0,258000000.0,
Changes In Account Receivables,-523000000.0,226000000.0,-414000000.0,128000000.0,258000000.0,
Other Non Cash Items,-47000000.0,-91000000.0,14000000.0,-90000000.0,-31000000.0,
Stock Based Compensation,41000000.0,21000000.0,38000000.0,39000000.0,44000000.0,
Asset Impairment Charge,116000000.0,5379000000.0,281000000.0,1116000000.0,29000000.0,
Deferred Tax,75000000.0,-31000000.0,-23000000.0,2159000000.0,89000000.0,
Deferred Income Tax,75000000.0,-31000000.0,-23000000.0,2159000000.0,89000000.0,
Depreciation Amortization Depletion,573000000.0,611000000.0,625000000.0,622000000.0,607000000.0,
Depreciation And Amortization,573000000.0,611000000.0,625000000.0,622000000.0,607000000.0,
Amortization Cash Flow,213000000.0,254000000.0,255000000.0,,239000000.0,238000000.0
Amortization Of Intangibles,213000000.0,254000000.0,255000000.0,,239000000.0,238000000.0
Depreciation,359000000.0,357000000.0,370000000.0,,369000000.0,375000000.0
Operating Gains Losses,-34000000.0,-1375000000.0,178000000.0,-538000000.0,-296000000.0,
Earnings Losses From Equity Investments,-45000000.0,-39000000.0,10000000.0,-51000000.0,-42000000.0,
Gain Loss On Investment Securities,11000000.0,-977000000.0,200000000.0,213000000.0,-155000000.0,
Gain Loss On Sale Of PPE,0.0,0.0,0.0,-27000000.0,-10000000.0,
Gain Loss On Sale Of Business,0.0,-359000000.0,-32000000.0,-673000000.0,-89000000.0,
Net Income From Continuing Operations,-196000000.0,-4035000000.0,-605000000.0,-3078000000.0,230000000.0,
