,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Ordinary Shares Number,389300000.0,391300000.0,392900000.0,395200000.0,398100000.0,
Share Issued,389300000.0,391300000.0,392900000.0,395200000.0,398100000.0,
Net Debt,10598000000.0,8303000000.0,8597000000.0,8922000000.0,9297000000.0,
Total Debt,11583000000.0,10749000000.0,9821000000.0,10076000000.0,10493000000.0,
Tangible Book Value,-2411000000.0,-931000000.0,-882000000.0,-736000000.0,-513000000.0,
Invested Capital,29602000000.0,28586000000.0,27640000000.0,28512000000.0,29056000000.0,
Working Capital,2303000000.0,2912000000.0,3944000000.0,4211000000.0,4532000000.0,
Net Tangible Assets,-2411000000.0,-931000000.0,-882000000.0,-736000000.0,-513000000.0,
Capital Lease Obligations,587000000.0,669000000.0,669000000.0,681000000.0,656000000.0,
Common Stock Equity,18606000000.0,18506000000.0,18488000000.0,19117000000.0,19219000000.0,
Total Capitalization,27357000000.0,26115000000.0,26966000000.0,27795000000.0,27774000000.0,
Total Equity Gross Minority Interest,18647000000.0,18547000000.0,18531000000.0,19162000000.0,19254000000.0,
Minority Interest,41000000.0,41000000.0,43000000.0,45000000.0,35000000.0,
Stockholders Equity,18606000000.0,18506000000.0,18488000000.0,19117000000.0,19219000000.0,
Other Equity Interest,,,-1000000.0,,,-1000000.0
Gains Losses Not Affecting Retained Earnings,-4095000000.0,-4250000000.0,-4342000000.0,-3947000000.0,-4069000000.0,
Other Equity Adjustments,-4095000000.0,-4250000000.0,-4342000000.0,-3947000000.0,-4069000000.0,
Retained Earnings,9917000000.0,10041000000.0,10096000000.0,10366000000.0,10622000000.0,
Additional Paid In Capital,12780000000.0,12711000000.0,12731000000.0,12694000000.0,12662000000.0,
Capital Stock,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,
Common Stock,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,
Total Liabilities Net Minority Interest,21860000000.0,20659000000.0,19850000000.0,20074000000.0,20127000000.0,
Total Non Current Liabilities Net Minority Interest,12266000000.0,11137000000.0,11993000000.0,12133000000.0,12007000000.0,
Other Non Current Liabilities,1729000000.0,1697000000.0,1666000000.0,1504000000.0,1483000000.0,
Employee Benefits,919000000.0,895000000.0,905000000.0,883000000.0,884000000.0,
Non Current Pension And Other Postretirement Benefit Plans,919000000.0,895000000.0,905000000.0,883000000.0,884000000.0,
Non Current Deferred Liabilities,280000000.0,267000000.0,275000000.0,387000000.0,429000000.0,
Non Current Deferred Taxes Liabilities,280000000.0,267000000.0,275000000.0,387000000.0,429000000.0,
Long Term Debt And Capital Lease Obligation,9338000000.0,8278000000.0,9147000000.0,9359000000.0,9211000000.0,
Long Term Capital Lease Obligation,587000000.0,669000000.0,669000000.0,681000000.0,656000000.0,
Long Term Debt,8751000000.0,7609000000.0,8478000000.0,8678000000.0,8555000000.0,
Current Liabilities,9594000000.0,9522000000.0,7857000000.0,7941000000.0,8120000000.0,
Other Current Liabilities,3058000000.0,2908000000.0,2835000000.0,2928000000.0,2812000000.0,
Current Debt And Capital Lease Obligation,2245000000.0,2471000000.0,674000000.0,717000000.0,1282000000.0,
Current Debt,2245000000.0,2471000000.0,674000000.0,717000000.0,1282000000.0,
Pensionand Other Post Retirement Benefit Plans Current,529000000.0,489000000.0,670000000.0,687000000.0,529000000.0,
Payables And Accrued Expenses,3762000000.0,3654000000.0,3678000000.0,3609000000.0,3497000000.0,
Payables,3762000000.0,3654000000.0,3678000000.0,3609000000.0,3497000000.0,
Accounts Payable,3762000000.0,3654000000.0,3678000000.0,3609000000.0,3497000000.0,
Total Assets,40507000000.0,39206000000.0,38381000000.0,39236000000.0,39381000000.0,
Total Non Current Assets,28609000000.0,26771000000.0,26580000000.0,27084000000.0,26730000000.0,
Other Non Current Assets,2230000000.0,2148000000.0,2066000000.0,2154000000.0,2110000000.0,
Non Current Deferred Assets,621000000.0,609000000.0,609000000.0,549000000.0,499000000.0,
Non Current Deferred Taxes Assets,621000000.0,609000000.0,609000000.0,549000000.0,499000000.0,
Goodwill And Other Intangible Assets,21017000000.0,19437000000.0,19370000000.0,19853000000.0,19732000000.0,
Other Intangible Assets,5227000000.0,4586000000.0,4657000000.0,4809000000.0,4883000000.0,
Goodwill,15790000000.0,14851000000.0,14713000000.0,15044000000.0,14849000000.0,
Net PPE,4741000000.0,4577000000.0,4535000000.0,4528000000.0,4389000000.0,
Accumulated Depreciation,-5595000000.0,-5394000000.0,-5333000000.0,-5395000000.0,-5248000000.0,
Gross PPE,10336000000.0,9971000000.0,9868000000.0,9923000000.0,9637000000.0,
Other Properties,709000000.0,813000000.0,806000000.0,817000000.0,785000000.0,
Machinery Furniture Equipment,7328000000.0,6981000000.0,6823000000.0,6826000000.0,6660000000.0,
Properties,2299000000.0,2177000000.0,2239000000.0,2280000000.0,2192000000.0,
Current Assets,11897000000.0,12434000000.0,11801000000.0,12152000000.0,12652000000.0,
Other Current Assets,1246000000.0,1009000000.0,875000000.0,1094000000.0,1047000000.0,
Inventory,4581000000.0,4392000000.0,4227000000.0,4178000000.0,3963000000.0,
Other Inventories,1000000.0,-1000000.0,-1000000.0,,-1000000.0,1000000.0
Finished Goods,1656000000.0,1591000000.0,1576000000.0,1526000000.0,1412000000.0,
Work In Process,1214000000.0,1137000000.0,1038000000.0,1037000000.0,1017000000.0,
Raw Materials,1710000000.0,1665000000.0,1614000000.0,1615000000.0,1535000000.0,
Receivables,5486000000.0,5094000000.0,4619000000.0,4886000000.0,4861000000.0,
Accounts Receivable,5486000000.0,5094000000.0,4619000000.0,4886000000.0,4861000000.0,
Allowance For Doubtful Accounts Receivable,-56000000.0,-52000000.0,-55000000.0,-56000000.0,-44000000.0,
Gross Accounts Receivable,5542000000.0,5146000000.0,4674000000.0,4942000000.0,4905000000.0,
Cash Cash Equivalents And Short Term Investments,584000000.0,1939000000.0,2080000000.0,1994000000.0,2781000000.0,
Other Short Term Investments,186000000.0,162000000.0,1525000000.0,1521000000.0,2241000000.0,
Cash And Cash Equivalents,398000000.0,1777000000.0,555000000.0,473000000.0,540000000.0,
Cash Financial,398000000.0,1777000000.0,555000000.0,473000000.0,540000000.0,
