,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Free Cash Flow,307000000.0,-242000000.0,212000000.0,-192000000.0,163000000.0,
Repurchase Of Capital Stock,0.0,0.0,0.0,0.0,0.0,
Repayment Of Debt,-65000000.0,-97000000.0,-2687000000.0,-1618000000.0,-10000000.0,
Issuance Of Debt,203000000.0,295000000.0,2565000000.0,332000000.0,2757000000.0,
Capital Expenditure,-522000000.0,-477000000.0,-569000000.0,-512000000.0,-177000000.0,
End Cash Position,778000000.0,797000000.0,855000000.0,951000000.0,3325000000.0,
Beginning Cash Position,797000000.0,855000000.0,951000000.0,3325000000.0,811000000.0,
Effect Of Exchange Rate Changes,27000000.0,32000000.0,-96000000.0,4000000.0,-5000000.0,
Changes In Cash,-46000000.0,-90000000.0,0.0,-2378000000.0,2519000000.0,
Financing Cash Flow,-355000000.0,151000000.0,-262000000.0,-1513000000.0,2382000000.0,
Cash Flow From Continuing Financing Activities,-355000000.0,151000000.0,-262000000.0,-1513000000.0,2382000000.0,
Net Other Financing Charges,-4000000.0,-68000000.0,-17000000.0,-36000000.0,,
Cash Dividends Paid,-225000000.0,-225000000.0,-157000000.0,-158000000.0,-335000000.0,
Common Stock Dividend Paid,-225000000.0,-225000000.0,-157000000.0,-158000000.0,-335000000.0,
Net Common Stock Issuance,0.0,0.0,0.0,0.0,0.0,
Common Stock Payments,0.0,0.0,0.0,0.0,0.0,
Net Issuance Payments Of Debt,-126000000.0,444000000.0,-88000000.0,-1319000000.0,2747000000.0,
Net Short Term Debt Issuance,-264000000.0,246000000.0,34000000.0,-33000000.0,0.0,
Net Long Term Debt Issuance,138000000.0,198000000.0,-122000000.0,-1286000000.0,2747000000.0,
Long Term Debt Payments,-65000000.0,-97000000.0,-2687000000.0,-1618000000.0,-10000000.0,
Long Term Debt Issuance,203000000.0,295000000.0,2565000000.0,332000000.0,2757000000.0,
Investing Cash Flow,-520000000.0,-476000000.0,-519000000.0,-1185000000.0,-203000000.0,
Cash Flow From Continuing Investing Activities,-520000000.0,-476000000.0,-519000000.0,-1185000000.0,-203000000.0,
Net Other Investing Changes,3000000.0,5000000.0,8000000.0,,,1000000.0
Net Business Purchase And Sale,-1000000.0,-4000000.0,-4000000.0,-688000000.0,-28000000.0,
Purchase Of Business,-1000000.0,-4000000.0,-4000000.0,-688000000.0,-28000000.0,
Net PPE Purchase And Sale,,,46000000.0,12000000.0,,
Sale Of PPE,,,46000000.0,12000000.0,,
Capital Expenditure Reported,-522000000.0,-477000000.0,-569000000.0,-512000000.0,-177000000.0,
Operating Cash Flow,829000000.0,235000000.0,781000000.0,320000000.0,340000000.0,
Cash Flow From Continuing Operating Activities,829000000.0,235000000.0,781000000.0,320000000.0,340000000.0,
Change In Working Capital,166000000.0,-737000000.0,21000000.0,-105000000.0,38000000.0,
Change In Other Working Capital,79000000.0,-70000000.0,-39000000.0,-29000000.0,3000000.0,
Change In Other Current Assets,0.0,-47000000.0,0.0,74000000.0,-54000000.0,
Change In Payables And Accrued Expense,172000000.0,-216000000.0,-160000000.0,-104000000.0,157000000.0,
Change In Accrued Expense,90000000.0,-99000000.0,-113000000.0,110000000.0,67000000.0,
Change In Payable,82000000.0,-117000000.0,-47000000.0,-214000000.0,90000000.0,
Change In Account Payable,82000000.0,-117000000.0,-47000000.0,-214000000.0,90000000.0,
Change In Inventory,7000000.0,-62000000.0,-58000000.0,140000000.0,-28000000.0,
Change In Receivables,-92000000.0,-342000000.0,278000000.0,-186000000.0,-40000000.0,
Changes In Account Receivables,-92000000.0,-342000000.0,278000000.0,-186000000.0,-40000000.0,
Other Non Cash Items,-10000000.0,-4000000.0,9000000.0,3000000.0,-2000000.0,
Stock Based Compensation,36000000.0,43000000.0,52000000.0,123000000.0,16000000.0,
Deferred Tax,-98000000.0,-29000000.0,-38000000.0,-89000000.0,-8000000.0,
Deferred Income Tax,-98000000.0,-29000000.0,-38000000.0,-89000000.0,-8000000.0,
Depreciation Amortization Depletion,613000000.0,603000000.0,592000000.0,564000000.0,160000000.0,
Operating Gains Losses,-36000000.0,-23000000.0,-25000000.0,-26000000.0,4000000.0,
Pension And Employee Benefit Expense,-36000000.0,-23000000.0,-25000000.0,-26000000.0,4000000.0,
Net Income From Continuing Operations,-26000000.0,382000000.0,146000000.0,-150000000.0,132000000.0,
