,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Free Cash Flow,-2115000000.0,320000000.0,-896000000.0,526000000.0,-1635000000.0,
Repayment Of Debt,-1466000000.0,-24000000.0,-2395000000.0,-5838000000.0,-1379000000.0,
Issuance Of Debt,1753000000.0,1735000000.0,838000000.0,5531000000.0,3438000000.0,
Issuance Of Capital Stock,,450000000.0,,,,440000000.0
Capital Expenditure,-3065000000.0,-2635000000.0,-2828000000.0,-2605000000.0,-2298000000.0,
Interest Paid Supplemental Data,683000000.0,599000000.0,510000000.0,712000000.0,548000000.0,
Income Tax Paid Supplemental Data,,0.0,,,,0.0
End Cash Position,494000000.0,1860000000.0,940000000.0,895000000.0,1315000000.0,
Other Cash Adjustment Outside Changein Cash,162000000.0,-383000000.0,62000000.0,-98000000.0,120000000.0,
Beginning Cash Position,1860000000.0,977000000.0,895000000.0,1315000000.0,527000000.0,
Changes In Cash,-1764000000.0,1266000000.0,-17000000.0,-322000000.0,472000000.0,
Financing Cash Flow,290000000.0,1575000000.0,1207000000.0,-459000000.0,2104000000.0,
Cash Flow From Continuing Financing Activities,290000000.0,1575000000.0,1207000000.0,-459000000.0,2104000000.0,
Net Other Financing Charges,33000000.0,-8000000.0,79000000.0,-131000000.0,75000000.0,
Cash Dividends Paid,420000000.0,-578000000.0,-22000000.0,-21000000.0,410000000.0,
Preferred Stock Dividend Paid,-45000000.0,-3000000.0,,,3000000.0,-3000000.0
Common Stock Dividend Paid,465000000.0,-575000000.0,-22000000.0,-21000000.0,407000000.0,
Net Common Stock Issuance,,450000000.0,,,,440000000.0
Common Stock Issuance,,450000000.0,,,,440000000.0
Net Issuance Payments Of Debt,287000000.0,1711000000.0,-1557000000.0,-307000000.0,2059000000.0,
Net Short Term Debt Issuance,,0.0,1499000000.0,,,-1154000000.0
Short Term Debt Payments,,0.0,8042000000.0,,,-3612000000.0
Short Term Debt Issuance,,0.0,-6543000000.0,,,2458000000.0
Net Long Term Debt Issuance,287000000.0,1711000000.0,-3056000000.0,193000000.0,905000000.0,
Long Term Debt Payments,-1466000000.0,-24000000.0,-10437000000.0,2204000000.0,-4991000000.0,
Long Term Debt Issuance,1753000000.0,1735000000.0,7381000000.0,-2011000000.0,5896000000.0,
Investing Cash Flow,-3004000000.0,-3264000000.0,-3156000000.0,-2994000000.0,-2295000000.0,
Cash Flow From Continuing Investing Activities,-3004000000.0,-3264000000.0,-3156000000.0,-2994000000.0,-2295000000.0,
Net Other Investing Changes,5000000.0,5000000.0,20000000.0,5000000.0,6000000.0,
Net Investment Purchase And Sale,56000000.0,-634000000.0,-348000000.0,-394000000.0,-3000000.0,
Sale Of Investment,751000000.0,410000000.0,677000000.0,483000000.0,680000000.0,
Purchase Of Investment,-695000000.0,-1044000000.0,-1025000000.0,-877000000.0,-683000000.0,
Capital Expenditure Reported,-3065000000.0,-2635000000.0,-2828000000.0,-2605000000.0,-2298000000.0,
Operating Cash Flow,950000000.0,2955000000.0,1932000000.0,3131000000.0,663000000.0,
Cash Flow From Continuing Operating Activities,950000000.0,2955000000.0,1932000000.0,3131000000.0,663000000.0,
Change In Working Capital,-1097000000.0,877000000.0,354000000.0,706000000.0,-1147000000.0,
Change In Other Working Capital,-545000000.0,927000000.0,997000000.0,456000000.0,-270000000.0,
Change In Other Current Liabilities,37000000.0,-166000000.0,-77000000.0,54000000.0,-230000000.0,
Change In Payables And Accrued Expense,96000000.0,92000000.0,-511000000.0,122000000.0,-180000000.0,
Change In Payable,96000000.0,92000000.0,-511000000.0,122000000.0,-180000000.0,
Change In Account Payable,96000000.0,92000000.0,-511000000.0,122000000.0,-180000000.0,
Change In Inventory,3000000.0,31000000.0,14000000.0,-16000000.0,-2000000.0,
Change In Receivables,-688000000.0,-7000000.0,-69000000.0,90000000.0,-465000000.0,
Changes In Account Receivables,-560000000.0,-2000000.0,-109000000.0,8000000.0,-586000000.0,
Other Non Cash Items,53000000.0,6000000.0,-662000000.0,479000000.0,-11000000.0,
Asset Impairment Charge,141000000.0,100000000.0,97000000.0,109000000.0,65000000.0,
Deferred Tax,292000000.0,180000000.0,414000000.0,199000000.0,225000000.0,
Deferred Income Tax,292000000.0,180000000.0,414000000.0,199000000.0,225000000.0,
Depreciation Amortization Depletion,1073000000.0,1097000000.0,1055000000.0,1059000000.0,1053000000.0,
Depreciation And Amortization,1073000000.0,1097000000.0,1055000000.0,1059000000.0,1053000000.0,
Depreciation,1073000000.0,1097000000.0,1055000000.0,1059000000.0,1053000000.0,
Net Income From Continuing Operations,488000000.0,695000000.0,674000000.0,579000000.0,478000000.0,
