,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Free Cash Flow,-309000000.0,421000000.0,-611000000.0,-145000000.0,-355000000.0,
Repayment Of Debt,-2543000000.0,0.0,-250000000.0,-250000000.0,-1250000000.0,
Issuance Of Debt,1250000000.0,1900000000.0,1046000000.0,768000000.0,430000000.0,
Capital Expenditure,-787000000.0,-628000000.0,-978000000.0,-768000000.0,-837000000.0,
Interest Paid Supplemental Data,216000000.0,226000000.0,234000000.0,190000000.0,203000000.0,
Income Tax Paid Supplemental Data,,,41000000.0,10000000.0,,
End Cash Position,215000000.0,930000000.0,154000000.0,228000000.0,145000000.0,
Beginning Cash Position,930000000.0,154000000.0,228000000.0,145000000.0,1224000000.0,
Changes In Cash,-715000000.0,776000000.0,-74000000.0,83000000.0,-1079000000.0,
Financing Cash Flow,-423000000.0,345000000.0,502000000.0,211000000.0,-734000000.0,
Cash Flow From Continuing Financing Activities,-423000000.0,345000000.0,502000000.0,211000000.0,-734000000.0,
Net Other Financing Charges,-8000000.0,-48000000.0,5000000.0,-8000000.0,-40000000.0,
Cash Dividends Paid,-315000000.0,-314000000.0,-299000000.0,-299000000.0,-299000000.0,
Common Stock Dividend Paid,-315000000.0,-314000000.0,-299000000.0,-299000000.0,-299000000.0,
Net Issuance Payments Of Debt,-100000000.0,707000000.0,796000000.0,518000000.0,-395000000.0,
Net Short Term Debt Issuance,250000000.0,-1193000000.0,1046000000.0,-332000000.0,355000000.0,
Short Term Debt Payments,,,0.0,0.0,-75000000.0,-425000000.0
Short Term Debt Issuance,,,1046000000.0,-332000000.0,,
Net Long Term Debt Issuance,-350000000.0,1900000000.0,-250000000.0,850000000.0,-750000000.0,
Long Term Debt Payments,-1600000000.0,0.0,-250000000.0,-250000000.0,-750000000.0,
Long Term Debt Issuance,1250000000.0,1900000000.0,0.0,1100000000.0,0.0,
Investing Cash Flow,-770000000.0,-618000000.0,-943000000.0,-751000000.0,-827000000.0,
Cash Flow From Continuing Investing Activities,-770000000.0,-618000000.0,-943000000.0,-751000000.0,-827000000.0,
Net Other Investing Changes,17000000.0,10000000.0,35000000.0,17000000.0,10000000.0,
Net Business Purchase And Sale,,,0.0,0.0,,
Sale Of Business,,,0.0,0.0,,
Net PPE Purchase And Sale,-787000000.0,-628000000.0,-978000000.0,-768000000.0,-837000000.0,
Sale Of PPE,,,0.0,0.0,0.0,0.0
Purchase Of PPE,-787000000.0,-628000000.0,-978000000.0,-768000000.0,-837000000.0,
Operating Cash Flow,478000000.0,1049000000.0,367000000.0,623000000.0,482000000.0,
Cash Flow From Continuing Operating Activities,478000000.0,1049000000.0,367000000.0,623000000.0,482000000.0,
Change In Working Capital,-218000000.0,70000000.0,-237000000.0,-91000000.0,-31000000.0,
Change In Other Working Capital,154000000.0,-65000000.0,-127000000.0,-19000000.0,185000000.0,
Change In Other Current Liabilities,-15000000.0,26000000.0,0.0,-5000000.0,5000000.0,
Change In Payables And Accrued Expense,,31000000.0,,,,11000000.0
Change In Payable,,31000000.0,,,,11000000.0
Change In Tax Payable,,31000000.0,,,,11000000.0
Change In Income Tax Payable,,31000000.0,,,,11000000.0
Change In Prepaid Assets,,,,71000000.0,,
Change In Receivables,,78000000.0,-246000000.0,,,5000000.0
Other Non Cash Items,-64000000.0,-121000000.0,-223000000.0,-202000000.0,-164000000.0,
Deferred Tax,114000000.0,-38000000.0,-20000000.0,160000000.0,83000000.0,
Deferred Income Tax,114000000.0,-38000000.0,-20000000.0,160000000.0,83000000.0,
Depreciation Amortization Depletion,356000000.0,373000000.0,354000000.0,346000000.0,327000000.0,
Depreciation And Amortization,356000000.0,373000000.0,354000000.0,346000000.0,327000000.0,
Depreciation,356000000.0,373000000.0,354000000.0,346000000.0,327000000.0,
Operating Gains Losses,-295000000.0,176000000.0,207000000.0,,,167000000.0
Pension And Employee Benefit Expense,19000000.0,19000000.0,19000000.0,19000000.0,19000000.0,
Gain Loss On Investment Securities,-314000000.0,157000000.0,182000000.0,-129000000.0,-186000000.0,
Net Income From Continuing Operations,585000000.0,589000000.0,286000000.0,520000000.0,434000000.0,
