,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Free Cash Flow,115450000.0,112173000.0,149776000.0,125566000.0,136590000.0,
Repurchase Of Capital Stock,-293907000.0,-153594000.0,-185157000.0,-154112000.0,-19553000.0,
Repayment Of Debt,,,-11593000.0,-700279000.0,-11200000.0,0.0
Capital Expenditure,-18868000.0,-15982000.0,-24454000.0,-22319000.0,-22031000.0,
End Cash Position,992990000.0,1138687000.0,1164452000.0,1230808000.0,1249428000.0,
Beginning Cash Position,1138687000.0,1164452000.0,1230808000.0,1249428000.0,999465000.0,
Effect Of Exchange Rate Changes,31953000.0,16122000.0,-30267000.0,17051000.0,-3654000.0,
Changes In Cash,-177650000.0,-41887000.0,-36089000.0,-35671000.0,253617000.0,
Financing Cash Flow,-302475000.0,-163664000.0,-192990000.0,-873737000.0,-26495000.0,
Cash Flow From Continuing Financing Activities,-302475000.0,-163664000.0,-192990000.0,-873737000.0,-26495000.0,
Net Other Financing Charges,-233000.0,-4219000.0,0.0,-83000.0,0.0,
Proceeds From Stock Option Exercised,0.0,2632000.0,1528000.0,141000.0,2089000.0,
Cash Dividends Paid,-8282000.0,-8433000.0,-8539000.0,-8633000.0,-8642000.0,
Common Stock Dividend Paid,,,-8539000.0,-8633000.0,,
Net Common Stock Issuance,-293907000.0,-153594000.0,-185157000.0,-154112000.0,-19553000.0,
Common Stock Payments,-293907000.0,-153594000.0,-185157000.0,-154112000.0,-19553000.0,
Net Issuance Payments Of Debt,-53000.0,-50000.0,-822000.0,-711050000.0,-389000.0,
Net Short Term Debt Issuance,,-50000.0,,,,-10811000.0
Net Long Term Debt Issuance,,,-11593000.0,-700279000.0,-11200000.0,0.0
Long Term Debt Payments,,,-11593000.0,-700279000.0,-11200000.0,0.0
Investing Cash Flow,-9493000.0,-6378000.0,-17329000.0,690181000.0,121491000.0,
Cash From Discontinued Investing Activities,9375000.0,9375000.0,9375000.0,0.0,147522000.0,
Cash Flow From Continuing Investing Activities,-18868000.0,-15753000.0,-26704000.0,690181000.0,-26031000.0,
Net Other Investing Changes,,,,,,-337000.0
Net Investment Purchase And Sale,0.0,0.0,-2250000.0,712500000.0,-4000000.0,
Sale Of Investment,,,0.0,712500000.0,,
Purchase Of Investment,0.0,0.0,-2250000.0,0.0,-4000000.0,
Net Business Purchase And Sale,0.0,229000.0,0.0,0.0,0.0,
Sale Of Business,0.0,229000.0,0.0,0.0,0.0,
Purchase Of Business,,,0.0,0.0,0.0,0.0
Capital Expenditure Reported,-18868000.0,-15982000.0,-24454000.0,-22319000.0,-22031000.0,
Operating Cash Flow,134318000.0,128155000.0,174230000.0,147885000.0,158621000.0,
Cash From Discontinued Operating Activities,0.0,-5942000.0,-1237000.0,-9129000.0,-23707000.0,
Cash Flow From Continuing Operating Activities,134318000.0,134097000.0,175467000.0,157014000.0,182328000.0,
Change In Working Capital,-48856000.0,-13302000.0,60605000.0,-48487000.0,-11685000.0,
Change In Payables And Accrued Expense,-19943000.0,-25956000.0,91596000.0,-63150000.0,-12732000.0,
Change In Accrued Expense,-14367000.0,-34810000.0,92839000.0,-61342000.0,-7985000.0,
Change In Payable,-5576000.0,8854000.0,-1243000.0,-1808000.0,-4747000.0,
Change In Account Payable,-5576000.0,8854000.0,-1243000.0,-1808000.0,-4747000.0,
Change In Inventory,11128000.0,-5486000.0,18269000.0,9566000.0,10042000.0,
Change In Receivables,-40041000.0,18140000.0,-49260000.0,5097000.0,-8995000.0,
Changes In Account Receivables,-40041000.0,18140000.0,-49260000.0,5097000.0,-8995000.0,
Other Non Cash Items,12880000.0,3716000.0,-11518000.0,1117000.0,11794000.0,
Stock Based Compensation,10133000.0,7731000.0,5053000.0,10538000.0,10526000.0,
Unrealized Gain Loss On Investment Securities,1955000.0,-3073000.0,6017000.0,-7004000.0,-7777000.0,
Depreciation Amortization Depletion,102778000.0,97422000.0,105033000.0,107670000.0,107344000.0,
Depreciation And Amortization,102778000.0,97422000.0,105033000.0,107670000.0,107344000.0,
Operating Gains Losses,206000.0,-66000.0,9385000.0,-206000.0,-480000.0,
Net Foreign Currency Exchange Gain Loss,206000.0,-66000.0,4000.0,-206000.0,-480000.0,
Net Income From Continuing Operations,55222000.0,41669000.0,88383000.0,93386000.0,72606000.0,
