,2025-05-31,2025-02-28,2024-11-30,2024-08-31,2024-05-31,2024-02-29
Free Cash Flow,320000000.0,218000000.0,215000000.0,411000000.0,409000000.0,
Repurchase Of Capital Stock,-339000000.0,-404000000.0,-232000000.0,-676000000.0,-499000000.0,
Repayment Of Debt,-1306000000.0,-284000000.0,-130000000.0,-116000000.0,-121000000.0,
Issuance Of Debt,1270000000.0,234000000.0,100000000.0,97000000.0,96000000.0,
Capital Expenditure,-86000000.0,-116000000.0,-97000000.0,-124000000.0,-106000000.0,
End Cash Position,1523000000.0,1592000000.0,2058000000.0,2201000000.0,2457000000.0,
Beginning Cash Position,1592000000.0,2058000000.0,2201000000.0,2457000000.0,2566000000.0,
Effect Of Exchange Rate Changes,19000000.0,1000000.0,-7000000.0,4000000.0,1000000.0,
Changes In Cash,-88000000.0,-467000000.0,-136000000.0,-260000000.0,-110000000.0,
Financing Cash Flow,-419000000.0,-434000000.0,-312000000.0,-679000000.0,-534000000.0,
Cash Flow From Continuing Financing Activities,-419000000.0,-434000000.0,-312000000.0,-679000000.0,-534000000.0,
Net Other Financing Charges,-35000000.0,-4000000.0,-40000000.0,-1000000.0,0.0,
Proceeds From Stock Option Exercised,0.0,,,27000000.0,0.0,
Cash Dividends Paid,-9000000.0,-9000000.0,-10000000.0,-10000000.0,-10000000.0,
Common Stock Dividend Paid,,,-10000000.0,,,
Net Common Stock Issuance,-339000000.0,-404000000.0,-232000000.0,-676000000.0,-499000000.0,
Common Stock Payments,-339000000.0,-404000000.0,-232000000.0,-676000000.0,-499000000.0,
Net Issuance Payments Of Debt,-36000000.0,-50000000.0,-30000000.0,-19000000.0,-25000000.0,
Net Long Term Debt Issuance,-36000000.0,-50000000.0,-30000000.0,-19000000.0,-25000000.0,
Long Term Debt Payments,-1306000000.0,-284000000.0,-130000000.0,-116000000.0,-121000000.0,
Long Term Debt Issuance,1270000000.0,234000000.0,100000000.0,97000000.0,96000000.0,
Investing Cash Flow,-75000000.0,-367000000.0,-136000000.0,-116000000.0,-91000000.0,
Cash Flow From Continuing Investing Activities,-75000000.0,-367000000.0,-136000000.0,-116000000.0,-91000000.0,
Net Other Investing Changes,,4000000.0,13000000.0,0.0,6000000.0,-13000000.0
Net Business Purchase And Sale,22000000.0,-298000000.0,-63000000.0,0.0,3000000.0,
Sale Of Business,54000000.0,0.0,0.0,0.0,0.0,
Purchase Of Business,-32000000.0,-298000000.0,-63000000.0,0.0,3000000.0,
Net PPE Purchase And Sale,-80000000.0,-73000000.0,-86000000.0,-116000000.0,-100000000.0,
Sale Of PPE,6000000.0,43000000.0,11000000.0,8000000.0,6000000.0,
Purchase Of PPE,-86000000.0,-116000000.0,-97000000.0,-124000000.0,-106000000.0,
Operating Cash Flow,406000000.0,334000000.0,312000000.0,535000000.0,515000000.0,
Cash Flow From Continuing Operating Activities,406000000.0,334000000.0,312000000.0,535000000.0,515000000.0,
Change In Working Capital,-20000000.0,26000000.0,30000000.0,154000000.0,185000000.0,
Depreciation Amortization Depletion,249000000.0,191000000.0,182000000.0,139000000.0,201000000.0,
Depreciation And Amortization,249000000.0,191000000.0,182000000.0,139000000.0,201000000.0,
Depreciation,249000000.0,191000000.0,182000000.0,99000000.0,201000000.0,
Operating Gains Losses,,,,2000000.0,0.0,
Gain Loss On Sale Of Business,-45000000.0,,,2000000.0,0.0,
Net Income From Continuing Operations,222000000.0,117000000.0,100000000.0,138000000.0,129000000.0,
