,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Ordinary Shares Number,215700000.0,216100000.0,216000000.0,216500000.0,217200000.0,
Share Issued,215700000.0,216100000.0,216000000.0,216500000.0,217200000.0,
Net Debt,16280000000.0,16668000000.0,15931000000.0,15987000000.0,16640000000.0,
Total Debt,18178000000.0,18510000000.0,17892000000.0,18001000000.0,18519000000.0,
Tangible Book Value,-14914000000.0,-15558000000.0,-15856000000.0,-16157000000.0,-16215000000.0,
Invested Capital,25131000000.0,24636000000.0,23137000000.0,23334000000.0,23474000000.0,
Working Capital,748000000.0,1081000000.0,437000000.0,1555000000.0,2045000000.0,
Net Tangible Assets,-14914000000.0,-15558000000.0,-15856000000.0,-16157000000.0,-16215000000.0,
Capital Lease Obligations,890000000.0,878000000.0,876000000.0,911000000.0,905000000.0,
Common Stock Equity,7843000000.0,7004000000.0,6121000000.0,6244000000.0,5860000000.0,
Total Capitalization,23294000000.0,23288000000.0,22386000000.0,23334000000.0,23470000000.0,
Total Equity Gross Minority Interest,8089000000.0,7274000000.0,6430000000.0,6553000000.0,6158000000.0,
Minority Interest,246000000.0,270000000.0,309000000.0,309000000.0,298000000.0,
Stockholders Equity,7843000000.0,7004000000.0,6121000000.0,6244000000.0,5860000000.0,
Gains Losses Not Affecting Retained Earnings,-3843000000.0,-4456000000.0,-4745000000.0,-4121000000.0,-4478000000.0,
Other Equity Adjustments,-3843000000.0,-4456000000.0,-4745000000.0,-4121000000.0,-4478000000.0,
Retained Earnings,-1574000000.0,-1740000000.0,-2309000000.0,-2682000000.0,-2574000000.0,
Additional Paid In Capital,13258000000.0,13198000000.0,13173000000.0,13045000000.0,12910000000.0,
Capital Stock,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,
Common Stock,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,
Total Liabilities Net Minority Interest,45921000000.0,43030000000.0,42535000000.0,43332000000.0,45295000000.0,
Total Non Current Liabilities Net Minority Interest,18846000000.0,19697000000.0,19540000000.0,21234000000.0,21797000000.0,
Other Non Current Liabilities,199000000.0,236000000.0,168000000.0,204000000.0,194000000.0,
Employee Benefits,1133000000.0,1158000000.0,1127000000.0,1238000000.0,1232000000.0,
Non Current Pension And Other Postretirement Benefit Plans,1078000000.0,1101000000.0,1127000000.0,1168000000.0,1173000000.0,
Tradeand Other Payables Non Current,961000000.0,914000000.0,946000000.0,872000000.0,848000000.0,
Non Current Deferred Liabilities,397000000.0,416000000.0,349000000.0,1118000000.0,1211000000.0,
Non Current Deferred Revenue,34000000.0,32000000.0,30000000.0,32000000.0,34000000.0,
Non Current Deferred Taxes Liabilities,363000000.0,384000000.0,319000000.0,1086000000.0,1177000000.0,
