,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Ordinary Shares Number,426915000.0,423627000.0,419677000.0,415162000.0,413140000.0
Share Issued,426915000.0,423627000.0,419677000.0,415162000.0,413140000.0
Total Debt,3251000000.0,527000000.0,536000000.0,532000000.0,534000000.0
Tangible Book Value,4504000000.0,5473000000.0,4978000000.0,4532000000.0,4205000000.0
Invested Capital,11644000000.0,8389000000.0,7803000000.0,7569000000.0,7162000000.0
Working Capital,5039000000.0,3276000000.0,2948000000.0,2666000000.0,2589000000.0
Net Tangible Assets,4504000000.0,5473000000.0,4978000000.0,4532000000.0,4205000000.0
Capital Lease Obligations,530000000.0,527000000.0,536000000.0,532000000.0,534000000.0
Common Stock Equity,8923000000.0,8389000000.0,7803000000.0,7569000000.0,7162000000.0
Total Capitalization,11644000000.0,8389000000.0,7803000000.0,7569000000.0,7162000000.0
Total Equity Gross Minority Interest,8928000000.0,8395000000.0,7810000000.0,7578000000.0,7172000000.0
Minority Interest,5000000.0,6000000.0,7000000.0,9000000.0,10000000.0
Stockholders Equity,8923000000.0,8389000000.0,7803000000.0,7569000000.0,7162000000.0
Gains Losses Not Affecting Retained Earnings,261000000.0,7000000.0,-107000000.0,122000000.0,-25000000.0
Other Equity Adjustments,261000000.0,7000000.0,-107000000.0,122000000.0,-25000000.0
Retained Earnings,-4777000000.0,-5062000000.0,-5255000000.0,-5396000000.0,-5336000000.0
Additional Paid In Capital,13439000000.0,13444000000.0,13165000000.0,12843000000.0,12523000000.0
Capital Stock,0.0,0.0,0.0,0.0,0.0
Common Stock,0.0,0.0,0.0,0.0,0.0
Total Liabilities Net Minority Interest,8022000000.0,5177000000.0,5035000000.0,4699000000.0,4665000000.0
Total Non Current Liabilities Net Minority Interest,3326000000.0,600000000.0,597000000.0,605000000.0,637000000.0
Other Non Current Liabilities,153000000.0,143000000.0,129000000.0,139000000.0,167000000.0
Long Term Debt And Capital Lease Obligation,3173000000.0,457000000.0,468000000.0,466000000.0,470000000.0
Long Term Capital Lease Obligation,452000000.0,457000000.0,468000000.0,466000000.0,470000000.0
Long Term Debt,2721000000.0,,,,
Current Liabilities,4696000000.0,4577000000.0,4438000000.0,4094000000.0,4028000000.0
Other Current Liabilities,550000000.0,391000000.0,383000000.0,395000000.0,387000000.0
Current Deferred Liabilities,421000000.0,377000000.0,396000000.0,322000000.0,298000000.0
Current Deferred Revenue,421000000.0,377000000.0,396000000.0,322000000.0,298000000.0
Current Debt And Capital Lease Obligation,78000000.0,70000000.0,68000000.0,66000000.0,64000000.0
Current Capital Lease Obligation,78000000.0,70000000.0,68000000.0,66000000.0,64000000.0
Current Provisions,1302000000.0,1222000000.0,1209000000.0,1178000000.0,1167000000.0
Payables And Accrued Expenses,2345000000.0,2517000000.0,2382000000.0,2133000000.0,2112000000.0
