,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Free Cash Flow,3938000000.0,5084000000.0,2897100000.0,4552900000.0,3199000000.0,
Repurchase Of Capital Stock,-13000000.0,-54000000.0,-200000.0,-85800000.0,-11000000.0,
Issuance Of Debt,,,0.0,0.0,,
Capital Expenditure,-102000000.0,-59000000.0,-110200000.0,-56800000.0,-68000000.0,
Interest Paid Supplemental Data,,,,,,87900000.0
Income Tax Paid Supplemental Data,,,,,,0.0
End Cash Position,135000000.0,207000000.0,154000000.0,147000000.0,102000000.0,
Beginning Cash Position,207000000.0,154000000.0,147000000.0,102000000.0,168000000.0,
Changes In Cash,-72000000.0,53000000.0,6600000.0,45400000.0,-66000000.0,
Financing Cash Flow,-72000000.0,-2749000000.0,-59300000.0,-143700000.0,-70000000.0,
Cash Flow From Continuing Financing Activities,-72000000.0,-2749000000.0,-59300000.0,-143700000.0,-70000000.0,
Cash Dividends Paid,-59000000.0,-2695000000.0,-59100000.0,-57900000.0,-59000000.0,
Preferred Stock Dividend Paid,0.0,0.0,-200000.0,200000.0,0.0,
Common Stock Dividend Paid,-59000000.0,-2695000000.0,-58900000.0,-58100000.0,-59000000.0,
Net Preferred Stock Issuance,0.0,0.0,0.0,0.0,0.0,
Preferred Stock Payments,0.0,0.0,0.0,0.0,0.0,
Net Common Stock Issuance,-13000000.0,-54000000.0,-200000.0,-85800000.0,-11000000.0,
Common Stock Payments,-13000000.0,-54000000.0,-200000.0,-85800000.0,-11000000.0,
Net Issuance Payments Of Debt,,,0.0,0.0,,
Long Term Debt Issuance,,,0.0,0.0,,
Investing Cash Flow,-4040000000.0,-2341000000.0,-2941400000.0,-4420600000.0,-3263000000.0,
Cash Flow From Continuing Investing Activities,-4040000000.0,-2341000000.0,-2941400000.0,-4420600000.0,-3263000000.0,
Net Other Investing Changes,6000000.0,172000000.0,-343100000.0,394100000.0,58000000.0,
Net Investment Purchase And Sale,-3983000000.0,-2467000000.0,-2500600000.0,-4777400000.0,-3295000000.0,
Sale Of Investment,4513000000.0,16907000000.0,9499300000.0,6604700000.0,7949000000.0,
Purchase Of Investment,-8496000000.0,-19374000000.0,-11999900000.0,-11382100000.0,-11244000000.0,
Net PPE Purchase And Sale,-63000000.0,-46000000.0,-97700000.0,-37300000.0,-26000000.0,
Sale Of PPE,39000000.0,13000000.0,12500000.0,19500000.0,42000000.0,
Purchase Of PPE,-102000000.0,-59000000.0,-110200000.0,-56800000.0,-68000000.0,
Operating Cash Flow,4040000000.0,5143000000.0,3007300000.0,4609700000.0,3267000000.0,
Cash Flow From Continuing Operating Activities,4040000000.0,5143000000.0,3007300000.0,4609700000.0,3267000000.0,
Change In Working Capital,1177000000.0,2296000000.0,477700000.0,2460300000.0,1594000000.0,
Change In Other Working Capital,-752000000.0,633000000.0,-67100000.0,-12900000.0,-1123000000.0,
Change In Payables And Accrued Expense,216000000.0,334000000.0,-364300000.0,542300000.0,600000000.0,
Change In Payable,216000000.0,334000000.0,-364300000.0,542300000.0,600000000.0,
Change In Account Payable,216000000.0,334000000.0,-364300000.0,542300000.0,600000000.0,
Change In Prepaid Assets,43000000.0,43000000.0,-124800000.0,66800000.0,-81000000.0,
Change In Receivables,657000000.0,-2126000000.0,882800000.0,-590800000.0,-230000000.0,
Changes In Account Receivables,657000000.0,-2126000000.0,882800000.0,-590800000.0,-230000000.0,
Stock Based Compensation,32000000.0,16000000.0,36200000.0,37800000.0,31000000.0,
Amortization Of Securities,-34000000.0,-21000000.0,-6500000.0,-3500000.0,-13000000.0,
Depreciation And Amortization,79000000.0,70000000.0,75800000.0,70200000.0,68000000.0,
Depreciation,79000000.0,70000000.0,75800000.0,70200000.0,68000000.0,
Operating Gains Losses,-389000000.0,215000000.0,67600000.0,-288600000.0,128000000.0,
Gain Loss On Investment Securities,-387000000.0,212000000.0,52700000.0,-287700000.0,127000000.0,
Gain Loss On Sale Of PPE,-2000000.0,3000000.0,14900000.0,-900000.0,1000000.0,
Net Income From Continuing Operations,3175000000.0,2567000000.0,2356500000.0,2333500000.0,1459000000.0,
