,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Free Cash Flow,129900000.0,191000000.0,124100000.0,180400000.0,33300000.0,
Repurchase Of Capital Stock,-7700000.0,-15400000.0,-900000.0,-700000.0,-1600000.0,
Repayment Of Debt,-500000.0,-500000.0,-500000.0,-400400000.0,-500000.0,
Capital Expenditure,-169700000.0,-148100000.0,-201300000.0,-146700000.0,-245000000.0,
End Cash Position,787900000.0,751700000.0,685000000.0,676600000.0,613600000.0,
Beginning Cash Position,751700000.0,685000000.0,676600000.0,613600000.0,692400000.0,
Changes In Cash,36200000.0,66700000.0,8400000.0,63000000.0,-78800000.0,
Financing Cash Flow,-120600000.0,-128200000.0,-113700000.0,-513400000.0,-114300000.0,
Cash Flow From Continuing Financing Activities,-120600000.0,-128200000.0,-113700000.0,-513400000.0,-114300000.0,
Cash Dividends Paid,-112400000.0,-112300000.0,-112300000.0,-112300000.0,-112200000.0,
Common Stock Dividend Paid,-112400000.0,-112300000.0,-112300000.0,-112300000.0,-112200000.0,
Net Common Stock Issuance,-7700000.0,-15400000.0,-900000.0,-700000.0,-1600000.0,
Common Stock Payments,-7700000.0,-15400000.0,-900000.0,-700000.0,-1600000.0,
Net Issuance Payments Of Debt,-500000.0,-500000.0,-500000.0,-400400000.0,-500000.0,
Net Long Term Debt Issuance,-500000.0,-500000.0,-500000.0,-400400000.0,-500000.0,
Long Term Debt Payments,-500000.0,-500000.0,-500000.0,-400400000.0,-500000.0,
Investing Cash Flow,-142800000.0,-144200000.0,-203300000.0,249300000.0,-242800000.0,
Cash Flow From Continuing Investing Activities,-142800000.0,-144200000.0,-203300000.0,249300000.0,-242800000.0,
Net Other Investing Changes,32000000.0,-900000.0,500000.0,0.0,200000.0,
Net Investment Purchase And Sale,-5100000.0,4800000.0,-2500000.0,396000000.0,2000000.0,
Sale Of Investment,35300000.0,36400000.0,19900000.0,425300000.0,31800000.0,
Purchase Of Investment,-40400000.0,-31600000.0,-22400000.0,-29300000.0,-29800000.0,
Net PPE Purchase And Sale,-169700000.0,-148100000.0,-201300000.0,-146700000.0,-245000000.0,
Purchase Of PPE,-169700000.0,-148100000.0,-201300000.0,-146700000.0,-245000000.0,
Operating Cash Flow,299600000.0,339100000.0,325400000.0,327100000.0,278300000.0,
Cash Flow From Continuing Operating Activities,299600000.0,339100000.0,325400000.0,327100000.0,278300000.0,
Change In Working Capital,-70700000.0,-34400000.0,-63600000.0,-25700000.0,-63100000.0,
Change In Other Working Capital,-40200000.0,39600000.0,-25300000.0,15400000.0,-17800000.0,
Change In Payables And Accrued Expense,-44600000.0,-50500000.0,-72400000.0,49500000.0,73600000.0,
Change In Accrued Expense,-47200000.0,-77300000.0,-54600000.0,66500000.0,22000000.0,
Change In Payable,2600000.0,26800000.0,-17800000.0,-17000000.0,51600000.0,
Change In Account Payable,2600000.0,26800000.0,-17800000.0,-17000000.0,51600000.0,
Change In Prepaid Assets,49100000.0,12300000.0,25000000.0,12600000.0,7100000.0,
Change In Inventory,-4000000.0,-15700000.0,-63000000.0,-32400000.0,-25900000.0,
Change In Receivables,-31000000.0,-20100000.0,72100000.0,-70800000.0,-100100000.0,
Changes In Account Receivables,-31000000.0,-20100000.0,72100000.0,-70800000.0,-100100000.0,
Other Non Cash Items,5300000.0,-800000.0,1000000.0,2100000.0,14600000.0,
Stock Based Compensation,10300000.0,17800000.0,9200000.0,10400000.0,9800000.0,
Deferred Tax,-6000000.0,8800000.0,13800000.0,-12100000.0,-14300000.0,
Deferred Income Tax,-6000000.0,8800000.0,13800000.0,-12100000.0,-14300000.0,
Depreciation Amortization Depletion,140600000.0,138000000.0,136000000.0,132700000.0,128500000.0,
Depreciation And Amortization,,138000000.0,,,,128400000.0
Depreciation,,138000000.0,,,,128400000.0
Operating Gains Losses,-21400000.0,5900000.0,,-18400000.0,3800000.0,6700000.0
Pension And Employee Benefit Expense,2100000.0,2100000.0,1300000.0,-23900000.0,1600000.0,
Net Income From Continuing Operations,241500000.0,203800000.0,221100000.0,238100000.0,199000000.0,
