,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.2282,0.237354,0.21,0.227273,0.220907
Net Income From Continuing Operation Net Minority Interest,391000000.0,370000000.0,187000000.0,401000000.0,369000000.0
EBIT,646000000.0,619000000.0,298000000.0,664000000.0,621000000.0
Net Interest Income,-107000000.0,-105000000.0,-110000000.0,-114000000.0,-114000000.0
Interest Expense,107000000.0,105000000.0,110000000.0,114000000.0,114000000.0
Normalized Income,391000000.0,370000000.0,187000000.0,401000000.0,369000000.0
Net Income From Continuing And Discontinued Operation,391000000.0,370000000.0,187000000.0,401000000.0,369000000.0
Total Expenses,3935000000.0,3924000000.0,4282000000.0,3849000000.0,3686000000.0
Diluted Average Shares,209360000.0,212600000.0,217830000.0,219940000.0,221600000.0
Basic Average Shares,209240000.0,212450000.0,217830000.0,219670000.0,221350000.0
Diluted EPS,1.87,1.74,0.86,1.82,1.67
Basic EPS,1.87,1.74,0.86,1.83,1.67
Diluted NI Availto Com Stockholders,391000000.0,370000000.0,187000000.0,401000000.0,369000000.0
Net Income Common Stockholders,391000000.0,370000000.0,187000000.0,401000000.0,369000000.0
Net Income,391000000.0,370000000.0,187000000.0,401000000.0,369000000.0
Minority Interests,-25000000.0,-22000000.0,-2000000.0,-24000000.0,-26000000.0
Net Income Including Noncontrolling Interests,416000000.0,392000000.0,189000000.0,425000000.0,395000000.0
Net Income Continuous Operations,416000000.0,392000000.0,189000000.0,425000000.0,395000000.0
Tax Provision,123000000.0,122000000.0,-1000000.0,125000000.0,112000000.0
Pretax Income,539000000.0,514000000.0,188000000.0,550000000.0,507000000.0
Other Income Expense,1193000000.0,1269000000.0,1210000000.0,1107000000.0,1140000000.0
Net Non Operating Interest Income Expense,-107000000.0,-105000000.0,-110000000.0,-114000000.0,-114000000.0
Interest Expense Non Operating,107000000.0,105000000.0,110000000.0,114000000.0,114000000.0
Other Operating Expenses,1373000000.0,1376000000.0,1770000000.0,1317000000.0,1356000000.0
Total Revenue,4474000000.0,4438000000.0,4470000000.0,4399000000.0,4193000000.0
Operating Revenue,4474000000.0,4438000000.0,4470000000.0,4399000000.0,4193000000.0
Loss Adjustment Expense,2085000000.0,2027000000.0,2030000000.0,2019000000.0,1882000000.0
Net Policyholder Benefits And Claims,2085000000.0,2027000000.0,2030000000.0,2019000000.0,1882000000.0
