,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Free Cash Flow,310000000.0,196000000.0,341000000.0,417000000.0,334000000.0,
Repurchase Of Capital Stock,-1000000.0,-40000000.0,-1000000.0,0.0,0.0,
Repayment Of Debt,-419000000.0,-169000000.0,-119000000.0,-525000000.0,-362000000.0,
Issuance Of Debt,4192000000.0,150000000.0,350000000.0,0.0,599000000.0,
Capital Expenditure,-15000000.0,-17000000.0,-20000000.0,-23000000.0,-26000000.0,
Interest Paid Supplemental Data,32000000.0,58000000.0,,,20000000.0,74000000.0
Income Tax Paid Supplemental Data,254000000.0,14000000.0,,,133000000.0,134000000.0
End Cash Position,10919000000.0,2440000000.0,2502000000.0,2701000000.0,2974000000.0,
Beginning Cash Position,2440000000.0,2502000000.0,2701000000.0,2974000000.0,2150000000.0,
Effect Of Exchange Rate Changes,63000000.0,22000000.0,-58000000.0,45000000.0,11000000.0,
Changes In Cash,8416000000.0,-84000000.0,-141000000.0,-318000000.0,813000000.0,
Financing Cash Flow,8199000000.0,-218000000.0,277000000.0,-716000000.0,442000000.0,
Cash Flow From Continuing Financing Activities,8199000000.0,-218000000.0,277000000.0,-716000000.0,442000000.0,
Net Other Financing Charges,155000000.0,-116000000.0,90000000.0,-199000000.0,242000000.0,
Proceeds From Stock Option Exercised,,,0.0,,,
Cash Dividends Paid,-43000000.0,-43000000.0,-43000000.0,-36000000.0,-37000000.0,
Common Stock Dividend Paid,-43000000.0,-43000000.0,-43000000.0,-36000000.0,-37000000.0,
Net Common Stock Issuance,4314000000.0,-40000000.0,-1000000.0,0.0,0.0,
Common Stock Payments,-1000000.0,-40000000.0,-1000000.0,0.0,0.0,
Net Issuance Payments Of Debt,3773000000.0,-19000000.0,231000000.0,-525000000.0,237000000.0,
Net Short Term Debt Issuance,,,,,-200000000.0,100000000.0
Short Term Debt Payments,,,,,-200000000.0,-50000000.0
Short Term Debt Issuance,,,,,0.0,150000000.0
Net Long Term Debt Issuance,3773000000.0,-19000000.0,231000000.0,-525000000.0,237000000.0,
Long Term Debt Payments,-419000000.0,-169000000.0,-119000000.0,-525000000.0,-362000000.0,
Long Term Debt Issuance,4192000000.0,150000000.0,350000000.0,0.0,599000000.0,
Investing Cash Flow,-108000000.0,-79000000.0,-779000000.0,-42000000.0,11000000.0,
Cash Flow From Continuing Investing Activities,-108000000.0,-79000000.0,-779000000.0,-42000000.0,11000000.0,
Net Other Investing Changes,0.0,-4000000.0,,,1000000.0,1000000.0
Net Investment Purchase And Sale,,,3000000.0,-1000000.0,1000000.0,1000000.0
Sale Of Investment,,,5000000.0,2000000.0,3000000.0,1000000.0
Purchase Of Investment,,,-2000000.0,-3000000.0,-2000000.0,0.0
Net Business Purchase And Sale,-93000000.0,-58000000.0,-762000000.0,-18000000.0,36000000.0,
Sale Of Business,1000000.0,9000000.0,10000000.0,2000000.0,58000000.0,
Purchase Of Business,-94000000.0,-67000000.0,-772000000.0,-20000000.0,-22000000.0,
Net PPE Purchase And Sale,-15000000.0,-17000000.0,-20000000.0,-23000000.0,-26000000.0,
Sale Of PPE,,,,,58000000.0,0.0
Purchase Of PPE,-15000000.0,-17000000.0,-20000000.0,-23000000.0,-26000000.0,
Operating Cash Flow,325000000.0,213000000.0,361000000.0,440000000.0,360000000.0,
Cash Flow From Continuing Operating Activities,325000000.0,213000000.0,361000000.0,440000000.0,360000000.0,
Change In Working Capital,-13000000.0,-204000000.0,33000000.0,138000000.0,73000000.0,
Change In Other Working Capital,90000000.0,-35000000.0,-48000000.0,23000000.0,115000000.0,
Change In Other Current Liabilities,-53000000.0,-1075000000.0,-469000000.0,1951000000.0,15000000.0,
Change In Other Current Assets,-46000000.0,35000000.0,-17000000.0,-1000000.0,-80000000.0,
Change In Payables And Accrued Expense,-58000000.0,-69000000.0,14000000.0,137000000.0,109000000.0,
Change In Accrued Expense,63000000.0,-195000000.0,52000000.0,92000000.0,77000000.0,
Change In Payable,-121000000.0,126000000.0,-38000000.0,45000000.0,32000000.0,
Change In Account Payable,-121000000.0,126000000.0,-38000000.0,45000000.0,32000000.0,
Change In Prepaid Assets,-49000000.0,40000000.0,19000000.0,-56000000.0,-54000000.0,
Change In Receivables,103000000.0,900000000.0,534000000.0,-1916000000.0,-32000000.0,
Changes In Account Receivables,103000000.0,900000000.0,534000000.0,-1916000000.0,-32000000.0,
Other Non Cash Items,10000000.0,-2000000.0,11000000.0,-10000000.0,-16000000.0,
Stock Based Compensation,23000000.0,29000000.0,24000000.0,25000000.0,23000000.0,
Deferred Tax,8000000.0,-10000000.0,24000000.0,-8000000.0,-2000000.0,
Deferred Income Tax,8000000.0,-10000000.0,24000000.0,-8000000.0,-2000000.0,
Depreciation Amortization Depletion,62000000.0,64000000.0,58000000.0,57000000.0,53000000.0,
Depreciation And Amortization,62000000.0,64000000.0,58000000.0,57000000.0,53000000.0,
Amortization Cash Flow,50000000.0,53000000.0,47000000.0,45000000.0,43000000.0,
Amortization Of Intangibles,50000000.0,53000000.0,47000000.0,45000000.0,43000000.0,
Depreciation,12000000.0,11000000.0,11000000.0,12000000.0,10000000.0,
Operating Gains Losses,0.0,2000000.0,0.0,0.0,-31000000.0,
Gain Loss On Investment Securities,0.0,2000000.0,0.0,0.0,-31000000.0,
Net Income From Continuing Operations,235000000.0,334000000.0,211000000.0,238000000.0,260000000.0,
