,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Free Cash Flow,663300000.0,336800000.0,213900000.0,-157600000.0,684600000.0,
Repurchase Of Capital Stock,-130700000.0,-300000.0,-3600000.0,-300000.0,-323600000.0,
Repayment Of Debt,-505200000.0,-400000000.0,-197300000.0,-240000000.0,-460000000.0,
Issuance Of Debt,317800000.0,180000000.0,270300000.0,470000000.0,300000000.0,
Capital Expenditure,-36400000.0,-23600000.0,-22800000.0,-32100000.0,-36400000.0,
Interest Paid Supplemental Data,40700000.0,19900000.0,48500000.0,22400000.0,47900000.0,
Income Tax Paid Supplemental Data,67700000.0,42700000.0,54300000.0,115100000.0,67700000.0,
End Cash Position,561500000.0,317200000.0,289900000.0,292800000.0,304400000.0,
Beginning Cash Position,317200000.0,289900000.0,292800000.0,304400000.0,235600000.0,
Effect Of Exchange Rate Changes,8000000.0,-2200000.0,-5100000.0,2100000.0,-400000.0,
Changes In Cash,236300000.0,29500000.0,2200000.0,-13700000.0,69200000.0,
Financing Cash Flow,-423300000.0,-305200000.0,-24100000.0,151800000.0,-580400000.0,
Cash Flow From Continuing Financing Activities,-423400000.0,-305100000.0,-24200000.0,151800000.0,-580300000.0,
Net Other Financing Charges,-12800000.0,-2900000.0,-3500000.0,-2300000.0,-4400000.0,
Proceeds From Stock Option Exercised,10700000.0,21000000.0,12800000.0,17800000.0,1900000.0,
Cash Dividends Paid,-103100000.0,-103000000.0,-102800000.0,-93400000.0,-94300000.0,
Common Stock Dividend Paid,-103100000.0,-103000000.0,-102800000.0,-93400000.0,-94300000.0,
Net Common Stock Issuance,-130700000.0,-300000.0,-3600000.0,-300000.0,-323600000.0,
Common Stock Payments,-130700000.0,-300000.0,-3600000.0,-300000.0,-323600000.0,
Net Issuance Payments Of Debt,-187400000.0,-220000000.0,73000000.0,230000000.0,-160000000.0,
Net Long Term Debt Issuance,-187400000.0,-220000000.0,73000000.0,230000000.0,-160000000.0,
Long Term Debt Payments,-505200000.0,-400000000.0,-197300000.0,-240000000.0,-460000000.0,
Long Term Debt Issuance,317800000.0,180000000.0,270300000.0,470000000.0,300000000.0,
Investing Cash Flow,-40100000.0,-25700000.0,-210300000.0,-40100000.0,-71400000.0,
Cash Flow From Continuing Investing Activities,-40000000.0,-25800000.0,-210300000.0,-40100000.0,-71500000.0,
Net Other Investing Changes,-3700000.0,-2100000.0,,,,
Net Business Purchase And Sale,0.0,0.0,-185500000.0,-8000000.0,,0.0
Purchase Of Business,0.0,0.0,-185500000.0,-8000000.0,,0.0
Net Intangibles Purchase And Sale,-20800000.0,-12100000.0,-14000000.0,-24200000.0,-18600000.0,
Purchase Of Intangibles,-20800000.0,-12100000.0,-14000000.0,-24200000.0,-18600000.0,
Capital Expenditure Reported,-15600000.0,-11500000.0,-8800000.0,-7900000.0,-17800000.0,
Operating Cash Flow,699700000.0,360400000.0,236700000.0,-125500000.0,721000000.0,
Cash Flow From Continuing Operating Activities,699600000.0,360400000.0,236800000.0,-125500000.0,721200000.0,
Change In Working Capital,152400000.0,-23700000.0,-34600000.0,-318700000.0,346100000.0,
Change In Other Working Capital,16700000.0,21800000.0,39800000.0,-21800000.0,50000000.0,
Change In Other Current Liabilities,-7300000.0,-5200000.0,2700000.0,-3000000.0,-36500000.0,
Change In Other Current Assets,-52300000.0,-34700000.0,-46600000.0,-20000000.0,-65600000.0,
Change In Payables And Accrued Expense,74000000.0,125800000.0,107400000.0,-453700000.0,289700000.0,
Change In Receivables,121300000.0,-131400000.0,-137900000.0,179800000.0,108500000.0,
Changes In Account Receivables,121300000.0,-131400000.0,-137900000.0,179800000.0,108500000.0,
Other Non Cash Items,30500000.0,43100000.0,37600000.0,35200000.0,12600000.0,
Stock Based Compensation,16000000.0,20800000.0,21700000.0,14900000.0,13500000.0,
Asset Impairment Charge,11200000.0,1000000.0,2200000.0,100000.0,3300000.0,
Deferred Tax,32300000.0,-5300000.0,-14900000.0,-17300000.0,-56800000.0,
Deferred Income Tax,32300000.0,-5300000.0,-14900000.0,-17300000.0,-56800000.0,
Depreciation Amortization Depletion,83100000.0,81400000.0,82300000.0,80500000.0,79100000.0,
Depreciation And Amortization,83100000.0,81400000.0,82300000.0,80500000.0,79100000.0,
Amortization Cash Flow,50000000.0,48900000.0,49500000.0,48200000.0,128100000.0,
Amortization Of Intangibles,50000000.0,48900000.0,49500000.0,48200000.0,128100000.0,
Depreciation,33100000.0,32500000.0,32800000.0,32300000.0,-49000000.0,
Net Income From Continuing Operations,374200000.0,243100000.0,142400000.0,79800000.0,323200000.0,
