,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Free Cash Flow,-118000000.0,-169000000.0,923000000.0,1017000000.0,698000000.0,
Repurchase Of Capital Stock,-252000000.0,-337000000.0,-245000000.0,-399000000.0,-331000000.0,
Repayment Of Debt,-877000000.0,-6000000.0,-18000000.0,-2515000000.0,-850000000.0,
Issuance Of Debt,1239000000.0,332000000.0,867000000.0,1352000000.0,1375000000.0,
Capital Expenditure,-690000000.0,-768000000.0,-430000000.0,-685000000.0,-498000000.0,
Interest Paid Supplemental Data,,181000000.0,,,,202000000.0
Income Tax Paid Supplemental Data,,5000000.0,,,,3000000.0
End Cash Position,495000000.0,596000000.0,1222000000.0,940000000.0,1661000000.0,
Beginning Cash Position,596000000.0,1222000000.0,940000000.0,1661000000.0,1116000000.0,
Changes In Cash,-101000000.0,-626000000.0,282000000.0,-721000000.0,545000000.0,
Financing Cash Flow,-63000000.0,-164000000.0,-754000000.0,-1661000000.0,18000000.0,
Cash Flow From Continuing Financing Activities,-63000000.0,-164000000.0,-754000000.0,-1661000000.0,18000000.0,
Net Other Financing Charges,-29000000.0,-49000000.0,-1208000000.0,4000000.0,-28000000.0,
Cash Dividends Paid,-144000000.0,-104000000.0,-150000000.0,-103000000.0,-148000000.0,
Preferred Stock Dividend Paid,-75000000.0,-21000000.0,-75000000.0,-23000000.0,-75000000.0,
Common Stock Dividend Paid,-69000000.0,-83000000.0,-75000000.0,-80000000.0,-73000000.0,
Net Common Stock Issuance,-252000000.0,-337000000.0,-245000000.0,-399000000.0,-331000000.0,
Common Stock Payments,-252000000.0,-337000000.0,-245000000.0,-399000000.0,-331000000.0,
Net Issuance Payments Of Debt,362000000.0,326000000.0,849000000.0,-1163000000.0,525000000.0,
Net Short Term Debt Issuance,43000000.0,332000000.0,,0.0,-125000000.0,875000000.0
Short Term Debt Payments,,,,-1352000000.0,,-500000000.0
Short Term Debt Issuance,43000000.0,332000000.0,,0.0,-125000000.0,875000000.0
Net Long Term Debt Issuance,319000000.0,-6000000.0,1599000000.0,-1163000000.0,650000000.0,
Long Term Debt Payments,-877000000.0,-6000000.0,-18000000.0,-2515000000.0,-850000000.0,
Long Term Debt Issuance,1196000000.0,0.0,1617000000.0,1352000000.0,1500000000.0,
Investing Cash Flow,-610000000.0,-1061000000.0,-317000000.0,-762000000.0,-669000000.0,
Cash Flow From Continuing Investing Activities,-610000000.0,-1061000000.0,-317000000.0,-762000000.0,-669000000.0,
Net Other Investing Changes,86000000.0,-288000000.0,60000000.0,-79000000.0,-173000000.0,
Net Investment Purchase And Sale,-6000000.0,-5000000.0,-6000000.0,-6000000.0,-5000000.0,
Sale Of Investment,917000000.0,2107000000.0,643000000.0,796000000.0,563000000.0,
Purchase Of Investment,-923000000.0,-2112000000.0,-649000000.0,-802000000.0,-568000000.0,
Net Business Purchase And Sale,0.0,0.0,0.0,0.0,5000000.0,
Purchase Of Business,0.0,0.0,0.0,0.0,5000000.0,
Net PPE Purchase And Sale,0.0,0.0,59000000.0,8000000.0,2000000.0,
Sale Of PPE,0.0,0.0,59000000.0,8000000.0,2000000.0,
Capital Expenditure Reported,-690000000.0,-768000000.0,-430000000.0,-685000000.0,-498000000.0,
Operating Cash Flow,572000000.0,599000000.0,1353000000.0,1702000000.0,1196000000.0,
Cash Flow From Continuing Operating Activities,572000000.0,599000000.0,1353000000.0,1702000000.0,1196000000.0,
Change In Working Capital,-539000000.0,-506000000.0,-301000000.0,320000000.0,-48000000.0,
Change In Other Working Capital,-568000000.0,-271000000.0,584000000.0,233000000.0,-137000000.0,
Change In Payables And Accrued Expense,29000000.0,-235000000.0,115000000.0,87000000.0,89000000.0,
Change In Accrued Expense,-24000000.0,-126000000.0,57000000.0,69000000.0,36000000.0,
Change In Interest Payable,-56000000.0,51000000.0,-29000000.0,7000000.0,7000000.0,
Change In Payable,53000000.0,-109000000.0,58000000.0,18000000.0,53000000.0,
Change In Tax Payable,53000000.0,-109000000.0,39000000.0,18000000.0,53000000.0,
Change In Income Tax Payable,53000000.0,-109000000.0,39000000.0,18000000.0,53000000.0,
Other Non Cash Items,-92000000.0,91000000.0,-100000000.0,41000000.0,33000000.0,
Stock Based Compensation,25000000.0,21000000.0,24000000.0,23000000.0,32000000.0,
Unrealized Gain Loss On Investment Securities,-89000000.0,15000000.0,17000000.0,-78000000.0,-27000000.0,
Asset Impairment Charge,111000000.0,44000000.0,51000000.0,60000000.0,36000000.0,
Deferred Tax,57000000.0,-185000000.0,-59000000.0,556000000.0,138000000.0,
Deferred Income Tax,57000000.0,-185000000.0,-59000000.0,556000000.0,138000000.0,
Depreciation Amortization Depletion,762000000.0,772000000.0,740000000.0,714000000.0,622000000.0,
Depreciation And Amortization,762000000.0,772000000.0,740000000.0,714000000.0,622000000.0,
Operating Gains Losses,10000000.0,615000000.0,491000000.0,-1771000000.0,-57000000.0,
Gain Loss On Investment Securities,10000000.0,615000000.0,491000000.0,-1771000000.0,-57000000.0,
Gain Loss On Sale Of PPE,,,0.0,0.0,,0.0
Net Income From Continuing Operations,327000000.0,-268000000.0,490000000.0,1837000000.0,467000000.0,
