,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Free Cash Flow,500000000.0,459000000.0,1457000000.0,-490000000.0,255000000.0,
Repayment Of Debt,-814000000.0,-460000000.0,-1310000000.0,-463000000.0,-1111000000.0,
Issuance Of Debt,48000000.0,1953000000.0,2287000000.0,68000000.0,2520000000.0,
Issuance Of Capital Stock,,,0.0,0.0,0.0,0.0
Capital Expenditure,-54000000.0,-54000000.0,-27000000.0,-42000000.0,-42000000.0,
Interest Paid Supplemental Data,1030000000.0,1092000000.0,1093000000.0,1245000000.0,1139000000.0,
Income Tax Paid Supplemental Data,125000000.0,34000000.0,19000000.0,12000000.0,45000000.0,
End Cash Position,10359000000.0,15310000000.0,12847000000.0,12585000000.0,12546000000.0,
Beginning Cash Position,15310000000.0,12847000000.0,12585000000.0,12546000000.0,12180000000.0,
Changes In Cash,-4951000000.0,2463000000.0,262000000.0,39000000.0,366000000.0,
Financing Cash Flow,-3010000000.0,4100000000.0,3562000000.0,3368000000.0,2261000000.0,
Cash Flow From Continuing Financing Activities,-3010000000.0,4100000000.0,3562000000.0,3368000000.0,2261000000.0,
Net Other Financing Charges,-33000000.0,-29000000.0,-10000000.0,-7000000.0,-30000000.0,
Cash Dividends Paid,-254000000.0,-253000000.0,-262000000.0,-262000000.0,-260000000.0,
Preferred Stock Dividend Paid,-27000000.0,-27000000.0,-36000000.0,-36000000.0,-35000000.0,
Common Stock Dividend Paid,-227000000.0,-226000000.0,-226000000.0,-226000000.0,-225000000.0,
Net Preferred Stock Issuance,,,-410000000.0,0.0,0.0,0.0
Preferred Stock Issuance,,,0.0,0.0,0.0,0.0
Net Issuance Payments Of Debt,-766000000.0,1493000000.0,147000000.0,-347000000.0,1409000000.0,
Net Short Term Debt Issuance,-56000000.0,-82000000.0,-830000000.0,757000000.0,-186000000.0,
Short Term Debt Payments,-56000000.0,-82000000.0,,,-186000000.0,-523000000.0
Net Long Term Debt Issuance,-710000000.0,1575000000.0,977000000.0,-1104000000.0,1595000000.0,
Long Term Debt Payments,-758000000.0,-378000000.0,-1310000000.0,-1172000000.0,-925000000.0,
Long Term Debt Issuance,48000000.0,1953000000.0,2287000000.0,68000000.0,2520000000.0,
Investing Cash Flow,-2495000000.0,-2150000000.0,-4784000000.0,-2881000000.0,-2192000000.0,
Cash Flow From Continuing Investing Activities,-2495000000.0,-2150000000.0,-4784000000.0,-2881000000.0,-2192000000.0,
Net Other Investing Changes,72000000.0,491000000.0,-534000000.0,6000000.0,64000000.0,
Net Investment Purchase And Sale,89000000.0,-97000000.0,-246000000.0,-743000000.0,-412000000.0,
Sale Of Investment,2442000000.0,2092000000.0,4161000000.0,3881000000.0,3478000000.0,
Purchase Of Investment,-2353000000.0,-2189000000.0,-4407000000.0,-4624000000.0,-3890000000.0,
Net PPE Purchase And Sale,686000000.0,-54000000.0,1742000000.0,-938000000.0,854000000.0,
Purchase Of PPE,-54000000.0,-54000000.0,-27000000.0,-42000000.0,-42000000.0,
Operating Cash Flow,554000000.0,513000000.0,1484000000.0,-448000000.0,297000000.0,
Cash Flow From Continuing Operating Activities,554000000.0,513000000.0,1484000000.0,-448000000.0,297000000.0,
Change In Working Capital,-200000000.0,-342000000.0,673000000.0,-1213000000.0,-493000000.0,
Change In Other Working Capital,-4000000.0,-424000000.0,419000000.0,-318000000.0,13000000.0,
Change In Other Current Liabilities,462000000.0,-543000000.0,407000000.0,-832000000.0,-103000000.0,
Change In Other Current Assets,-262000000.0,52000000.0,-125000000.0,-44000000.0,-207000000.0,
Other Non Cash Items,-21000000.0,4000000.0,-14000000.0,5000000.0,5000000.0,
Stock Based Compensation,32000000.0,21000000.0,25000000.0,28000000.0,33000000.0,
Deferred Tax,-148000000.0,-25000000.0,29000000.0,-28000000.0,2000000.0,
Deferred Income Tax,-148000000.0,-25000000.0,29000000.0,-28000000.0,2000000.0,
Depreciation Amortization Depletion,188000000.0,209000000.0,130000000.0,132000000.0,170000000.0,
Depreciation And Amortization,188000000.0,209000000.0,130000000.0,132000000.0,170000000.0,
Operating Gains Losses,58000000.0,-3000000.0,,,,
Net Income From Continuing Operations,542000000.0,531000000.0,534000000.0,522000000.0,480000000.0,
