,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Free Cash Flow,167298000.0,164331000.0,135934000.0,145611000.0,127184000.0
Repurchase Of Capital Stock,-153041000.0,-50000000.0,-114558000.0,-189999000.0,0.0
Repayment Of Debt,-1215000.0,-646000.0,-1700000.0,-1183000.0,-1239000.0
Capital Expenditure,-20486000.0,-14745000.0,-42084000.0,-27118000.0,-23502000.0
End Cash Position,584615000.0,573934000.0,462424000.0,464530000.0,560676000.0
Beginning Cash Position,573934000.0,462424000.0,464530000.0,560676000.0,469645000.0
Effect Of Exchange Rate Changes,1552000.0,296000.0,-1565000.0,401000.0,-318000.0
Changes In Cash,9129000.0,111214000.0,-541000.0,-96547000.0,91349000.0
Financing Cash Flow,-209420000.0,-51892000.0,-219225000.0,-242341000.0,-35863000.0
Cash Flow From Continuing Financing Activities,-209420000.0,-51892000.0,-219225000.0,-242341000.0,-35863000.0
Net Other Financing Charges,-314000.0,-8158000.0,-392000.0,-1446000.0,-2560000.0
Proceeds From Stock Option Exercised,4790000.0,7529000.0,1355000.0,3202000.0,20693000.0
Cash Dividends Paid,-59640000.0,-617000.0,-103930000.0,-52915000.0,-52757000.0
Common Stock Dividend Paid,-59640000.0,-617000.0,-103930000.0,-52915000.0,-52757000.0
Net Common Stock Issuance,-153041000.0,-50000000.0,-114558000.0,-189999000.0,0.0
Common Stock Payments,-153041000.0,-50000000.0,-114558000.0,-189999000.0,0.0
Net Issuance Payments Of Debt,-1215000.0,-646000.0,-1700000.0,-1183000.0,-1239000.0
Net Long Term Debt Issuance,-1215000.0,-646000.0,-1700000.0,-1183000.0,-1239000.0
Long Term Debt Payments,-1215000.0,-646000.0,-1700000.0,-1183000.0,-1239000.0
Investing Cash Flow,30765000.0,-15970000.0,40666000.0,-26935000.0,-23474000.0
Cash Flow From Continuing Investing Activities,30765000.0,-15970000.0,40666000.0,-26935000.0,-23474000.0
Net Other Investing Changes,7166000.0,-1225000.0,-168000.0,183000.0,28000.0
Capital Expenditure Reported,-20486000.0,-14745000.0,-42084000.0,-27118000.0,-23502000.0
Operating Cash Flow,187784000.0,179076000.0,178018000.0,172729000.0,150686000.0
Cash Flow From Continuing Operating Activities,187784000.0,179076000.0,178018000.0,172729000.0,150686000.0
Change In Working Capital,12852000.0,25149000.0,-27060000.0,22830000.0,2104000.0
Change In Other Working Capital,12852000.0,25149000.0,3860000.0,22830000.0,2104000.0
Other Non Cash Items,-2674000.0,1210000.0,1613000.0,1210000.0,1234000.0
Excess Tax Benefit From Stock Based Compensation,-774000.0,-1569000.0,-632000.0,-1371000.0,-12134000.0
Stock Based Compensation,10975000.0,10381000.0,11714000.0,9517000.0,10686000.0
Unrealized Gain Loss On Investment Securities,15974000.0,-24027000.0,-3193000.0,-26172000.0,-11398000.0
Provisionand Write Offof Assets,53000.0,-57000.0,-59000.0,139000.0,119000.0
Deferred Tax,-410000.0,-2290000.0,-1593000.0,-1278000.0,-2489000.0
Deferred Income Tax,-410000.0,-2290000.0,-1593000.0,-1278000.0,-2489000.0
Depreciation Amortization Depletion,20351000.0,20362000.0,26758000.0,20756000.0,20349000.0
Depreciation And Amortization,20351000.0,20362000.0,26758000.0,20756000.0,20349000.0
Operating Gains Losses,346000.0,266000.0,1026000.0,174000.0,237000.0
Net Income From Continuing Operations,131091000.0,149651000.0,169444000.0,146924000.0,141978000.0
