,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Ordinary Shares Number,446335925.0,450542867.0,454362645.0,457834271.0,461308623.0
Share Issued,446335925.0,450542867.0,454362645.0,457834271.0,461308623.0
Net Debt,1251000000.0,2386000000.0,3878000000.0,3147000000.0,2878000000.0
Total Debt,7465000000.0,8107000000.0,8122000000.0,8136000000.0,8152000000.0
Tangible Book Value,5354000000.0,4857000000.0,4932000000.0,4699000000.0,4132000000.0
Invested Capital,18564000000.0,18727000000.0,18695000000.0,18475000000.0,17911000000.0
Working Capital,5532000000.0,5182000000.0,4940000000.0,4788000000.0,4549000000.0
Net Tangible Assets,5354000000.0,4857000000.0,4932000000.0,4699000000.0,4132000000.0
Capital Lease Obligations,863000000.0,906000000.0,922000000.0,937000000.0,955000000.0
Common Stock Equity,11962000000.0,11526000000.0,11495000000.0,11276000000.0,10714000000.0
Total Capitalization,18564000000.0,18127000000.0,18095000000.0,17875000000.0,17312000000.0
Total Equity Gross Minority Interest,12355000000.0,11866000000.0,11811000000.0,11578000000.0,11056000000.0
Minority Interest,393000000.0,340000000.0,316000000.0,302000000.0,342000000.0
Stockholders Equity,11962000000.0,11526000000.0,11495000000.0,11276000000.0,10714000000.0
Gains Losses Not Affecting Retained Earnings,-124000000.0,-105000000.0,-108000000.0,-103000000.0,-107000000.0
Other Equity Adjustments,-124000000.0,-105000000.0,-108000000.0,-103000000.0,-107000000.0
Retained Earnings,4479000000.0,3999000000.0,3949000000.0,3734000000.0,3139000000.0
Additional Paid In Capital,7603000000.0,7628000000.0,7650000000.0,7641000000.0,7678000000.0
Capital Stock,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0
Common Stock,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0
Total Liabilities Net Minority Interest,10840000000.0,11501000000.0,11211000000.0,10960000000.0,10916000000.0
Total Non Current Liabilities Net Minority Interest,7943000000.0,7934000000.0,7914000000.0,7955000000.0,7964000000.0
Other Non Current Liabilities,243000000.0,217000000.0,203000000.0,218000000.0,211000000.0
Employee Benefits,276000000.0,261000000.0,259000000.0,277000000.0,276000000.0
Non Current Pension And Other Postretirement Benefit Plans,276000000.0,261000000.0,259000000.0,277000000.0,276000000.0
Long Term Debt And Capital Lease Obligation,7424000000.0,7456000000.0,7452000000.0,7460000000.0,7477000000.0
Long Term Capital Lease Obligation,822000000.0,855000000.0,852000000.0,861000000.0,879000000.0
Long Term Debt,6602000000.0,6601000000.0,6600000000.0,6599000000.0,6598000000.0
Current Liabilities,2897000000.0,3567000000.0,3297000000.0,3005000000.0,2952000000.0
Other Current Liabilities,406000000.0,387000000.0,434000000.0,501000000.0,408000000.0
Current Deferred Liabilities,299000000.0,253000000.0,236000000.0,328000000.0,180000000.0
Current Deferred Revenue,299000000.0,253000000.0,236000000.0,328000000.0,180000000.0
Current Debt And Capital Lease Obligation,41000000.0,651000000.0,670000000.0,676000000.0,675000000.0
Current Capital Lease Obligation,41000000.0,51000000.0,70000000.0,76000000.0,76000000.0
Current Debt,,600000000.0,600000000.0,600000000.0,599000000.0
Other Current Borrowings,,600000000.0,600000000.0,600000000.0,599000000.0
Payables And Accrued Expenses,2151000000.0,2276000000.0,1957000000.0,1500000000.0,1689000000.0
Current Accrued Expenses,1081000000.0,959000000.0,974000000.0,814000000.0,1006000000.0
Payables,1070000000.0,1317000000.0,983000000.0,686000000.0,683000000.0
Other Payable,1070000000.0,1317000000.0,983000000.0,686000000.0,683000000.0
Total Assets,23195000000.0,23367000000.0,23022000000.0,22538000000.0,21972000000.0
Total Non Current Assets,14766000000.0,14618000000.0,14785000000.0,14745000000.0,14471000000.0
Other Non Current Assets,1297000000.0,1356000000.0,1433000000.0,1467000000.0,1282000000.0
Non Current Deferred Assets,2721000000.0,2712000000.0,2729000000.0,2772000000.0,2878000000.0
Non Current Deferred Taxes Assets,2721000000.0,2712000000.0,2729000000.0,2772000000.0,2878000000.0
Investments And Advances,1621000000.0,1362000000.0,1517000000.0,1355000000.0,1129000000.0
Other Investments,,,385000000.0,316000000.0,
Investmentin Financial Assets,,,1132000000.0,1039000000.0,
Trading Securities,,,1132000000.0,1039000000.0,
Goodwill And Other Intangible Assets,6608000000.0,6669000000.0,6563000000.0,6577000000.0,6582000000.0
Other Intangible Assets,2969000000.0,3030000000.0,3020000000.0,3030000000.0,3038000000.0
Goodwill,3639000000.0,3639000000.0,3543000000.0,3547000000.0,3544000000.0
Net PPE,2519000000.0,2519000000.0,2543000000.0,2574000000.0,2600000000.0
Accumulated Depreciation,-2367000000.0,,,,-2170000000.0
Gross PPE,4886000000.0,2519000000.0,2543000000.0,2574000000.0,4770000000.0
Construction In Progress,271000000.0,,,,294000000.0
Other Properties,814000000.0,2519000000.0,2543000000.0,2574000000.0,904000000.0
Machinery Furniture Equipment,2132000000.0,,,,1997000000.0
Buildings And Improvements,1463000000.0,,,,1369000000.0
Land And Improvements,206000000.0,,,,206000000.0
Properties,0.0,,,,0.0
Current Assets,8429000000.0,8749000000.0,8237000000.0,7793000000.0,7501000000.0
Other Current Assets,174000000.0,227000000.0,252000000.0,259000000.0,192000000.0
Inventory,432000000.0,455000000.0,1171000000.0,795000000.0,626000000.0
Finished Goods,432000000.0,455000000.0,1171000000.0,,626000000.0
Receivables,2472000000.0,3252000000.0,3492000000.0,2687000000.0,2364000000.0
Accounts Receivable,2472000000.0,3252000000.0,3492000000.0,2687000000.0,2364000000.0
Allowance For Doubtful Accounts Receivable,-50000000.0,,,,-44000000.0
Gross Accounts Receivable,2522000000.0,,,,2408000000.0
Cash Cash Equivalents And Short Term Investments,5351000000.0,4815000000.0,3322000000.0,4052000000.0,4319000000.0
Cash And Cash Equivalents,5351000000.0,4815000000.0,3322000000.0,4052000000.0,4319000000.0
