,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Free Cash Flow,692000000.0,964000000.0,2191000000.0,1445000000.0,1368000000.0,
Repurchase Of Capital Stock,-1551000000.0,-1500000000.0,-1269000000.0,-1776000000.0,-1501000000.0,
Repayment Of Debt,-1612000000.0,0.0,-1250000000.0,-466000000.0,-52000000.0,
Issuance Of Debt,405000000.0,1491000000.0,0.0,598000000.0,1299000000.0,
Issuance Of Capital Stock,,,40000000.0,0.0,55000000.0,0.0
Capital Expenditure,-206000000.0,-196000000.0,-203000000.0,-169000000.0,-157000000.0,
Interest Paid Supplemental Data,189000000.0,2000000.0,198000000.0,2000000.0,164000000.0,
Income Tax Paid Supplemental Data,742000000.0,95000000.0,52000000.0,153000000.0,739000000.0,
End Cash Position,18980000000.0,20981000000.0,22390000000.0,21434000000.0,19458000000.0,
Beginning Cash Position,20981000000.0,22390000000.0,21434000000.0,19458000000.0,22275000000.0,
Effect Of Exchange Rate Changes,195000000.0,94000000.0,-310000000.0,192000000.0,5000000.0,
Changes In Cash,-2296000000.0,-1503000000.0,1266000000.0,1784000000.0,-2822000000.0,
Financing Cash Flow,-3174000000.0,994000000.0,-3585000000.0,-2529000000.0,200000000.0,
Cash Flow From Continuing Financing Activities,-3174000000.0,994000000.0,-3585000000.0,-2529000000.0,200000000.0,
Net Other Financing Charges,-490000000.0,1003000000.0,-1106000000.0,-885000000.0,399000000.0,
Net Common Stock Issuance,-1477000000.0,-1500000000.0,-1229000000.0,-1776000000.0,-1446000000.0,
Common Stock Payments,-1551000000.0,-1500000000.0,-1269000000.0,-1776000000.0,-1501000000.0,
Common Stock Issuance,,,40000000.0,0.0,55000000.0,0.0
Net Issuance Payments Of Debt,-1207000000.0,1491000000.0,-1250000000.0,132000000.0,1247000000.0,
Net Short Term Debt Issuance,,,,,,-359000000.0
Short Term Debt Payments,,,,,,-359000000.0
Net Long Term Debt Issuance,-1207000000.0,1491000000.0,-1250000000.0,132000000.0,1247000000.0,
Long Term Debt Payments,-1612000000.0,0.0,-1250000000.0,-466000000.0,-52000000.0,
Long Term Debt Issuance,405000000.0,1491000000.0,0.0,598000000.0,1299000000.0,
Investing Cash Flow,-20000000.0,-3657000000.0,2457000000.0,2699000000.0,-4547000000.0,
Cash Flow From Continuing Investing Activities,-20000000.0,-3657000000.0,2457000000.0,2699000000.0,-4547000000.0,
Net Other Investing Changes,-551000000.0,-2845000000.0,2280000000.0,818000000.0,-466000000.0,
Net Investment Purchase And Sale,736000000.0,-618000000.0,379000000.0,2050000000.0,-3924000000.0,
Sale Of Investment,6331000000.0,5552000000.0,5894000000.0,7013000000.0,5150000000.0,
Purchase Of Investment,-5595000000.0,-6170000000.0,-5515000000.0,-4963000000.0,-9074000000.0,
Net PPE Purchase And Sale,-205000000.0,-194000000.0,-202000000.0,-169000000.0,-157000000.0,
Sale Of PPE,1000000.0,2000000.0,1000000.0,0.0,0.0,
Purchase Of PPE,-206000000.0,-196000000.0,-203000000.0,-169000000.0,-157000000.0,
Operating Cash Flow,898000000.0,1160000000.0,2394000000.0,1614000000.0,1525000000.0,
Cash Flow From Continuing Operating Activities,898000000.0,1160000000.0,2394000000.0,1614000000.0,1525000000.0,
Change In Working Capital,-984000000.0,-676000000.0,34000000.0,-152000000.0,-555000000.0,
Change In Other Working Capital,-969000000.0,-526000000.0,-484000000.0,-136000000.0,-687000000.0,
Change In Payables And Accrued Expense,2000000.0,-52000000.0,59000000.0,35000000.0,11000000.0,
Change In Payable,2000000.0,-52000000.0,59000000.0,35000000.0,11000000.0,
Change In Account Payable,2000000.0,-52000000.0,59000000.0,35000000.0,11000000.0,
Change In Receivables,-17000000.0,-98000000.0,54000000.0,-51000000.0,121000000.0,
Changes In Account Receivables,-17000000.0,-98000000.0,54000000.0,-51000000.0,121000000.0,
Other Non Cash Items,217000000.0,139000000.0,470000000.0,160000000.0,530000000.0,
Stock Based Compensation,286000000.0,249000000.0,283000000.0,284000000.0,298000000.0,
Amortization Of Securities,-27000000.0,-30000000.0,-45000000.0,-93000000.0,-122000000.0,
Deferred Tax,-83000000.0,-6000000.0,223000000.0,-21000000.0,-23000000.0,
Deferred Income Tax,-83000000.0,-6000000.0,223000000.0,-21000000.0,-23000000.0,
Depreciation Amortization Depletion,239000000.0,245000000.0,249000000.0,255000000.0,263000000.0,
Depreciation And Amortization,239000000.0,245000000.0,249000000.0,255000000.0,263000000.0,
Operating Gains Losses,-11000000.0,-48000000.0,59000000.0,171000000.0,6000000.0,
Gain Loss On Investment Securities,-11000000.0,-48000000.0,59000000.0,171000000.0,6000000.0,
Net Income From Continuing Operations,1261000000.0,1287000000.0,1121000000.0,1010000000.0,1128000000.0,
