,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Preferred Shares Number,174000000.0,161350000.0,174000000.0,174000000.0,174000000.0
Ordinary Shares Number,175452716.0,175430172.0,175408393.0,175108335.0,175010887.0
Share Issued,175452716.0,175430172.0,175408393.0,175108335.0,175010887.0
Net Debt,9335676000.0,9137381000.0,8905618000.0,8874774000.0,8858257000.0
Total Debt,10440279000.0,9424558000.0,9353034000.0,9473778000.0,9400520000.0
Tangible Book Value,4768992000.0,4953053000.0,5080419000.0,4965517000.0,5036451000.0
Invested Capital,15462738000.0,14640814000.0,14715640000.0,14733841000.0,14757765000.0
Working Capital,479778000.0,-233359000.0,-140832000.0,-20412000.0,-42331000.0
Net Tangible Assets,9118992000.0,9303053000.0,9430419000.0,9315517000.0,9386451000.0
Common Stock Equity,5022459000.0,5216256000.0,5362606000.0,5260063000.0,5357245000.0
Preferred Stock Equity,4350000000.0,4350000000.0,4350000000.0,4350000000.0,4350000000.0
Total Capitalization,19812738000.0,18990814000.0,19065640000.0,19083841000.0,19107765000.0
Total Equity Gross Minority Interest,9476349000.0,9670352000.0,9813652000.0,9710025000.0,9803648000.0
Minority Interest,103890000.0,104096000.0,101046000.0,99962000.0,96403000.0
Stockholders Equity,9372459000.0,9566256000.0,9712606000.0,9610063000.0,9707245000.0
Gains Losses Not Affecting Retained Earnings,-41461000.0,-58244000.0,-71965000.0,-52684000.0,-74051000.0
Other Equity Adjustments,-41461000.0,-58244000.0,-71965000.0,-52684000.0,-74051000.0
Retained Earnings,-1085142000.0,-867425000.0,-699083000.0,-737450000.0,-592665000.0
Additional Paid In Capital,6131517000.0,6124382000.0,6116113000.0,6032686000.0,6006460000.0
Capital Stock,4367545000.0,4367543000.0,4367541000.0,4367511000.0,4367501000.0
Common Stock,17545000.0,17543000.0,17541000.0,17511000.0,17501000.0
Preferred Stock,4350000000.0,4350000000.0,4350000000.0,4350000000.0,4350000000.0
Total Liabilities Net Minority Interest,11065104000.0,9945094000.0,9941282000.0,10093194000.0,9985114000.0
Total Non Current Liabilities Net Minority Interest,10440279000.0,9424558000.0,9353034000.0,9473778000.0,9400520000.0
Long Term Debt And Capital Lease Obligation,10440279000.0,9424558000.0,9353034000.0,9473778000.0,9400520000.0
Long Term Debt,10440279000.0,9424558000.0,9353034000.0,9473778000.0,9400520000.0
Current Liabilities,624825000.0,520536000.0,588248000.0,619416000.0,584594000.0
Payables And Accrued Expenses,624825000.0,520536000.0,588248000.0,619416000.0,584594000.0
Current Accrued Expenses,624825000.0,520536000.0,588248000.0,619416000.0,584594000.0
Total Assets,20541453000.0,19615446000.0,19754934000.0,19803219000.0,19788762000.0
Total Non Current Assets,19436850000.0,19328269000.0,19307518000.0,19204215000.0,19246499000.0
Other Non Current Assets,364616000.0,291675000.0,282188000.0,279985000.0,277163000.0
Investments And Advances,387946000.0,374115000.0,382490000.0,397482000.0,374161000.0
Long Term Equity Investment,387946000.0,374115000.0,382490000.0,397482000.0,374161000.0
Investment Properties,18173526000.0,18158607000.0,18052552000.0,17921688000.0,17893635000.0
Goodwill And Other Intangible Assets,253467000.0,263203000.0,282187000.0,294546000.0,320794000.0
Other Intangible Assets,87624000.0,97360000.0,116344000.0,128703000.0,154951000.0
Goodwill,165843000.0,165843000.0,165843000.0,165843000.0,165843000.0
Net PPE,257295000.0,240669000.0,308101000.0,310514000.0,380746000.0
Gross PPE,257295000.0,240669000.0,308101000.0,310514000.0,380746000.0
Construction In Progress,257295000.0,240669000.0,308101000.0,310514000.0,380746000.0
Current Assets,1104603000.0,287177000.0,447416000.0,599004000.0,542263000.0
Cash Cash Equivalents And Short Term Investments,1104603000.0,287177000.0,447416000.0,599004000.0,542263000.0
Cash And Cash Equivalents,1104603000.0,287177000.0,447416000.0,599004000.0,542263000.0
