,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Free Cash Flow,1022000000.0,482000000.0,1141000000.0,849000000.0,553000000.0,
Repurchase Of Capital Stock,-210000000.0,-225000000.0,-450000000.0,-1000000.0,-208000000.0,
Repayment Of Debt,,,-11000000.0,-1000000.0,-605000000.0,-1000000.0
Issuance Of Debt,0.0,1620000000.0,0.0,1000000.0,0.0,
Capital Expenditure,-187000000.0,-238000000.0,-247000000.0,-234000000.0,-389000000.0,
End Cash Position,1712000000.0,2263000000.0,1486000000.0,1288000000.0,902000000.0,
Beginning Cash Position,2263000000.0,1486000000.0,1288000000.0,902000000.0,1628000000.0,
Effect Of Exchange Rate Changes,33000000.0,35000000.0,-54000000.0,1000000.0,3000000.0,
Changes In Cash,-584000000.0,742000000.0,252000000.0,385000000.0,-729000000.0,
Financing Cash Flow,-1323000000.0,900000000.0,-962000000.0,-481000000.0,-1326000000.0,
Cash Flow From Continuing Financing Activities,-1323000000.0,900000000.0,-962000000.0,-481000000.0,-1326000000.0,
Net Other Financing Charges,37000000.0,-18000000.0,-22000000.0,3000000.0,-29000000.0,
Cash Dividends Paid,-474000000.0,-477000000.0,-479000000.0,-483000000.0,-483000000.0,
Common Stock Dividend Paid,-474000000.0,-477000000.0,-479000000.0,-483000000.0,-483000000.0,
Net Common Stock Issuance,-210000000.0,-225000000.0,-450000000.0,-1000000.0,-208000000.0,
Common Stock Payments,-210000000.0,-225000000.0,-450000000.0,-1000000.0,-208000000.0,
Net Issuance Payments Of Debt,-676000000.0,1620000000.0,-11000000.0,0.0,-606000000.0,
Net Long Term Debt Issuance,-676000000.0,1620000000.0,-11000000.0,0.0,-606000000.0,
Long Term Debt Payments,,,-11000000.0,-1000000.0,-605000000.0,-1000000.0
Long Term Debt Issuance,0.0,1620000000.0,0.0,1000000.0,0.0,
Investing Cash Flow,-470000000.0,-878000000.0,-174000000.0,-217000000.0,-345000000.0,
Cash Flow From Continuing Investing Activities,-470000000.0,-878000000.0,-174000000.0,-217000000.0,-345000000.0,
Net Other Investing Changes,32000000.0,24000000.0,-5000000.0,15000000.0,38000000.0,
Net Investment Purchase And Sale,-315000000.0,-673000000.0,,,0.0,0.0
Purchase Of Investment,-360000000.0,-673000000.0,,,0.0,0.0
Net Business Purchase And Sale,0.0,9000000.0,3000000.0,2000000.0,6000000.0,
Sale Of Business,0.0,9000000.0,3000000.0,2000000.0,,
Purchase Of Business,,,,,,-3000000.0
Net Intangibles Purchase And Sale,,,0.0,0.0,,
Purchase Of Intangibles,,,0.0,0.0,,
Capital Expenditure Reported,-187000000.0,-238000000.0,-247000000.0,-234000000.0,-249000000.0,
Operating Cash Flow,1209000000.0,720000000.0,1388000000.0,1083000000.0,942000000.0,
Cash Flow From Continuing Operating Activities,1209000000.0,720000000.0,1388000000.0,1083000000.0,942000000.0,
Change In Working Capital,169000000.0,-286000000.0,46000000.0,-117000000.0,-176000000.0,
Change In Other Current Liabilities,-18000000.0,78000000.0,-19000000.0,71000000.0,-90000000.0,
Change In Other Current Assets,48000000.0,-47000000.0,91000000.0,-15000000.0,-82000000.0,
Change In Payables And Accrued Expense,120000000.0,-11000000.0,-356000000.0,88000000.0,9000000.0,
Change In Payable,120000000.0,-11000000.0,-356000000.0,88000000.0,9000000.0,
Change In Account Payable,120000000.0,-11000000.0,-356000000.0,88000000.0,9000000.0,
Change In Inventory,53000000.0,-217000000.0,386000000.0,-291000000.0,-45000000.0,
Change In Receivables,-34000000.0,-89000000.0,-56000000.0,30000000.0,32000000.0,
Changes In Account Receivables,-34000000.0,-89000000.0,-56000000.0,30000000.0,32000000.0,
Other Non Cash Items,-31000000.0,-31000000.0,-36000000.0,32000000.0,-60000000.0,
Stock Based Compensation,26000000.0,27000000.0,26000000.0,18000000.0,34000000.0,
Asset Impairment Charge,,,1387000000.0,1428000000.0,,
Deferred Tax,-646000000.0,51000000.0,-2580000000.0,-229000000.0,-49000000.0,
Deferred Income Tax,-646000000.0,51000000.0,-2580000000.0,-229000000.0,-49000000.0,
Depreciation Amortization Depletion,241000000.0,231000000.0,234000000.0,245000000.0,239000000.0,
Depreciation And Amortization,241000000.0,231000000.0,234000000.0,245000000.0,239000000.0,
Operating Gains Losses,7000000.0,14000000.0,179000000.0,-4000000.0,0.0,
Pension And Employee Benefit Expense,,,167000000.0,-2000000.0,-1000000.0,-3000000.0
Net Foreign Currency Exchange Gain Loss,7000000.0,14000000.0,9000000.0,3000000.0,1000000.0,
Gain Loss On Sale Of Business,0.0,0.0,3000000.0,-1000000.0,-1000000.0,
Net Income From Continuing Operations,-7823000000.0,714000000.0,2132000000.0,-290000000.0,100000000.0,
