,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Free Cash Flow,1275000000.0,-1206000000.0,2528000000.0,1287000000.0,1358000000.0,
Repurchase Of Capital Stock,-396000000.0,-657000000.0,-386000000.0,-391000000.0,-519000000.0,
Repayment Of Debt,-801000000.0,-24000000.0,-33000000.0,-25000000.0,14000000.0,
Issuance Of Debt,1080000000.0,0.0,0.0,2423000000.0,72000000.0,
Capital Expenditure,-89000000.0,-78000000.0,-90000000.0,-94000000.0,-7000000.0,
End Cash Position,9495000000.0,7764000000.0,12779000000.0,14054000000.0,10245000000.0,
Beginning Cash Position,7764000000.0,12779000000.0,14054000000.0,10245000000.0,9391000000.0,
Effect Of Exchange Rate Changes,288000000.0,110000000.0,-244000000.0,142000000.0,-33000000.0,
Changes In Cash,1443000000.0,-5125000000.0,-1031000000.0,3667000000.0,887000000.0,
Financing Cash Flow,26000000.0,-661000000.0,-578000000.0,2360000000.0,-641000000.0,
Cash Flow From Continuing Financing Activities,26000000.0,-661000000.0,-578000000.0,2360000000.0,-641000000.0,
Net Other Financing Charges,904000000.0,807000000.0,415000000.0,1026000000.0,531000000.0,
Proceeds From Stock Option Exercised,47000000.0,51000000.0,217000000.0,84000000.0,19000000.0,
Cash Dividends Paid,-808000000.0,-838000000.0,-791000000.0,-757000000.0,-758000000.0,
Common Stock Dividend Paid,-808000000.0,-838000000.0,-791000000.0,-757000000.0,-758000000.0,
Net Common Stock Issuance,-396000000.0,-657000000.0,-386000000.0,-391000000.0,-519000000.0,
Common Stock Payments,-396000000.0,-657000000.0,-386000000.0,-391000000.0,-519000000.0,
Net Issuance Payments Of Debt,279000000.0,-24000000.0,-33000000.0,2398000000.0,86000000.0,
Net Long Term Debt Issuance,279000000.0,-24000000.0,-33000000.0,2398000000.0,86000000.0,
Long Term Debt Payments,-801000000.0,-24000000.0,-33000000.0,-25000000.0,14000000.0,
Long Term Debt Issuance,1080000000.0,0.0,0.0,2423000000.0,72000000.0,
Investing Cash Flow,53000000.0,-3336000000.0,-3071000000.0,-74000000.0,163000000.0,
Cash Flow From Continuing Investing Activities,53000000.0,-3336000000.0,-3071000000.0,-74000000.0,163000000.0,
Dividends Received Cfi,249000000.0,13000000.0,22000000.0,27000000.0,155000000.0,
Net Investment Purchase And Sale,-124000000.0,-148000000.0,-141000000.0,-7000000.0,89000000.0,
Sale Of Investment,79000000.0,151000000.0,120000000.0,126000000.0,310000000.0,
Purchase Of Investment,-203000000.0,-299000000.0,-261000000.0,-133000000.0,-221000000.0,
Net Business Purchase And Sale,17000000.0,-3123000000.0,-2862000000.0,0.0,-74000000.0,
Purchase Of Business,17000000.0,-3123000000.0,-2862000000.0,0.0,-74000000.0,
Net PPE Purchase And Sale,-89000000.0,-78000000.0,-90000000.0,-94000000.0,-7000000.0,
Purchase Of PPE,-89000000.0,-78000000.0,-90000000.0,-94000000.0,-7000000.0,
Operating Cash Flow,1364000000.0,-1128000000.0,2618000000.0,1381000000.0,1365000000.0,
Cash Flow From Continuing Operating Activities,1364000000.0,-1128000000.0,2618000000.0,1381000000.0,1365000000.0,
Dividend Received Cfo,133000000.0,14000000.0,16000000.0,15000000.0,18000000.0,
Change In Working Capital,600000000.0,-2039000000.0,773000000.0,411000000.0,137000000.0,
Change In Other Working Capital,608000000.0,-1794000000.0,664000000.0,651000000.0,391000000.0,
Change In Other Current Liabilities,-1137000000.0,2990000000.0,-862000000.0,-568000000.0,172000000.0,
Change In Other Current Assets,1040000000.0,-3442000000.0,970000000.0,509000000.0,-299000000.0,
Change In Payables And Accrued Expense,98000000.0,84000000.0,34000000.0,129000000.0,-100000000.0,
Change In Payable,,,,,,196000000.0
Change In Account Payable,,,,,,196000000.0
Change In Receivables,-9000000.0,123000000.0,-33000000.0,-310000000.0,-27000000.0,
Changes In Account Receivables,-9000000.0,123000000.0,-33000000.0,-310000000.0,-27000000.0,
Other Non Cash Items,-775000000.0,-968000000.0,-399000000.0,-786000000.0,-430000000.0,
Stock Based Compensation,226000000.0,241000000.0,242000000.0,156000000.0,179000000.0,
Asset Impairment Charge,,,0.0,,,
Deferred Tax,-93000000.0,15000000.0,-11000000.0,-15000000.0,-39000000.0,
Deferred Income Tax,-93000000.0,15000000.0,-11000000.0,-15000000.0,-39000000.0,
Depreciation Amortization Depletion,217000000.0,194000000.0,200000000.0,110000000.0,108000000.0,
Depreciation And Amortization,217000000.0,194000000.0,200000000.0,110000000.0,108000000.0,
Operating Gains Losses,-609000000.0,-100000000.0,136000000.0,-251000000.0,-145000000.0,
Earnings Losses From Equity Investments,-42000000.0,-51000000.0,78000000.0,-27000000.0,-44000000.0,
Gain Loss On Investment Securities,-567000000.0,-49000000.0,58000000.0,-224000000.0,-101000000.0,
Net Income From Continuing Operations,1665000000.0,1515000000.0,1661000000.0,1691000000.0,1537000000.0,
