,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Free Cash Flow,276239000.0,65491000.0,186826000.0,219355000.0,205686000.0
Repurchase Of Capital Stock,-486782000.0,-217157000.0,-162581000.0,-323531000.0,-254698000.0
Repayment Of Debt,-1236313000.0,-71744000.0,-63772000.0,-63772000.0,-463661000.0
Issuance Of Debt,1500000000.0,175000000.0,275000000.0,152000000.0,540000000.0
Capital Expenditure,-9984000.0,-9427000.0,-7171000.0,-7123000.0,-7645000.0
Interest Paid Supplemental Data,40173000.0,17225000.0,43714000.0,14680000.0,41377000.0
Income Tax Paid Supplemental Data,36865000.0,70435000.0,21778000.0,36435000.0,43524000.0
End Cash Position,189049000.0,146641000.0,184254000.0,150667000.0,156043000.0
Beginning Cash Position,146641000.0,184254000.0,150667000.0,156043000.0,135667000.0
Effect Of Exchange Rate Changes,5761000.0,1915000.0,-7250000.0,3647000.0,-2802000.0
Changes In Cash,36647000.0,-39528000.0,40837000.0,-9023000.0,23178000.0
Financing Cash Flow,-239069000.0,-103505000.0,-144218000.0,-227942000.0,-181759000.0
Cash Flow From Continuing Financing Activities,-239069000.0,-103505000.0,-144218000.0,-227942000.0,-181759000.0
Net Other Financing Charges,-21820000.0,-2405000.0,-196126000.0,-1965000.0,-4143000.0
Proceeds From Stock Option Exercised,5846000.0,12801000.0,3261000.0,9326000.0,743000.0
Net Common Stock Issuance,-486782000.0,-217157000.0,-162581000.0,-323531000.0,-254698000.0
Common Stock Payments,-486782000.0,-217157000.0,-162581000.0,-323531000.0,-254698000.0
Net Issuance Payments Of Debt,263687000.0,103256000.0,211228000.0,88228000.0,76339000.0
Net Short Term Debt Issuance,,,,,76250000.0
Short Term Debt Payments,,,,,-463750000.0
Short Term Debt Issuance,,,,,540000000.0
Net Long Term Debt Issuance,581187000.0,-214244000.0,211228000.0,344978000.0,256839000.0
Long Term Debt Payments,-1368813000.0,60756000.0,-63772000.0,-602022000.0,-538161000.0
Long Term Debt Issuance,,,275000000.0,,
Investing Cash Flow,-10507000.0,-10941000.0,-8942000.0,-7559000.0,-8394000.0
Cash Flow From Continuing Investing Activities,-10507000.0,-10941000.0,-8942000.0,-7559000.0,-8394000.0
Net Investment Purchase And Sale,-523000.0,-1514000.0,-1771000.0,-436000.0,-749000.0
Sale Of Investment,361000.0,1120000.0,375000.0,75000.0,284000.0
Purchase Of Investment,-884000.0,-2634000.0,-2146000.0,-511000.0,-1033000.0
Net PPE Purchase And Sale,-1791000.0,-2119000.0,-841000.0,-1754000.0,-1727000.0
Purchase Of PPE,-1791000.0,-2119000.0,-841000.0,-1754000.0,-1727000.0
Capital Expenditure Reported,-8193000.0,-7308000.0,-6330000.0,-5369000.0,-5918000.0
Operating Cash Flow,286223000.0,74918000.0,193997000.0,226478000.0,213331000.0
Cash Flow From Continuing Operating Activities,286223000.0,74918000.0,193997000.0,226478000.0,213331000.0
Change In Working Capital,67241000.0,-130967000.0,-1235000.0,54215000.0,44459000.0
Change In Other Working Capital,-3255000.0,4447000.0,13685000.0,1920000.0,6256000.0
Change In Other Current Liabilities,-2564000.0,12222000.0,-26238000.0,25758000.0,-13493000.0
Change In Payables And Accrued Expense,21007000.0,-103000.0,-26284000.0,12778000.0,28482000.0
Change In Accrued Expense,18527000.0,-1058000.0,-27125000.0,12894000.0,24471000.0
Change In Payable,2480000.0,955000.0,841000.0,-116000.0,4011000.0
Change In Account Payable,2480000.0,955000.0,841000.0,-116000.0,4011000.0
Change In Prepaid Assets,18119000.0,-23445000.0,-19768000.0,220000.0,-1764000.0
Change In Receivables,33934000.0,-124088000.0,57370000.0,13539000.0,24978000.0
Changes In Account Receivables,33934000.0,-124088000.0,57370000.0,13539000.0,24978000.0
Other Non Cash Items,2213000.0,2373000.0,2840000.0,2737000.0,2914000.0
Stock Based Compensation,41930000.0,41704000.0,40654000.0,39982000.0,42435000.0
Provisionand Write Offof Assets,495000.0,495000.0,495000.0,419000.0,418000.0
Deferred Tax,-6646000.0,-6834000.0,-5947000.0,-8317000.0,-5972000.0
Deferred Income Tax,-6646000.0,-6834000.0,-5947000.0,-8317000.0,-5972000.0
Depreciation Amortization Depletion,3981000.0,3415000.0,3535000.0,3815000.0,3834000.0
Depreciation And Amortization,3981000.0,3415000.0,3535000.0,3815000.0,3834000.0
Operating Gains Losses,-4780000.0,2117000.0,1127000.0,-2064000.0,-1013000.0
Gain Loss On Investment Securities,-4803000.0,2039000.0,1135000.0,-2074000.0,-1033000.0
Gain Loss On Sale Of PPE,23000.0,78000.0,-8000.0,10000.0,20000.0
Net Income From Continuing Operations,181789000.0,162615000.0,152528000.0,135691000.0,126256000.0
