,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Ordinary Shares Number,173387361.0,173008211.0,172785606.0,172754070.0,172710593.0,
Share Issued,173387361.0,173008211.0,172785606.0,172754070.0,172710593.0,
Net Debt,7323000000.0,7379000000.0,7248000000.0,7337000000.0,7409000000.0,
Total Debt,7815000000.0,7913000000.0,8010000000.0,8109000000.0,8306000000.0,
Tangible Book Value,-3931000000.0,-4094000000.0,-5962000000.0,-6051000000.0,-6304000000.0,
Invested Capital,11460000000.0,11175000000.0,10969000000.0,11301000000.0,11173000000.0,
Working Capital,588000000.0,487000000.0,546000000.0,450000000.0,792000000.0,
Net Tangible Assets,-3931000000.0,-4094000000.0,-5962000000.0,-6051000000.0,-6304000000.0,
Common Stock Equity,3645000000.0,3262000000.0,2959000000.0,3192000000.0,2867000000.0,
Total Capitalization,11460000000.0,11075000000.0,10769000000.0,11001000000.0,11173000000.0,
Total Equity Gross Minority Interest,3645000000.0,3262000000.0,2959000000.0,3192000000.0,2867000000.0,
Stockholders Equity,3645000000.0,3262000000.0,2959000000.0,3192000000.0,2867000000.0,
Other Equity Interest,,,,,,4809000000.0
Gains Losses Not Affecting Retained Earnings,-631000000.0,-899000000.0,-1056000000.0,-765000000.0,-943000000.0,
Other Equity Adjustments,-631000000.0,9000000.0,-1056000000.0,-10000000.0,1000000.0,
Foreign Currency Translation Adjustments,,-396000000.0,,-253000000.0,-432000000.0,-433000000.0
Minimum Pension Liabilities,,-512000000.0,,-502000000.0,-512000000.0,-525000000.0
Retained Earnings,468000000.0,378000000.0,242000000.0,211000000.0,89000000.0,
Additional Paid In Capital,3806000000.0,3781000000.0,3771000000.0,3744000000.0,3719000000.0,
Capital Stock,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,
Common Stock,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,
Total Liabilities Net Minority Interest,11429000000.0,11265000000.0,11498000000.0,11553000000.0,11711000000.0,
Total Non Current Liabilities Net Minority Interest,8809000000.0,8699000000.0,8795000000.0,8649000000.0,9140000000.0,
Other Non Current Liabilities,371000000.0,279000000.0,410000000.0,305000000.0,305000000.0,
Liabilities Heldfor Sale Non Current,38000000.0,47000000.0,,,,
Employee Benefits,354000000.0,334000000.0,350000000.0,321000000.0,315000000.0,
Non Current Pension And Other Postretirement Benefit Plans,354000000.0,334000000.0,350000000.0,321000000.0,315000000.0,
Non Current Deferred Liabilities,231000000.0,226000000.0,225000000.0,214000000.0,214000000.0,
Non Current Deferred Taxes Liabilities,231000000.0,226000000.0,225000000.0,214000000.0,214000000.0,
Long Term Debt And Capital Lease Obligation,7815000000.0,7813000000.0,7810000000.0,7809000000.0,8306000000.0,
Long Term Debt,7815000000.0,7813000000.0,7810000000.0,7809000000.0,8306000000.0,
Current Liabilities,2620000000.0,2566000000.0,2703000000.0,2904000000.0,2571000000.0,
Other Current Liabilities,459000000.0,388000000.0,378000000.0,321000000.0,472000000.0,
Current Deferred Liabilities,557000000.0,558000000.0,572000000.0,563000000.0,505000000.0,
Current Deferred Revenue,557000000.0,558000000.0,572000000.0,563000000.0,505000000.0,
Current Debt And Capital Lease Obligation,,100000000.0,200000000.0,300000000.0,,
Current Debt,,100000000.0,200000000.0,300000000.0,,
Other Current Borrowings,,100000000.0,200000000.0,,,
Pensionand Other Post Retirement Benefit Plans Current,228000000.0,217000000.0,281000000.0,251000000.0,198000000.0,
Payables And Accrued Expenses,1376000000.0,1303000000.0,1272000000.0,1469000000.0,1396000000.0,
Current Accrued Expenses,261000000.0,203000000.0,260000000.0,257000000.0,290000000.0,
Interest Payable,105000000.0,64000000.0,114000000.0,91000000.0,148000000.0,
Payables,1115000000.0,1100000000.0,1012000000.0,1212000000.0,1106000000.0,
Dueto Related Parties Current,355000000.0,356000000.0,272000000.0,450000000.0,611000000.0,
Total Tax Payable,117000000.0,140000000.0,122000000.0,202000000.0,,
Accounts Payable,643000000.0,604000000.0,618000000.0,560000000.0,495000000.0,
Total Assets,15074000000.0,14527000000.0,14457000000.0,14745000000.0,14578000000.0,
Total Non Current Assets,11866000000.0,11474000000.0,11208000000.0,11391000000.0,11215000000.0,
Other Non Current Assets,2977000000.0,2920000000.0,665000000.0,549000000.0,507000000.0,
Goodwill And Other Intangible Assets,7576000000.0,7356000000.0,8921000000.0,9243000000.0,9171000000.0,
Other Intangible Assets,2302000000.0,2365000000.0,2544000000.0,2651000000.0,2724000000.0,
Goodwill,5274000000.0,4991000000.0,6377000000.0,6592000000.0,6447000000.0,
Net PPE,1313000000.0,1198000000.0,1622000000.0,1599000000.0,1537000000.0,
Accumulated Depreciation,-1731000000.0,-1666000000.0,-1988000000.0,-1998000000.0,-1928000000.0,
Gross PPE,3044000000.0,2864000000.0,3610000000.0,3597000000.0,3465000000.0,
Construction In Progress,427000000.0,375000000.0,504000000.0,465000000.0,414000000.0,
Machinery Furniture Equipment,1797000000.0,1705000000.0,2150000000.0,2180000000.0,2121000000.0,
Buildings And Improvements,820000000.0,784000000.0,956000000.0,952000000.0,930000000.0,
Properties,0.0,0.0,0.0,0.0,0.0,
Current Assets,3208000000.0,3053000000.0,3249000000.0,3354000000.0,3363000000.0,
Other Current Assets,331000000.0,249000000.0,293000000.0,302000000.0,250000000.0,
Assets Held For Sale Current,168000000.0,293000000.0,,,,
Inventory,962000000.0,866000000.0,965000000.0,953000000.0,899000000.0,
Finished Goods,553000000.0,484000000.0,539000000.0,529000000.0,500000000.0,
Work In Process,173000000.0,171000000.0,190000000.0,181000000.0,171000000.0,
Raw Materials,236000000.0,211000000.0,236000000.0,243000000.0,228000000.0,
Receivables,1255000000.0,1111000000.0,1229000000.0,1327000000.0,1317000000.0,
Duefrom Related Parties Current,190000000.0,185000000.0,185000000.0,222000000.0,289000000.0,
Accounts Receivable,1065000000.0,926000000.0,1044000000.0,1105000000.0,1028000000.0,
Allowance For Doubtful Accounts Receivable,-87000000.0,-83000000.0,-86000000.0,-86000000.0,-83000000.0,
Gross Accounts Receivable,1152000000.0,1009000000.0,1130000000.0,1191000000.0,1111000000.0,
Cash Cash Equivalents And Short Term Investments,492000000.0,534000000.0,762000000.0,772000000.0,897000000.0,
Cash And Cash Equivalents,492000000.0,534000000.0,762000000.0,772000000.0,897000000.0,
