,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Ordinary Shares Number,358418255.0,358400000.0,356600000.0,356200000.0,355300000.0,
Share Issued,358418255.0,358400000.0,356600000.0,356200000.0,355300000.0,
Tangible Book Value,17479100000.0,16739300000.0,16063200000.0,15209700000.0,14331600000.0,
Invested Capital,17845700000.0,17106400000.0,16433700000.0,15583300000.0,14708300000.0,
Working Capital,7053300000.0,6119700000.0,5365700000.0,5538800000.0,6166800000.0,
Net Tangible Assets,17479100000.0,16739300000.0,16063200000.0,15209700000.0,14331600000.0,
Common Stock Equity,17845700000.0,17106400000.0,16433700000.0,15583300000.0,14708300000.0,
Total Capitalization,17845700000.0,17106400000.0,16433700000.0,15583300000.0,14708300000.0,
Total Equity Gross Minority Interest,17953100000.0,17207700000.0,16529600000.0,15677500000.0,14796500000.0,
Minority Interest,107400000.0,101300000.0,95900000.0,94200000.0,88200000.0,
Stockholders Equity,17845700000.0,17106400000.0,16433700000.0,15583300000.0,14708300000.0,
Gains Losses Not Affecting Retained Earnings,3000000.0,-27100000.0,-51300000.0,12900000.0,-23500000.0,
Other Equity Adjustments,3000000.0,-27100000.0,-51300000.0,12900000.0,-23500000.0,
Retained Earnings,7605500000.0,7139400000.0,6803300000.0,6129800000.0,5581700000.0,
Additional Paid In Capital,10236800000.0,9993700000.0,9681300000.0,9440200000.0,9149700000.0,
Capital Stock,400000.0,400000.0,400000.0,400000.0,400000.0,
Common Stock,400000.0,400000.0,400000.0,400000.0,400000.0,
Preferred Stock,0.0,0.0,0.0,0.0,0.0,
Total Liabilities Net Minority Interest,2210100000.0,2012700000.0,2213600000.0,2065900000.0,1853400000.0,
Total Non Current Liabilities Net Minority Interest,517500000.0,474600000.0,468300000.0,389100000.0,365900000.0,
Other Non Current Liabilities,195800000.0,179200000.0,175200000.0,126700000.0,127000000.0,
Tradeand Other Payables Non Current,249900000.0,231800000.0,239000000.0,202800000.0,195400000.0,
Non Current Deferred Liabilities,71800000.0,63600000.0,54100000.0,59600000.0,43500000.0,
Non Current Deferred Revenue,71800000.0,63600000.0,54100000.0,59600000.0,43500000.0,
Current Liabilities,1692600000.0,1538100000.0,1745300000.0,1676800000.0,1487500000.0,
Current Deferred Liabilities,499900000.0,496300000.0,468800000.0,426000000.0,433900000.0,
Current Deferred Revenue,499900000.0,496300000.0,468800000.0,426000000.0,433900000.0,
Pensionand Other Post Retirement Benefit Plans Current,420800000.0,309700000.0,535600000.0,377500000.0,321300000.0,
Payables And Accrued Expenses,771900000.0,732100000.0,740900000.0,873300000.0,732300000.0,
Current Accrued Expenses,411400000.0,397900000.0,393100000.0,490000000.0,452000000.0,
Payables,360500000.0,334200000.0,347800000.0,383300000.0,280300000.0,
Total Tax Payable,93700000.0,58000000.0,154400000.0,164600000.0,85900000.0,
Accounts Payable,266800000.0,276200000.0,193400000.0,218700000.0,194400000.0,
Total Assets,20163200000.0,19220400000.0,18743200000.0,17743400000.0,16649900000.0,
Total Non Current Assets,11417300000.0,11562600000.0,11632200000.0,10527800000.0,8995600000.0,
Other Non Current Assets,789100000.0,768000000.0,750900000.0,644400000.0,629300000.0,
Non Current Deferred Assets,1070300000.0,1038600000.0,1045100000.0,997000000.0,946900000.0,
Non Current Deferred Taxes Assets,1070300000.0,1038600000.0,1045100000.0,997000000.0,946900000.0,
Investments And Advances,4206000000.0,4589900000.0,4819100000.0,4079800000.0,2925900000.0,
Investmentin Financial Assets,4206000000.0,4589900000.0,4819100000.0,4079800000.0,2925900000.0,
Available For Sale Securities,4206000000.0,4589900000.0,4819100000.0,4079800000.0,2925900000.0,
Goodwill And Other Intangible Assets,366600000.0,367100000.0,370500000.0,373600000.0,376700000.0,
Other Intangible Assets,17900000.0,19600000.0,23000000.0,25300000.0,28700000.0,
Goodwill,348700000.0,347500000.0,347500000.0,348300000.0,348000000.0,
Net PPE,4985300000.0,4799000000.0,4646600000.0,4433000000.0,4116800000.0,
Accumulated Depreciation,,,-1881300000.0,-1811500000.0,,
Gross PPE,,,6527900000.0,6244500000.0,,
Construction In Progress,,,1631600000.0,1583500000.0,,
Other Properties,,,1579100000.0,1455100000.0,,
Machinery Furniture Equipment,,,1354500000.0,1313300000.0,,
Buildings And Improvements,,,1486300000.0,1428500000.0,,
Land And Improvements,,,476400000.0,464100000.0,,
Properties,,,0.0,0.0,,
Current Assets,8745900000.0,7657800000.0,7111000000.0,7215600000.0,7654300000.0,
Other Current Assets,358200000.0,243500000.0,253700000.0,212200000.0,270000000.0,
Inventory,1667000000.0,1553600000.0,1487200000.0,1481700000.0,1383900000.0,
Finished Goods,910800000.0,773700000.0,717600000.0,744200000.0,717800000.0,
Work In Process,230800000.0,230200000.0,205700000.0,214900000.0,182600000.0,
Raw Materials,525400000.0,549700000.0,563900000.0,522600000.0,483500000.0,
Receivables,1394200000.0,1349400000.0,1356800000.0,1290000000.0,1243200000.0,
Receivables Adjustments Allowances,-22900000.0,-24000000.0,,-23600000.0,-17900000.0,-16200000.0
Other Receivables,285100000.0,282900000.0,131400000.0,328900000.0,258500000.0,
Accounts Receivable,1132000000.0,1090500000.0,1225400000.0,984700000.0,1002600000.0,
Allowance For Doubtful Accounts Receivable,,,-30700000.0,,,
Gross Accounts Receivable,,,1256100000.0,,,
Cash Cash Equivalents And Short Term Investments,5326500000.0,4511300000.0,4013300000.0,4231700000.0,4757200000.0,
Other Short Term Investments,1923400000.0,1937500000.0,1985900000.0,1818400000.0,1720500000.0,
Cash And Cash Equivalents,3403100000.0,2573800000.0,2027400000.0,2413300000.0,3036700000.0,
Cash Equivalents,2875100000.0,1996500000.0,1548000000.0,1846500000.0,2561500000.0,
Cash Financial,528000000.0,577300000.0,479400000.0,566800000.0,475200000.0,
