,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Free Cash Flow,1002000000.0,396000000.0,738000000.0,592000000.0,1106000000.0,
Repurchase Of Capital Stock,0.0,0.0,0.0,0.0,0.0,
Repayment Of Debt,-4063000000.0,-1847000000.0,-1620000000.0,-2698000000.0,-2357000000.0,
Issuance Of Debt,3647000000.0,2876000000.0,1638000000.0,2860000000.0,1936000000.0,
Capital Expenditure,-647000000.0,-766000000.0,-772000000.0,-657000000.0,-581000000.0,
Interest Paid Supplemental Data,269000000.0,657000000.0,274000000.0,628000000.0,308000000.0,
Income Tax Paid Supplemental Data,35000000.0,3000000.0,7000000.0,15000000.0,,
End Cash Position,197000000.0,295000000.0,214000000.0,133000000.0,124000000.0,
Beginning Cash Position,295000000.0,214000000.0,133000000.0,124000000.0,143000000.0,
Changes In Cash,-98000000.0,81000000.0,82000000.0,9000000.0,-19000000.0,
Financing Cash Flow,-1122000000.0,333000000.0,-657000000.0,-554000000.0,-1106000000.0,
Cash Flow From Continuing Financing Activities,-1122000000.0,333000000.0,-657000000.0,-554000000.0,-1106000000.0,
Net Other Financing Charges,-52000000.0,-54000000.0,-33000000.0,-73000000.0,-44000000.0,
Cash Dividends Paid,-654000000.0,-642000000.0,-642000000.0,-643000000.0,-641000000.0,
Common Stock Dividend Paid,-654000000.0,-642000000.0,-642000000.0,-643000000.0,-641000000.0,
Net Common Stock Issuance,0.0,0.0,0.0,0.0,0.0,
Common Stock Payments,0.0,0.0,0.0,0.0,0.0,
Net Issuance Payments Of Debt,-416000000.0,1029000000.0,18000000.0,162000000.0,-421000000.0,
Net Long Term Debt Issuance,-416000000.0,1029000000.0,18000000.0,162000000.0,-421000000.0,
Long Term Debt Payments,-4063000000.0,-1847000000.0,-1620000000.0,-2698000000.0,-2357000000.0,
Long Term Debt Issuance,3647000000.0,2876000000.0,1638000000.0,2860000000.0,1936000000.0,
Investing Cash Flow,-625000000.0,-1414000000.0,-771000000.0,-686000000.0,-600000000.0,
Cash Flow From Continuing Investing Activities,-625000000.0,-1414000000.0,-771000000.0,-686000000.0,-600000000.0,
Net Other Investing Changes,-646000000.0,-3000000.0,31000000.0,-16000000.0,-39000000.0,
Dividends Received Cfi,47000000.0,45000000.0,60000000.0,36000000.0,46000000.0,
Net Investment Purchase And Sale,-27000000.0,-42000000.0,-28000000.0,-49000000.0,-26000000.0,
Purchase Of Investment,-27000000.0,-42000000.0,-28000000.0,-49000000.0,-26000000.0,
Net Business Purchase And Sale,,-648000000.0,,,,0.0
Purchase Of Business,,-648000000.0,,,,0.0
Capital Expenditure Reported,-647000000.0,-766000000.0,-772000000.0,-657000000.0,-581000000.0,
Operating Cash Flow,1649000000.0,1162000000.0,1510000000.0,1249000000.0,1687000000.0,
Cash Flow From Continuing Operating Activities,1649000000.0,1162000000.0,1510000000.0,1249000000.0,1687000000.0,
Dividend Received Cfo,212000000.0,185000000.0,223000000.0,184000000.0,233000000.0,
Change In Working Capital,228000000.0,-310000000.0,-75000000.0,-26000000.0,358000000.0,
Change In Other Current Liabilities,-6000000.0,-24000000.0,16000000.0,10000000.0,23000000.0,
Change In Other Current Assets,-10000000.0,24000000.0,-44000000.0,8000000.0,-35000000.0,
Change In Payables And Accrued Expense,202000000.0,-333000000.0,273000000.0,-86000000.0,252000000.0,
Change In Accrued Expense,188000000.0,-206000000.0,181000000.0,-163000000.0,159000000.0,
Change In Interest Payable,188000000.0,-206000000.0,181000000.0,-163000000.0,159000000.0,
Change In Payable,14000000.0,-127000000.0,,77000000.0,93000000.0,-262000000.0
Change In Account Payable,4000000.0,-57000000.0,102000000.0,14000000.0,66000000.0,
Change In Tax Payable,10000000.0,-70000000.0,-10000000.0,63000000.0,27000000.0,
Change In Income Tax Payable,10000000.0,-70000000.0,-10000000.0,63000000.0,27000000.0,
Change In Inventory,20000000.0,-22000000.0,-14000000.0,9000000.0,10000000.0,
Change In Receivables,22000000.0,45000000.0,-248000000.0,33000000.0,108000000.0,
Changes In Account Receivables,22000000.0,45000000.0,-248000000.0,33000000.0,108000000.0,
Other Non Cash Items,-9000000.0,-94000000.0,65000000.0,11000000.0,-11000000.0,
Deferred Tax,160000000.0,167000000.0,193000000.0,97000000.0,159000000.0,
Deferred Income Tax,160000000.0,167000000.0,193000000.0,97000000.0,159000000.0,
Depreciation Amortization Depletion,616000000.0,610000000.0,596000000.0,587000000.0,584000000.0,
Operating Gains Losses,-300000000.0,-139000000.0,-186000000.0,-255000000.0,-238000000.0,
Earnings Losses From Equity Investments,-206000000.0,-220000000.0,-228000000.0,-236000000.0,-195000000.0,
Gain Loss On Investment Securities,-93000000.0,82000000.0,40000000.0,-20000000.0,2000000.0,
Gain Loss On Sale Of Business,-1000000.0,-1000000.0,2000000.0,1000000.0,-45000000.0,
Net Income From Continuing Operations,742000000.0,743000000.0,694000000.0,651000000.0,602000000.0,
