,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Ordinary Shares Number,132000000.0,132101184.0,132061259.0,132060016.0,132100000.0,
Share Issued,132000000.0,132101184.0,132061259.0,132060016.0,132100000.0,
Net Debt,4562300000.0,4727100000.0,4747700000.0,2896500000.0,3316200000.0,
Total Debt,5445800000.0,5464500000.0,5828800000.0,3833200000.0,3934700000.0,
Tangible Book Value,2743500000.0,2472800000.0,2615800000.0,2970700000.0,2706000000.0,
Invested Capital,13316600000.0,13042500000.0,13426000000.0,11198700000.0,11132500000.0,
Working Capital,901600000.0,1129000000.0,1026600000.0,1438800000.0,1179700000.0,
Net Tangible Assets,2743500000.0,2472800000.0,2615800000.0,2970700000.0,2706000000.0,
Capital Lease Obligations,536100000.0,556100000.0,521400000.0,503500000.0,507500000.0,
Common Stock Equity,8406900000.0,8134100000.0,8118600000.0,7869000000.0,7705300000.0,
Total Capitalization,12766100000.0,13042000000.0,13025500000.0,11198200000.0,11037000000.0,
Total Equity Gross Minority Interest,8429700000.0,8158500000.0,8142500000.0,7893100000.0,7730400000.0,
Minority Interest,22800000.0,24400000.0,23900000.0,24100000.0,25100000.0,
Stockholders Equity,8406900000.0,8134100000.0,8118600000.0,7869000000.0,7705300000.0,
Gains Losses Not Affecting Retained Earnings,-124500000.0,-126000000.0,-127400000.0,-138800000.0,-140600000.0,
Other Equity Adjustments,-124500000.0,-126000000.0,-127400000.0,-138800000.0,-140600000.0,
Retained Earnings,5494900000.0,5238800000.0,5213800000.0,4980700000.0,4833900000.0,
Additional Paid In Capital,2904500000.0,2889200000.0,2900100000.0,2895000000.0,2879900000.0,
Capital Stock,132000000.0,132100000.0,132100000.0,132100000.0,132100000.0,
Common Stock,132000000.0,132100000.0,132100000.0,132100000.0,132100000.0,
Total Liabilities Net Minority Interest,8545000000.0,8553600000.0,8962300000.0,6458800000.0,6486000000.0,
Total Non Current Liabilities Net Minority Interest,7203100000.0,7756700000.0,7723200000.0,5684700000.0,5689200000.0,
Other Non Current Liabilities,849900000.0,825100000.0,318000000.0,712300000.0,697100000.0,
Employee Benefits,,,75200000.0,,,
Non Current Pension And Other Postretirement Benefit Plans,,,75200000.0,,,
Non Current Deferred Liabilities,1457900000.0,1467600000.0,1474300000.0,1139700000.0,1152900000.0,
Non Current Deferred Revenue,134300000.0,136200000.0,137800000.0,139400000.0,141400000.0,
Non Current Deferred Taxes Liabilities,1323600000.0,1331400000.0,1336500000.0,1000300000.0,1011500000.0,
Long Term Debt And Capital Lease Obligation,4895300000.0,5464000000.0,5428300000.0,3832700000.0,3839200000.0,
Long Term Capital Lease Obligation,536100000.0,556100000.0,521400000.0,503500000.0,507500000.0,
Long Term Debt,4359200000.0,4907900000.0,4906900000.0,3329200000.0,3331700000.0,
Long Term Provisions,,,427400000.0,,,
Current Liabilities,1341900000.0,796900000.0,1239100000.0,774100000.0,796800000.0,
Other Current Liabilities,407900000.0,441700000.0,276200000.0,421000000.0,374700000.0,
Current Debt And Capital Lease Obligation,550500000.0,500000.0,400500000.0,500000.0,95500000.0,
Current Debt,550500000.0,500000.0,400500000.0,500000.0,95500000.0,
Other Current Borrowings,,,400500000.0,,500000.0,500000.0
Line Of Credit,,,,,0.0,
Commercial Paper,,,,,95000000.0,
Payables And Accrued Expenses,383500000.0,354700000.0,562400000.0,352600000.0,326600000.0,
Current Accrued Expenses,,,155400000.0,,,
Interest Payable,,,31400000.0,,,
Payables,,,407000000.0,,,
Accounts Payable,,,407000000.0,,,
Total Assets,16974700000.0,16712100000.0,17104800000.0,14351900000.0,14216400000.0,
Total Non Current Assets,14731200000.0,14786200000.0,14839100000.0,12139000000.0,12239900000.0,
Other Non Current Assets,152000000.0,146300000.0,317100000.0,287500000.0,281600000.0,
Investments And Advances,32900000.0,31300000.0,31300000.0,31400000.0,31400000.0,
Goodwill And Other Intangible Assets,5663400000.0,5661300000.0,5502800000.0,4898300000.0,4999300000.0,
Other Intangible Assets,1831600000.0,1846300000.0,1714700000.0,1448300000.0,1462700000.0,
Goodwill,3831800000.0,3815000000.0,3788100000.0,3450000000.0,3536600000.0,
Net PPE,8882900000.0,8947300000.0,8987900000.0,6921800000.0,6927600000.0,
Accumulated Depreciation,-6376300000.0,-6298800000.0,-6202100000.0,-6080100000.0,-5960100000.0,
Gross PPE,15259200000.0,15246100000.0,15190000000.0,13001900000.0,12887700000.0,
Construction In Progress,,,400100000.0,,,
Other Properties,15259200000.0,15246100000.0,963500000.0,13001900000.0,12887700000.0,
Machinery Furniture Equipment,,,7717200000.0,,,
Buildings And Improvements,,,304400000.0,,,
Land And Improvements,,,5804800000.0,,,
Current Assets,2243500000.0,1925900000.0,2265700000.0,2212900000.0,1976500000.0,
Other Current Assets,88100000.0,83100000.0,90800000.0,113500000.0,153400000.0,
Assets Held For Sale Current,,,,0.0,,
Restricted Cash,3600000.0,11600000.0,41100000.0,1100000.0,600000.0,
Inventory,725500000.0,721000000.0,681800000.0,647700000.0,650300000.0,
Finished Goods,574400000.0,570300000.0,534600000.0,505900000.0,514200000.0,
Work In Process,10900000.0,10300000.0,9000000.0,11100000.0,8800000.0,
Raw Materials,140200000.0,140400000.0,138200000.0,130700000.0,127300000.0,
Receivables,1078900000.0,928900000.0,892300000.0,1017400000.0,1061200000.0,
Accounts Receivable,1078900000.0,928900000.0,892300000.0,1017400000.0,1061200000.0,
Allowance For Doubtful Accounts Receivable,-13300000.0,-13000000.0,-13200000.0,-13500000.0,-14300000.0,
Gross Accounts Receivable,1092200000.0,941900000.0,905500000.0,1030900000.0,1075500000.0,
Cash Cash Equivalents And Short Term Investments,347400000.0,181300000.0,559700000.0,433200000.0,111000000.0,
Cash And Cash Equivalents,347400000.0,181300000.0,559700000.0,433200000.0,111000000.0,
