,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Free Cash Flow,425000000.0,216000000.0,150000000.0,27000000.0,380000000.0,
Repurchase Of Capital Stock,,,,,0.0,0.0
Repayment Of Debt,-547000000.0,-531000000.0,0.0,0.0,0.0,
Issuance Of Debt,400000000.0,0.0,0.0,0.0,0.0,
Capital Expenditure,-83000000.0,-43000000.0,-71000000.0,-68000000.0,-54000000.0,
End Cash Position,893000000.0,816000000.0,1240000000.0,1241000000.0,1360000000.0,
Beginning Cash Position,816000000.0,1240000000.0,1241000000.0,1360000000.0,797000000.0,
Effect Of Exchange Rate Changes,0.0,0.0,0.0,0.0,0.0,
Changes In Cash,77000000.0,-424000000.0,-1000000.0,-119000000.0,563000000.0,
Financing Cash Flow,-301000000.0,-675000000.0,-152000000.0,-146000000.0,-154000000.0,
Cash Flow From Continuing Financing Activities,-301000000.0,-675000000.0,-152000000.0,-146000000.0,-154000000.0,
Net Other Financing Charges,-17000000.0,-16000000.0,-7000000.0,-28000000.0,-7000000.0,
Proceeds From Stock Option Exercised,16000000.0,24000000.0,3000000.0,29000000.0,0.0,
Cash Dividends Paid,-153000000.0,-152000000.0,-148000000.0,-147000000.0,-147000000.0,
Common Stock Dividend Paid,-153000000.0,-152000000.0,-148000000.0,-147000000.0,-147000000.0,
Net Common Stock Issuance,,,,,0.0,0.0
Common Stock Payments,,,,,0.0,0.0
Net Issuance Payments Of Debt,-147000000.0,-531000000.0,0.0,0.0,0.0,
Net Long Term Debt Issuance,-147000000.0,-531000000.0,0.0,0.0,0.0,
Long Term Debt Payments,-547000000.0,-531000000.0,0.0,0.0,0.0,
Long Term Debt Issuance,400000000.0,0.0,0.0,0.0,0.0,
Investing Cash Flow,-130000000.0,-8000000.0,-70000000.0,-68000000.0,283000000.0,
Cash Flow From Continuing Investing Activities,-130000000.0,-8000000.0,-70000000.0,-68000000.0,283000000.0,
Net Other Investing Changes,0.0,0.0,,,2000000.0,3000000.0
Net Investment Purchase And Sale,41000000.0,,,,9000000.0,5000000.0
Sale Of Investment,41000000.0,,,,9000000.0,
Purchase Of Investment,,,,,0.0,0.0
Net Business Purchase And Sale,-88000000.0,,,,,
Sale Of Business,0.0,,,,,
Net PPE Purchase And Sale,-83000000.0,-43000000.0,-71000000.0,-68000000.0,-54000000.0,
Purchase Of PPE,-83000000.0,-43000000.0,-71000000.0,-68000000.0,-54000000.0,
Operating Cash Flow,508000000.0,259000000.0,221000000.0,95000000.0,434000000.0,
Cash Flow From Continuing Operating Activities,508000000.0,259000000.0,221000000.0,95000000.0,434000000.0,
Change In Working Capital,-92000000.0,-203000000.0,-293000000.0,-317000000.0,104000000.0,
Change In Other Working Capital,39000000.0,-29000000.0,-34000000.0,-37000000.0,217000000.0,
Change In Payables And Accrued Expense,157000000.0,-140000000.0,-210000000.0,63000000.0,32000000.0,
Change In Accrued Expense,68000000.0,1000000.0,-10000000.0,53000000.0,-87000000.0,
Change In Payable,89000000.0,-141000000.0,-200000000.0,10000000.0,119000000.0,
Change In Account Payable,89000000.0,-141000000.0,-200000000.0,10000000.0,119000000.0,
Change In Inventory,32000000.0,1000000.0,-90000000.0,-144000000.0,-48000000.0,
Change In Receivables,-320000000.0,-35000000.0,41000000.0,-199000000.0,-97000000.0,
Changes In Account Receivables,-320000000.0,-35000000.0,41000000.0,-199000000.0,-97000000.0,
Other Non Cash Items,20000000.0,-2000000.0,58000000.0,8000000.0,15000000.0,
Stock Based Compensation,59000000.0,54000000.0,49000000.0,38000000.0,38000000.0,
Deferred Tax,-16000000.0,3000000.0,8000000.0,-3000000.0,14000000.0,
Deferred Income Tax,-16000000.0,3000000.0,8000000.0,-3000000.0,14000000.0,
Depreciation Amortization Depletion,61000000.0,63000000.0,63000000.0,64000000.0,63000000.0,
Depreciation And Amortization,61000000.0,63000000.0,63000000.0,64000000.0,63000000.0,
Operating Gains Losses,-12000000.0,,,,-313000000.0,0.0
Net Income From Continuing Operations,488000000.0,340000000.0,336000000.0,305000000.0,513000000.0,
