,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Free Cash Flow,713000000.0,-318000000.0,72000000.0,-745000000.0,180000000.0,
Repurchase Of Capital Stock,,,0.0,0.0,0.0,0.0
Repayment Of Debt,,,-477000000.0,0.0,0.0,0.0
Issuance Of Debt,0.0,200000000.0,1950000000.0,125000000.0,1400000000.0,
Issuance Of Capital Stock,0.0,1308000000.0,,,0.0,0.0
Capital Expenditure,-1266000000.0,-1155000000.0,-1238000000.0,-1137000000.0,-1159000000.0,
Interest Paid Supplemental Data,411000000.0,149000000.0,415000000.0,137000000.0,385000000.0,
Income Tax Paid Supplemental Data,,,1000000.0,2000000.0,1000000.0,3000000.0
End Cash Position,1507000000.0,360000000.0,1333000000.0,102000000.0,1507000000.0,
Beginning Cash Position,360000000.0,1333000000.0,102000000.0,1507000000.0,175000000.0,
Changes In Cash,1147000000.0,-973000000.0,1231000000.0,-1405000000.0,1332000000.0,
Financing Cash Flow,592000000.0,-579000000.0,1305000000.0,-530000000.0,1271000000.0,
Cash Flow From Continuing Financing Activities,592000000.0,-579000000.0,1305000000.0,-530000000.0,1271000000.0,
Net Other Financing Charges,0.0,-1000000.0,-18000000.0,-2000000.0,-22000000.0,
Proceeds From Stock Option Exercised,16000000.0,16000000.0,15000000.0,15000000.0,15000000.0,
Cash Dividends Paid,-294000000.0,-282000000.0,-276000000.0,-275000000.0,-275000000.0,
Common Stock Dividend Paid,-294000000.0,-282000000.0,-276000000.0,-275000000.0,-275000000.0,
Net Common Stock Issuance,0.0,1308000000.0,0.0,0.0,0.0,
Common Stock Payments,,,0.0,0.0,0.0,0.0
Common Stock Issuance,0.0,1308000000.0,,,0.0,0.0
Net Issuance Payments Of Debt,870000000.0,-1620000000.0,1584000000.0,-268000000.0,1553000000.0,
Net Short Term Debt Issuance,870000000.0,-1820000000.0,111000000.0,-393000000.0,153000000.0,
Net Long Term Debt Issuance,0.0,200000000.0,1473000000.0,125000000.0,1400000000.0,
Long Term Debt Payments,,,-477000000.0,0.0,0.0,0.0
Long Term Debt Issuance,0.0,200000000.0,1950000000.0,125000000.0,1400000000.0,
Investing Cash Flow,-1424000000.0,-1231000000.0,-1384000000.0,-1267000000.0,-1278000000.0,
Cash Flow From Continuing Investing Activities,-1424000000.0,-1231000000.0,-1384000000.0,-1267000000.0,-1278000000.0,
Net Other Investing Changes,-158000000.0,-121000000.0,-146000000.0,-130000000.0,-119000000.0,
Net Business Purchase And Sale,0.0,45000000.0,0.0,0.0,0.0,
Sale Of Business,0.0,45000000.0,0.0,0.0,0.0,
Capital Expenditure Reported,-1266000000.0,-1155000000.0,-1238000000.0,-1137000000.0,-1159000000.0,
Operating Cash Flow,1979000000.0,837000000.0,1310000000.0,392000000.0,1339000000.0,
Cash Flow From Continuing Operating Activities,1979000000.0,837000000.0,1310000000.0,392000000.0,1339000000.0,
Dividend Received Cfo,17000000.0,16000000.0,20000000.0,13000000.0,2000000.0,
Change In Working Capital,1068000000.0,-794000000.0,409000000.0,-1007000000.0,567000000.0,
Change In Other Working Capital,,,-167000000.0,-296000000.0,-207000000.0,64000000.0
Change In Other Current Liabilities,54000000.0,9000000.0,-31000000.0,71000000.0,6000000.0,
Change In Payables And Accrued Expense,25000000.0,9000000.0,76000000.0,107000000.0,-98000000.0,
Change In Accrued Expense,-125000000.0,137000000.0,-131000000.0,140000000.0,-109000000.0,
Change In Interest Payable,-125000000.0,137000000.0,-131000000.0,140000000.0,-109000000.0,
Change In Payable,150000000.0,-128000000.0,207000000.0,-33000000.0,11000000.0,
Change In Account Payable,175000000.0,-140000000.0,198000000.0,-33000000.0,12000000.0,
Change In Tax Payable,-25000000.0,12000000.0,9000000.0,0.0,-1000000.0,
Change In Income Tax Payable,-25000000.0,12000000.0,9000000.0,0.0,-1000000.0,
Change In Prepaid Assets,625000000.0,-554000000.0,927000000.0,-934000000.0,586000000.0,
Change In Inventory,,,-13000000.0,-21000000.0,-9000000.0,27000000.0
Change In Receivables,620000000.0,-258000000.0,-383000000.0,48000000.0,280000000.0,
Changes In Account Receivables,357000000.0,-305000000.0,-134000000.0,-68000000.0,154000000.0,
Other Non Cash Items,17000000.0,13000000.0,17000000.0,-39000000.0,83000000.0,
Deferred Tax,54000000.0,247000000.0,-32000000.0,287000000.0,-27000000.0,
Deferred Income Tax,54000000.0,247000000.0,-32000000.0,287000000.0,-27000000.0,
Depreciation Amortization Depletion,576000000.0,564000000.0,554000000.0,550000000.0,512000000.0,
Depreciation And Amortization,576000000.0,564000000.0,554000000.0,550000000.0,512000000.0,
Operating Gains Losses,,,32000000.0,0.0,0.0,30000000.0
Gain Loss On Sale Of Business,0.0,0.0,32000000.0,0.0,0.0,
Net Income From Continuing Operations,247000000.0,791000000.0,310000000.0,588000000.0,202000000.0,
