,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Ordinary Shares Number,957000000.0,966000000.0,1000000000.0,1100000000.0,1100000000.0,
Share Issued,957000000.0,966000000.0,1000000000.0,1100000000.0,1100000000.0,
Net Debt,113350000000.0,112108000000.0,109860000000.0,104107000000.0,103920000000.0,
Total Debt,135731000000.0,132678000000.0,130693000000.0,127851000000.0,126436000000.0,
Tangible Book Value,61875000000.0,59852000000.0,58522000000.0,66190000000.0,63855000000.0,
Invested Capital,202094000000.0,197050000000.0,192804000000.0,198786000000.0,195069000000.0,
Working Capital,20473000000.0,19259000000.0,12280000000.0,19956000000.0,16701000000.0,
Net Tangible Assets,61875000000.0,59852000000.0,58522000000.0,66190000000.0,63855000000.0,
Capital Lease Obligations,,,961000000.0,,,
Common Stock Equity,66363000000.0,64372000000.0,63072000000.0,70935000000.0,68633000000.0,
Total Capitalization,163780000000.0,161116000000.0,153372000000.0,162624000000.0,156971000000.0,
Total Equity Gross Minority Interest,68459000000.0,66426000000.0,65590000000.0,74162000000.0,71900000000.0,
Minority Interest,2096000000.0,2054000000.0,2518000000.0,3227000000.0,3267000000.0,
Stockholders Equity,66363000000.0,64372000000.0,63072000000.0,70935000000.0,68633000000.0,
Other Equity Interest,,-1000000.0,,,,
Gains Losses Not Affecting Retained Earnings,-10932000000.0,-11122000000.0,-11253000000.0,-10468000000.0,-10787000000.0,
Other Equity Adjustments,-10932000000.0,-11122000000.0,-11253000000.0,-10468000000.0,-10787000000.0,
Retained Earnings,56675000000.0,55140000000.0,53472000000.0,62050000000.0,59807000000.0,
Additional Paid In Capital,20610000000.0,20345000000.0,20843000000.0,19342000000.0,19602000000.0,
Capital Stock,10000000.0,10000000.0,10000000.0,11000000.0,11000000.0,
Common Stock,10000000.0,10000000.0,10000000.0,11000000.0,11000000.0,
Total Liabilities Net Minority Interest,220925000000.0,215678000000.0,214171000000.0,215127000000.0,211056000000.0,
Total Non Current Liabilities Net Minority Interest,127113000000.0,124931000000.0,117906000000.0,119664000000.0,115693000000.0,
Other Non Current Liabilities,19622000000.0,18452000000.0,10281000000.0,17742000000.0,16934000000.0,
Employee Benefits,10074000000.0,9735000000.0,10424000000.0,10233000000.0,10421000000.0,
Non Current Pension And Other Postretirement Benefit Plans,10074000000.0,9735000000.0,9923000000.0,10233000000.0,10421000000.0,
Non Current Deferred Liabilities,,,5940000000.0,,,
Non Current Deferred Revenue,,,5940000000.0,,,
Long Term Debt And Capital Lease Obligation,97417000000.0,96744000000.0,91261000000.0,91689000000.0,88338000000.0,
Long Term Capital Lease Obligation,,,961000000.0,,,
Long Term Debt,97417000000.0,96744000000.0,90300000000.0,91689000000.0,88338000000.0,
Current Liabilities,93812000000.0,90747000000.0,96265000000.0,95463000000.0,95363000000.0,
Other Current Liabilities,,,-1000000.0,,,-1000000.0
Current Deferred Liabilities,,,3371000000.0,,,
Current Deferred Revenue,,,3371000000.0,,,
Current Debt And Capital Lease Obligation,38314000000.0,35934000000.0,39432000000.0,36162000000.0,38098000000.0,
Current Debt,38314000000.0,35934000000.0,39432000000.0,36162000000.0,38098000000.0,
Other Current Borrowings,38314000000.0,35934000000.0,39432000000.0,36162000000.0,38098000000.0,
Payables And Accrued Expenses,55498000000.0,54813000000.0,53463000000.0,59301000000.0,57265000000.0,
Current Accrued Expenses,28421000000.0,27865000000.0,27783000000.0,29672000000.0,28503000000.0,
Payables,27077000000.0,26948000000.0,25680000000.0,29629000000.0,28762000000.0,
Accounts Payable,27077000000.0,26948000000.0,25680000000.0,29629000000.0,28762000000.0,
Total Assets,289384000000.0,282104000000.0,279761000000.0,289289000000.0,282956000000.0,
Total Non Current Assets,175099000000.0,172099000000.0,171216000000.0,173870000000.0,170891000000.0,
Other Non Current Assets,10632000000.0,8567000000.0,8346000000.0,8690000000.0,8054000000.0,
Non Current Deferred Assets,21478000000.0,21234000000.0,21254000000.0,21007000000.0,21088000000.0,
Non Current Deferred Taxes Assets,21478000000.0,21234000000.0,21254000000.0,21007000000.0,21088000000.0,
Non Current Accounts Receivable,47043000000.0,46534000000.0,46474000000.0,45928000000.0,44747000000.0,
Investments And Advances,6103000000.0,6877000000.0,7102000000.0,11039000000.0,10734000000.0,
Long Term Equity Investment,6103000000.0,6877000000.0,7102000000.0,11039000000.0,10734000000.0,
Goodwill And Other Intangible Assets,4488000000.0,4520000000.0,4550000000.0,4745000000.0,4778000000.0,
Other Intangible Assets,,,2650000000.0,,,
Goodwill,,,1900000000.0,,,
Net PPE,85355000000.0,84367000000.0,83490000000.0,82461000000.0,81490000000.0,
Accumulated Depreciation,-6562000000.0,-6566000000.0,-43429000000.0,-6593000000.0,-6648000000.0,
Gross PPE,91917000000.0,90933000000.0,126919000000.0,89054000000.0,88138000000.0,
Construction In Progress,,,7176000000.0,,,
Other Properties,39758000000.0,38805000000.0,64000000000.0,37549000000.0,36993000000.0,
Machinery Furniture Equipment,,,39575000000.0,,,
Buildings And Improvements,,,14915000000.0,,,
Land And Improvements,,,1253000000.0,,,
Properties,52159000000.0,52128000000.0,0.0,51505000000.0,51145000000.0,
Current Assets,114285000000.0,110006000000.0,108545000000.0,115419000000.0,112064000000.0,
Other Current Assets,8297000000.0,7811000000.0,7655000000.0,7638000000.0,7441000000.0,
Inventory,15454000000.0,15253000000.0,14564000000.0,17325000000.0,17605000000.0,
Finished Goods,8782000000.0,8137000000.0,8120000000.0,9437000000.0,10112000000.0,
Raw Materials,6672000000.0,7116000000.0,6444000000.0,7888000000.0,7493000000.0,
Receivables,61195000000.0,59453000000.0,59189000000.0,58235000000.0,56189000000.0,
Accounts Receivable,61195000000.0,59453000000.0,59189000000.0,58235000000.0,56189000000.0,
Allowance For Doubtful Accounts Receivable,-1427000000.0,-1339000000.0,-1304000000.0,-1262000000.0,-1228000000.0,
Gross Accounts Receivable,62622000000.0,60792000000.0,60493000000.0,59497000000.0,57417000000.0,
Cash Cash Equivalents And Short Term Investments,29339000000.0,27489000000.0,27137000000.0,32221000000.0,30829000000.0,
Other Short Term Investments,6958000000.0,6919000000.0,7265000000.0,8477000000.0,8313000000.0,
Cash And Cash Equivalents,22381000000.0,20570000000.0,19872000000.0,23744000000.0,22516000000.0,
Cash Equivalents,9834000000.0,8859000000.0,7401000000.0,11448000000.0,9738000000.0,
Cash Financial,12547000000.0,11712000000.0,12471000000.0,12296000000.0,12777000000.0,
