,2025-05-31,2025-02-28,2024-11-30,2024-08-31,2024-05-31
Free Cash Flow,3515259000.0,2682588000.0,870281000.0,3175795000.0,3017885000.0
Repurchase Of Capital Stock,-1799527000.0,-1447818000.0,-898264000.0,-628430000.0,-1383242000.0
Repayment Of Debt,0.0,0.0,-931885000.0,-671246000.0,-100000000.0
Issuance Of Debt,0.0,0.0,5061085000.0,0.0,1599033000.0
Issuance Of Capital Stock,509989000.0,210287000.0,477367000.0,150808000.0,504516000.0
Capital Expenditure,-169107000.0,-170812000.0,-152205000.0,-213636000.0,-124117000.0
Income Tax Paid Supplemental Data,485520000.0,779181000.0,529162000.0,445420000.0,454196000.0
End Cash Position,9631607000.0,8490438000.0,8306055000.0,5004469000.0,5537217000.0
Beginning Cash Position,8490438000.0,8306055000.0,5004469000.0,5537217000.0,5121107000.0
Effect Of Exchange Rate Changes,132335000.0,-56705000.0,-87124000.0,53945000.0,-58022000.0
Changes In Cash,1008834000.0,241088000.0,3388710000.0,-586693000.0,474132000.0
Financing Cash Flow,-2219980000.0,-2205028000.0,2751748000.0,-2428950000.0,-216904000.0
Cash Flow From Continuing Financing Activities,-2219980000.0,-2205028000.0,2751748000.0,-2428950000.0,-216904000.0
Net Other Financing Charges,-6548000.0,-38505000.0,-30997000.0,-472213000.0,-26235000.0
Cash Dividends Paid,-923894000.0,-928992000.0,-925558000.0,-807869000.0,-810976000.0
Common Stock Dividend Paid,-923894000.0,-928992000.0,-925558000.0,-807869000.0,-810976000.0
Net Common Stock Issuance,-1289538000.0,-1237531000.0,-420897000.0,-477622000.0,-878726000.0
Common Stock Payments,-1799527000.0,-1447818000.0,-898264000.0,-628430000.0,-1383242000.0
Common Stock Issuance,509989000.0,210287000.0,477367000.0,150808000.0,504516000.0
Net Issuance Payments Of Debt,0.0,0.0,4129200000.0,-671246000.0,1499033000.0
Net Long Term Debt Issuance,0.0,0.0,4129200000.0,-671246000.0,1499033000.0
Long Term Debt Payments,0.0,0.0,-931885000.0,-671246000.0,-100000000.0
Long Term Debt Issuance,0.0,0.0,5061085000.0,0.0,1599033000.0
Investing Cash Flow,-455552000.0,-407284000.0,-385524000.0,-1547174000.0,-2450966000.0
Cash Flow From Continuing Investing Activities,-455552000.0,-407284000.0,-385524000.0,-1547174000.0,-2450966000.0
Net Other Investing Changes,3380000.0,4160000.0,2971000.0,2168000.0,2851000.0
Net Business Purchase And Sale,-289825000.0,-240632000.0,-236290000.0,-1335706000.0,-2329700000.0
Sale Of Business,7315000.0,10163000.0,5270000.0,7816000.0,0.0
Purchase Of Business,-297140000.0,-250795000.0,-241560000.0,-1343522000.0,-2329700000.0
Net PPE Purchase And Sale,-169107000.0,-170812000.0,-152205000.0,-213636000.0,-124117000.0
Purchase Of PPE,-169107000.0,-170812000.0,-152205000.0,-213636000.0,-124117000.0
Operating Cash Flow,3684366000.0,2853400000.0,1022486000.0,3389431000.0,3142002000.0
Cash Flow From Continuing Operating Activities,3684366000.0,2853400000.0,1022486000.0,3389431000.0,3142002000.0
Change In Working Capital,331253000.0,-281538000.0,-2372788000.0,764020000.0,110641000.0
Change In Other Working Capital,253660000.0,759192000.0,-313397000.0,-284481000.0,-119967000.0
Change In Other Current Liabilities,-102221000.0,-119310000.0,-11906000.0,-73806000.0,-176606000.0
Change In Other Current Assets,-211068000.0,-445907000.0,-441514000.0,40706000.0,-266345000.0
Change In Payables And Accrued Expense,698108000.0,-778520000.0,-380865000.0,1096321000.0,613439000.0
Change In Accrued Expense,646609000.0,-477339000.0,-307357000.0,496119000.0,429909000.0
Change In Payable,51499000.0,-301181000.0,-73508000.0,600202000.0,183530000.0
Change In Account Payable,-23244000.0,44025000.0,-124399000.0,394655000.0,-34202000.0
Change In Tax Payable,74743000.0,-345206000.0,50891000.0,205547000.0,217732000.0
Change In Income Tax Payable,74743000.0,-345206000.0,50891000.0,205547000.0,217732000.0
Change In Receivables,-307226000.0,303007000.0,-1225106000.0,-14720000.0,60120000.0
Other Non Cash Items,230900000.0,131389000.0,331014000.0,368418000.0,192970000.0
Stock Based Compensation,497792000.0,686114000.0,470425000.0,402788000.0,473931000.0
Deferred Tax,88453000.0,134133000.0,59222000.0,-171731000.0,111883000.0
Deferred Income Tax,88453000.0,134133000.0,59222000.0,-171731000.0,111883000.0
Depreciation Amortization Depletion,292005000.0,360861000.0,218423000.0,307270000.0,271229000.0
Depreciation And Amortization,292005000.0,360861000.0,218423000.0,307270000.0,271229000.0
Amortization Cash Flow,153199000.0,227052000.0,85324000.0,165709000.0,133097000.0
Amortization Of Intangibles,153199000.0,227052000.0,85324000.0,165709000.0,133097000.0
Depreciation,138806000.0,133809000.0,133099000.0,141561000.0,138132000.0
Net Income From Continuing Operations,2243963000.0,1822441000.0,2316190000.0,1718666000.0,1981348000.0
