,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Ordinary Shares Number,98500000.0,98301000.0,98245000.0,98708000.0,98799000.0,
Share Issued,98500000.0,98301000.0,98245000.0,98708000.0,98799000.0,
Net Debt,1623500000.0,1872000000.0,2008547000.0,2063963000.0,2117273000.0,
Total Debt,2068900000.0,2202540000.0,2319893000.0,2399815000.0,2484668000.0,
Tangible Book Value,916700000.0,653337000.0,448883000.0,438383000.0,248853000.0,
Invested Capital,8860200000.0,8647106000.0,8579826000.0,8829647000.0,8670198000.0,
Working Capital,1131200000.0,978592000.0,1006733000.0,1132386000.0,1106134000.0,
Net Tangible Assets,916700000.0,653337000.0,448883000.0,438383000.0,248853000.0,
Capital Lease Obligations,165700000.0,158839000.0,156168000.0,163657000.0,169067000.0,
Common Stock Equity,6957000000.0,6603405000.0,6416101000.0,6593489000.0,6354597000.0,
Total Capitalization,8860200000.0,8522106000.0,8454826000.0,8749647000.0,8590198000.0,
Total Equity Gross Minority Interest,6969900000.0,6615757000.0,6428546000.0,6610462000.0,6370445000.0,
Minority Interest,12900000.0,12352000.0,12445000.0,16973000.0,15848000.0,
Stockholders Equity,6957000000.0,6603405000.0,6416101000.0,6593489000.0,6354597000.0,
Gains Losses Not Affecting Retained Earnings,-70500000.0,-292338000.0,-374250000.0,-165836000.0,-323070000.0,
Other Equity Adjustments,-70500000.0,-292338000.0,-374250000.0,-165836000.0,-323070000.0,
Retained Earnings,2596500000.0,2475330000.0,2385664000.0,2268326000.0,2178087000.0,
Capital Stock,4431000000.0,4420413000.0,4404687000.0,4490999000.0,4499580000.0,
Common Stock,4431000000.0,4420413000.0,4404687000.0,4490999000.0,4499580000.0,
Total Liabilities Net Minority Interest,3435100000.0,3531054000.0,3579816000.0,3631683000.0,3738156000.0,
Total Non Current Liabilities Net Minority Interest,2508500000.0,2508881000.0,2688696000.0,2826200000.0,2903796000.0,
Other Non Current Liabilities,13000000.0,12712000.0,21625000.0,22067000.0,21279000.0,
Liabilities Heldfor Sale Non Current,,,,,,0.0
Employee Benefits,10000000.0,9469000.0,9961000.0,10058000.0,9766000.0,
Non Current Pension And Other Postretirement Benefit Plans,8500000.0,8141000.0,8538000.0,8663000.0,8452000.0,
Tradeand Other Payables Non Current,1900000.0,1880000.0,6527000.0,6527000.0,6427000.0,
Non Current Deferred Liabilities,411400000.0,403654000.0,453125000.0,462741000.0,456465000.0,
Non Current Deferred Taxes Liabilities,411400000.0,403654000.0,453125000.0,462741000.0,456465000.0,
Long Term Debt And Capital Lease Obligation,2033600000.0,2043338000.0,2162442000.0,2289306000.0,2374963000.0,
Long Term Capital Lease Obligation,130400000.0,124637000.0,123717000.0,133148000.0,139362000.0,
Long Term Debt,1903200000.0,1918701000.0,2038725000.0,2156158000.0,2235601000.0,
Long Term Provisions,38600000.0,37828000.0,35016000.0,35501000.0,34896000.0,
Current Liabilities,926600000.0,1022173000.0,891120000.0,805483000.0,834360000.0,
Other Current Liabilities,193800000.0,238724000.0,167088000.0,159639000.0,133791000.0,
Current Deferred Liabilities,51800000.0,57502000.0,80033000.0,72643000.0,69323000.0,
Current Deferred Revenue,51800000.0,57502000.0,80033000.0,72643000.0,69323000.0,
Current Debt And Capital Lease Obligation,35300000.0,159202000.0,157451000.0,110509000.0,109705000.0,
Current Capital Lease Obligation,35300000.0,34202000.0,32451000.0,30509000.0,29705000.0,
Current Debt,,125000000.0,125000000.0,80000000.0,80000000.0,85938000.0
Other Current Borrowings,,125000000.0,125000000.0,80000000.0,80000000.0,85938000.0
Pensionand Other Post Retirement Benefit Plans Current,154700000.0,192677000.0,160785000.0,146575000.0,149372000.0,
Current Provisions,16200000.0,15614000.0,20302000.0,17391000.0,17938000.0,
Payables And Accrued Expenses,474800000.0,358454000.0,305461000.0,298726000.0,354231000.0,
Current Accrued Expenses,109200000.0,56228000.0,67163000.0,57806000.0,65511000.0,
Interest Payable,17100000.0,7814000.0,17726000.0,8732000.0,18007000.0,
