,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Free Cash Flow,333518000.0,463960000.0,404157000.0,383455000.0,126766000.0,
Repurchase Of Capital Stock,-196777000.0,-422573000.0,-170283000.0,-200567000.0,-140784000.0,
Repayment Of Debt,,,-350000000.0,-1000000000.0,0.0,0.0
Issuance Of Debt,,,0.0,2496595000.0,700000000.0,0.0
Issuance Of Capital Stock,1533000.0,76789000.0,10304000.0,60661000.0,16547000.0,
Capital Expenditure,-44085000.0,-23061000.0,-37202000.0,-26540000.0,-29199000.0,
Interest Paid Supplemental Data,237000.0,55734000.0,7896000.0,14041000.0,16379000.0,
Income Tax Paid Supplemental Data,124851000.0,29956000.0,213862000.0,98642000.0,173625000.0,
End Cash Position,2822762000.0,2777674000.0,2644030000.0,2786040000.0,1058955000.0,
Beginning Cash Position,2777674000.0,2644030000.0,2786040000.0,1058955000.0,1012418000.0,
Effect Of Exchange Rate Changes,38344000.0,14191000.0,-32219000.0,21380000.0,-6164000.0,
Changes In Cash,6744000.0,119453000.0,-109791000.0,1705705000.0,52701000.0,
Financing Cash Flow,-195244000.0,-345784000.0,-511138000.0,1334964000.0,574819000.0,
Cash Flow From Continuing Financing Activities,-195244000.0,-345784000.0,-511138000.0,1334964000.0,574819000.0,
Net Other Financing Charges,,,-1159000.0,-21725000.0,150179000.0,-151123000.0
Net Common Stock Issuance,-195244000.0,-345784000.0,-159979000.0,-139906000.0,-124237000.0,
Common Stock Payments,-196777000.0,-422573000.0,-170283000.0,-200567000.0,-140784000.0,
Common Stock Issuance,1533000.0,76789000.0,10304000.0,60661000.0,16547000.0,
Net Issuance Payments Of Debt,,,-350000000.0,1496595000.0,700000000.0,0.0
Net Short Term Debt Issuance,,,,,,0.0
Short Term Debt Payments,,,,,,0.0
Short Term Debt Issuance,,,,,,0.0
Net Long Term Debt Issuance,,,-350000000.0,1496595000.0,700000000.0,0.0
Long Term Debt Payments,,,-350000000.0,-1000000000.0,0.0,0.0
Long Term Debt Issuance,,,0.0,2496595000.0,700000000.0,0.0
Investing Cash Flow,-175615000.0,-21784000.0,-40012000.0,-39254000.0,-678083000.0,
Cash Flow From Continuing Investing Activities,-175615000.0,-21784000.0,-40012000.0,-39254000.0,-678083000.0,
Net Investment Purchase And Sale,-9384000.0,-10223000.0,-563000.0,1792000.0,487000.0,
Sale Of Investment,743000.0,1246000.0,2324000.0,1792000.0,487000.0,
Purchase Of Investment,-10127000.0,-11469000.0,-2887000.0,0.0,0.0,
Net Business Purchase And Sale,-122146000.0,0.0,-2247000.0,-14506000.0,-649371000.0,
Purchase Of Business,-122146000.0,0.0,-2247000.0,-14506000.0,-649371000.0,
Net Intangibles Purchase And Sale,0.0,11500000.0,,,0.0,0.0
Sale Of Intangibles,0.0,11500000.0,,,0.0,0.0
Net PPE Purchase And Sale,-44085000.0,-23061000.0,-37202000.0,-26540000.0,-29199000.0,
Purchase Of PPE,-44085000.0,-23061000.0,-37202000.0,-26540000.0,-29199000.0,
Operating Cash Flow,377603000.0,487021000.0,441359000.0,409995000.0,155965000.0,
Cash Flow From Continuing Operating Activities,377603000.0,487021000.0,441359000.0,409995000.0,155965000.0,
Change In Working Capital,72179000.0,53567000.0,47244000.0,-15358000.0,-176043000.0,
Change In Other Working Capital,36201000.0,-14377000.0,59798000.0,25279000.0,5342000.0,
Change In Other Current Liabilities,6106000.0,-2142000.0,860000.0,7719000.0,8293000.0,
Change In Other Current Assets,2000.0,12237000.0,20625000.0,30208000.0,-31432000.0,
Change In Payables And Accrued Expense,185224000.0,-69621000.0,11818000.0,114936000.0,24213000.0,
Change In Prepaid Assets,-34517000.0,10316000.0,33256000.0,-74917000.0,-24795000.0,
Change In Inventory,-7490000.0,15018000.0,56408000.0,-123201000.0,-5289000.0,
Change In Receivables,-113347000.0,102136000.0,-135521000.0,4618000.0,-152375000.0,
Other Non Cash Items,2640000.0,862000.0,1370000.0,1180000.0,954000.0,
Stock Based Compensation,118325000.0,107613000.0,106508000.0,109013000.0,87569000.0,
Provisionand Write Offof Assets,,,954000.0,510000.0,456000.0,158000.0
Deferred Tax,5102000.0,-1861000.0,-123655000.0,4424000.0,-7983000.0,
Deferred Income Tax,5102000.0,-1861000.0,-123655000.0,4424000.0,-7983000.0,
Depreciation Amortization Depletion,57751000.0,51470000.0,53863000.0,55360000.0,47153000.0,
Depreciation And Amortization,57751000.0,51470000.0,53863000.0,55360000.0,47153000.0,
Depreciation,57751000.0,51470000.0,53863000.0,55360000.0,47153000.0,
Operating Gains Losses,-38445000.0,1791000.0,14865000.0,16141000.0,-25205000.0,
Gain Loss On Investment Securities,,1791000.0,14865000.0,16141000.0,-25205000.0,-55394000.0
Net Income From Continuing Operations,160051000.0,273579000.0,340210000.0,238111000.0,229520000.0,
