,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Free Cash Flow,90998000.0,12668000.0,165200000.0,82923000.0,100658000.0,
Repurchase Of Capital Stock,-36687000.0,-38077000.0,-16845000.0,-15032000.0,-33450000.0,
Repayment Of Debt,,,0.0,-244925000.0,-100000000.0,0.0
Issuance Of Debt,,,0.0,244925000.0,100000000.0,0.0
Capital Expenditure,-12716000.0,-16961000.0,-11048000.0,-12166000.0,-18191000.0,
Interest Paid Supplemental Data,144000.0,198000.0,318000.0,542000.0,426000.0,
Income Tax Paid Supplemental Data,,,20888000.0,28837000.0,10020000.0,37187000.0
End Cash Position,650454000.0,644454000.0,700459000.0,600005000.0,574130000.0,
Beginning Cash Position,644454000.0,700459000.0,600005000.0,574130000.0,535164000.0,
Effect Of Exchange Rate Changes,18564000.0,8580000.0,-19220000.0,14756000.0,-488000.0,
Changes In Cash,-12564000.0,-64585000.0,119674000.0,11119000.0,39454000.0,
Financing Cash Flow,-65249000.0,-77066000.0,-44907000.0,-42455000.0,-61472000.0,
Cash Flow From Continuing Financing Activities,-65249000.0,-77066000.0,-44907000.0,-42455000.0,-61472000.0,
Net Other Financing Charges,-321000.0,-9525000.0,-931000.0,-164000.0,-206000.0,
Proceeds From Stock Option Exercised,0.0,0.0,567000.0,444000.0,0.0,
Cash Dividends Paid,-28241000.0,-29464000.0,-27698000.0,-27703000.0,-27816000.0,
Common Stock Dividend Paid,-28241000.0,-29464000.0,-27698000.0,-27703000.0,-27816000.0,
Net Common Stock Issuance,-36687000.0,-38077000.0,-16845000.0,-15032000.0,-33450000.0,
Common Stock Payments,-36687000.0,-38077000.0,-16845000.0,-15032000.0,-33450000.0,
Net Issuance Payments Of Debt,,,0.0,0.0,0.0,0.0
Net Short Term Debt Issuance,,,0.0,0.0,0.0,0.0
Short Term Debt Payments,,,0.0,-244925000.0,-100000000.0,0.0
Short Term Debt Issuance,,,0.0,244925000.0,100000000.0,0.0
Investing Cash Flow,-51029000.0,-17148000.0,-11667000.0,-41515000.0,-17923000.0,
Cash Flow From Continuing Investing Activities,-51029000.0,-17148000.0,-11667000.0,-41515000.0,-17923000.0,
Net Investment Purchase And Sale,-1798000.0,-187000.0,-619000.0,-29349000.0,268000.0,
Sale Of Investment,1975000.0,5271000.0,3445000.0,1531000.0,3162000.0,
Purchase Of Investment,-3773000.0,-5458000.0,-4064000.0,-30880000.0,-2894000.0,
Net PPE Purchase And Sale,-1206000.0,-1930000.0,-215000.0,-835000.0,-7695000.0,
Purchase Of PPE,-1206000.0,-1930000.0,-215000.0,-835000.0,-7695000.0,
Capital Expenditure Reported,-11510000.0,-15031000.0,-10833000.0,-11331000.0,-10496000.0,
Operating Cash Flow,103714000.0,29629000.0,176248000.0,95089000.0,118849000.0,
Cash Flow From Continuing Operating Activities,103714000.0,29629000.0,176248000.0,95089000.0,118849000.0,
Change In Working Capital,-326000.0,-9526000.0,81029000.0,-6761000.0,27246000.0,
Change In Other Working Capital,-1020000.0,837000.0,-38000.0,115000.0,-169000.0,
Change In Other Current Liabilities,-2248000.0,-2125000.0,-2084000.0,-11535000.0,7043000.0,
Change In Other Current Assets,-66000.0,0.0,0.0,-784000.0,-100000.0,
Change In Payables And Accrued Expense,32651000.0,132114000.0,-34173000.0,-110410000.0,-53800000.0,
Change In Accrued Expense,14614000.0,-34310000.0,14844000.0,10048000.0,11174000.0,
Change In Payable,18037000.0,166424000.0,-49017000.0,-120458000.0,-64974000.0,
Change In Account Payable,3926000.0,89129000.0,-50883000.0,-120505000.0,-63778000.0,
Change In Tax Payable,14111000.0,77295000.0,1866000.0,47000.0,-1196000.0,
Change In Income Tax Payable,14111000.0,77295000.0,1866000.0,47000.0,-1196000.0,
Change In Prepaid Assets,-2744000.0,5570000.0,-2194000.0,3463000.0,1063000.0,
Change In Receivables,-26899000.0,-145922000.0,119518000.0,112390000.0,73209000.0,
Changes In Account Receivables,-26899000.0,-145922000.0,119518000.0,112390000.0,73209000.0,
Other Non Cash Items,1983000.0,-4809000.0,9881000.0,-3348000.0,-1221000.0,
Stock Based Compensation,8012000.0,7333000.0,6619000.0,7981000.0,7981000.0,
Deferred Tax,-582000.0,-124000.0,-2055000.0,638000.0,-1123000.0,
Deferred Income Tax,-582000.0,-124000.0,-2055000.0,638000.0,-1123000.0,
Depreciation Amortization Depletion,21058000.0,19999000.0,20154000.0,20515000.0,19995000.0,
Depreciation And Amortization,21058000.0,19999000.0,20154000.0,20515000.0,19995000.0,
Depreciation,21058000.0,19999000.0,20154000.0,20515000.0,19995000.0,
Operating Gains Losses,2389000.0,1691000.0,-4519000.0,4575000.0,1033000.0,
Net Foreign Currency Exchange Gain Loss,2389000.0,1691000.0,-4519000.0,4575000.0,1033000.0,
Net Income From Continuing Operations,71180000.0,15065000.0,65139000.0,71489000.0,64938000.0,
